BD+47 2846,5.2,1,19.59579241,3.865441988,6448.6,60,4.134,0.1,0.203,0.04,10.463,0.100,2.903104724,0.020597048
KOI-3473,5.3,1,7.841695743,0.029152569,5156.4,60,4.65,0.1,0.046,0.04,13.851,0.100,2.882642073,0.019895726
Kepler-86,2,1,23.7749494,0.230421895,5676.2,60,4.449,0.1,-0.026,0.04,12.62,0.100,2.879622444,0.030163405
Kepler-332,1.3,1,23.637,0.107,4955.1,60,4.66,0.1,-0.131,0.04,14.017,0.100,2.876496356,0.015147169
Kepler-1066,6,1,7.043,0.008,5557.7,60,4.67,0.1,0.096,0.04,13.007,0.100,2.876127618,0.021083028
KIC 5879967,137,91,39.439,0.453,4181,256,4.46,0.49,-0.14,0.17,14.881,0.100,2.865251067,0.023552858
Kepler-421,1.4,1,36.22309765,6.612968531,5223.5,60,4.568,0.1,-0.226,0.04,13.354,0.100,2.840111758,0.016555979
Kepler-127,6.6,1,10.20251535,0.096390612,6124.8,60,4.217,0.1,0.24,0.04,11.485,0.100,2.805769722,0.021303798
KIC 11128748,164,74,20.49,1.86,5226,130,4.58,0.13,0.05,0.13,14.323,0.100,2.802564121,0.092336138
KOI-3254,2.7,1,37.69011097,6.790124639,5575.7,60,4.237,0.1,0.315,0.04,12.496,0.100,2.801017163,0.025215629
KIC 8113625,229,51,27.561,0.092,5447,223,4.23,0.29,0.05,0.17,13.636,0.100,2.793182454,0.018137642
KIC 10965642,132,61,11.708,0.068,5167,108,4.61,0.13,0.07,0.12,13.767,0.100,2.777560453,0.015558526
TYC 3557-428-1,246,72,2.237,0.363,6248,208,4.11,0.13,-0.21,0.15,11.043,0.100,2.772001224,0.022021766
KIC 9595449,258,43,33.243,2.238,4971,243,3.25,0.48,-0.14,0.18,13.783,0.100,2.766013532,0.013531071
Kepler-806,0.3,1,14.71537256,3.632746124,5737.1,60,4.134,0.1,-0.253,0.04,11.731,0.100,2.734528258,0.021986299
Kepler-1087,1.6,1,33.05862014,4.792235249,5476.3,60,4.391,0.1,0.402,0.04,12.953,0.100,2.729111028,0.026231924
TYC 3144-787-1,141,41,0.505252,nan,6941,111,4.09,0.1,-0.14,0.12,10.856,0.100,2.727003086,0.030106117
Kepler-406,0.3,1,18.37223447,1.016866423,5656.5,60,4.318,0.1,0.28,0.04,12.52,0.100,2.71840566,0.025243157
KOI-3248,1.6,1,19.61968438,1.836368332,5728.8,60,4.304,0.1,-0.017,0.04,12.419,0.100,2.702244816,0.022806006
KOI-4657,0.5,1,29.63036085,7.179027769,5317.5,60,4.48,0.1,-0.053,0.04,13.241,0.100,2.688093871,0.019714473
KOI-3227,3.1,1,16.21682885,2.878453324,5919.4,60,4.297,0.1,0.031,0.04,12.222,0.100,2.679922027,0.030703755
Kepler-1339,3.2,1,23.89735782,4.68479984,5874.4,60,4.382,0.1,-0.084,0.04,12.299,0.100,2.667942113,0.057274484
KIC 11869338,268,45,15.814,nan,5176,188,4.34,0.35,0.05,0.13,13.527,0.100,2.659119434,0.017064803
KOI-2503,2.1,1,19.26911374,1.499657993,4885.3,60,4.514,0.1,0.182,0.04,14.146,0.100,2.64059215,0.017085717
KOI-373,1.3,1,21.74003051,0.3397807,5737.8,60,4.472,0.1,-0.326,0.04,12.765,0.100,2.634238464,0.021152618
