Kepler-326,3,4.7,1,9.646,0.002,5183.7,60,4.669,0.1,0.208,0.04,13.693,0.1,2.023076849,0.044553538
Kepler-4,1,2.8,1,25.31008698,1.827117757,5826.9,60,4.089,0.1,0.177,0.04,12.211,0.1,2.020933161,0.024299396
Kepler-318,2,7,1,7.154,0.003,5872.9,60,4.558,0.1,0.33,0.04,13.297,0.1,2.015548533,0.013350161
Kepler-1036,1,2.3,1,22.065,0.03,5476.1,60,4.553,0.1,0.185,0.04,13.8,0.1,2.014356537,0.015790863
Kepler-1050,2,2.5,1,15,0.043,5845.9,60,4.422,0.1,0.1,0.04,13.127,0.1,2.009927746,0.014376196
Kepler-795,1,2.2,1,35.08836193,6.870739247,5581.7,60,4.334,0.1,-0.02,0.04,13.331,0.1,2.003308705,0.019186337
TYC 3556-3291-1,0,189,29,10.241,nan,7299,51,3.89,0.12,0.07,0.12,10.129,0.1,2.003277309,0.054835943
Kepler-1395,1,5.2,1,11.871,0.075,6069,60,4.311,0.1,0.125,0.04,12.581,0.1,2.000426162,0.028555429
Kepler-1505,1,8,1,21.58553916,8.950447827,5525.4,60,4.505,0.1,-0.287,0.04,12.988,0.1,1.991463677,0.033175493
Kepler-1389,1,2.2,1,31.15363853,0.481637331,4962.4,60,4.655,0.1,-0.113,0.04,14.699,0.1,1.982944675,0.01887624
Kepler-324,2,2.1,1,13.88917064,0.69958323,5232.5,60,4.468,0.1,0.176,0.04,14.122,0.1,1.964867929,0.014417866
Kepler-1560,1,3.5,1,10.42557041,0.040870863,5766.8,60,4.497,0.1,0.241,0.04,13.421,0.1,1.961280553,0.016627982
2MASS J18521482+4103252,0,204,26,19.06,1.42,5295,210,4.13,0.41,-0.01,0.16,14.154,0.1,1.954336168,0.015353783
Kepler-882,1,1.5,1,32.70389231,6.113611441,5319.9,60,4.462,0.1,0.081,0.04,14.083,0.1,1.95296367,0.016047212
Kepler-1209,1,6.6,1,9.394368039,0.215268029,6150.2,60,4.329,0.1,0.003,0.04,12.476,0.1,1.949730604,0.029639553
Kepler-1445,1,3.6,1,22.33216251,0.313767208,6077.9,60,4.287,0.1,-0.101,0.04,12.405,0.1,1.946354025,0.025617385
Kepler-651,1,0.3,1,22.2694728,3.120363602,5349.3,60,4.513,0.1,-0.136,0.04,13.94,0.1,1.934191641,0.013521391
Kepler-112,2,0.8,1,15.62454443,5.612238307,5500.5,60,4.488,0.1,-0.403,0.04,13.771,0.1,1.919758376,0.015927157
Kepler-649,1,0,1,19.6542501,1.89664072,5694.1,60,4.47,0.1,-0.399,0.04,13.437,0.1,1.917680934,0.016787659
Kepler-1253,1,1.8,1,19.3955205,8.75555123,5710.8,60,4.203,0.1,-0.329,0.04,12.464,0.1,1.914867349,0.021351735
Kepler-1371,2,1.5,1,16.72885483,3.151328185,5259.5,60,4.507,0.1,-0.068,0.04,13.851,0.1,1.911788481,0.020502896
Kepler-1228,1,2.1,1,31.88499953,5.703668835,4766.6,60,4.515,0.1,-0.607,0.04,14.859,0.1,1.911381029,0.020258635
Kepler-783,1,1,1,23.78962257,2.615934915,5381.2,60,4.493,0.1,-0.007,0.04,13.916,0.1,1.908871095,0.017509264
Kepler-607,1,1.4,1,22.2752652,4.823942342,5079,60,4.522,0.1,0.115,0.04,14.405,0.1,1.897631855,0.01991237
Kepler-1169,1,4.5,1,12.566,0.161,6028,60,4.271,0.1,0.227,0.04,12.716,0.1,1.883972197,0.018452095
Kepler-107,4,3.1,1,22.3537777,3.178287527,5866.5,60,4.114,0.1,0.323,0.04,12.487,0.1,1.872491336,0.020218511
Kepler-176,4,1.4,1,34.16,0.075,5105.9,60,4.577,0.1,0.131,0.04,14.55,0.1,1.867770447,0.0213837
Kepler-36,2,4.9,1,20.23692452,1.385086067,5979.2,60,4.106,0.1,-0.179,0.04,11.866,0.1,1.865432656,0.021493004
Kepler-1332,1,1,1,25.33495668,0.289602148,5580.9,60,4.566,0.1,-0.009,0.04,13.756,0.1,1.862657215,0.014944967
Kepler-905,1,1.6,1,32.21865254,0.444811652,5434.7,60,4.514,0.1,0.145,0.04,13.984,0.1,1.86055158,0.014273372
Kepler-1104,1,16.4,1,4.192,0.004,6385.8,60,4.26,0.1,0.206,0.04,12.189,0.1,1.856970782,0.044186513
Kepler-1408,1,5.4,1,29.15473892,3.982720674,6017.6,60,4.12,0.1,-0.069,0.04,12.003,0.1,1.840343943,0.021972325
Kepler-922,1,0.3,1,18.65090062,1.20999293,5533.6,60,4.436,0.1,-0.073,0.04,13.757,0.1,1.835674265,0.013308773
Kepler-1515,1,10.7,1,7.157437472,0.172101809,6338.7,60,4.274,0.1,-0.025,0.04,12.04,0.1,1.825551974,0.022264401
