Name,vsini,e_vsini,prot,e_prot,Teff,e_Teff,Logg,e_Logg,FeH,e_FeH,Kepler Mag,e_Kepler Mag,Parallax,e_Parallax,iso_rad,iso_rad_err1,iso_rad_err2
KIC 4655612,212,127,42.492,2.15,3919,209,2.94,1.08,-0.19,,14.041,0.1,6.788762227,0.019032218,0.55,0.018,-0.023
KIC 4649238,139,107,1.048,,6608,127,4.14,0.11,-0.3,,12.515,0.1,0.866053904,0.029191988,2.297,0.088,-0.084
KIC 4648234,141,99,15.774,0.029,3901,167,3.71,1.21,-0.24,,13.991,0.1,7.237540188,0.021272973,0.573,0.015,-0.015
KIC 4636482,139,49,11.53,0.84,5179,119,4.58,0.14,0.06,,14.88,0.1,1.737784235,0.023096565,0.752,0.016,-0.015
KIC 4633585,134,98,37.174,1.337,4011,144,4.46,0.49,-0.21,,15.186,0.1,3.557181151,0.030384544,0.621,0.017,-0.018
KIC 4568936,180,54,6.225,0.007,6108,131,4.1,0.13,-0.09,,13.775,0.1,0.413726475,0.018662276,3.479,0.176,-0.165
KIC 4566878,141,101,4.398,0.012,5896,95,4.23,0.14,-0.3,,12.394,0.1,2.755152608,0.029199995,1.008,0.022,-0.021
KIC 4551429,261,117,35.422,0.273,3649,171,1.49,0.82,-0.11,,14.569,0.1,6.799922435,0.021459881,0.542,0.014,-0.013
KIC 4471819,131,73,14.923,0.035,4000,143,4.54,0.32,-0.22,,13.736,0.1,6.508949731,0.016127004,0.606,0.017,-0.017
KIC 4390899,126,93,4.40703,,6038,201,4.14,0.13,-0.21,,13.542,0.1,0.690851217,0.01729309,1.997,0.049,-0.056
KIC 4382700,236,47,4.393,1.041,6325,102,4.12,0.12,-0.25,,13.83,0.1,0.297121643,0.025589127,5.116,0.406,-0.337
KIC 4379451,311,82,36.597,8.186,5798,71,4.21,0.12,-0.47,,13.517,0.1,1.828679986,0.015622748,0.98,0.022,-0.022
KIC 4379301,261,107,5.5,0.007,5313,134,4.43,0.27,0,,12.987,0.1,2.745674086,0.046572018,1.024,0.024,-0.024
KIC 4372213,259,24,2.098,0.005,6251,126,4.15,0.14,-0.24,,13.509,0.1,0.817534495,0.017543306,1.799,0.05,-0.047
KIC 4356114,159,159,20.046,,6341,129,4.14,0.13,-0.3,,14.748,0.1,0.581772156,0.020760522,1.569,0.065,-0.06
KIC 4346809,387,20,48.324,0.1,3507,184,0.92,0.43,-0.1,,15.27,0.1,6.923214905,0.041777722,0.47,0.011,-0.011
KIC 4261467,139,129,3.247,0.157,6062,154,4.25,0.12,-0.25,,14.347,0.1,1.021866879,0.018590924,1.221,0.036,-0.035
KIC 4149420,123,110,1.652,,6461,69,4.15,0.11,-0.35,,13.095,0.1,0.954817093,0.015697707,1.704,0.046,-0.043
KIC 3957292,157,102,33.559,0.285,3996,143,4.63,0.23,-0.21,,13.545,0.1,7.133599614,0.018876286,0.643,0.017,-0.017
KIC 3957108,204,165,16.957,1.007,5856,195,4.09,0.22,-0.24,,15.03,0.1,0.918535261,0.03101244,0.996,0.04,-0.038
KIC 3956991,166,84,19.235,0.043,4193,217,4.57,0.3,-0.16,,14.447,0.1,3.099301827,0.034310394,0.704,0.013,-0.013
KIC 3955797,141,94,10.311,0.118,5180,259,3.74,0.53,-0.1,,14.294,0.1,0.751559418,0.020004661,1.837,0.062,-0.061
KIC 3946894,167,92,39.309,0.066,3846,98,1.53,0.16,-0.19,,14.382,0.1,5.415845128,0.03510403,0.628,0.017,-0.017
KIC 3853938,185,151,2.223,0.003,5668,202,4.23,0.19,-0.23,,15.181,0.1,0.634112797,0.037564879,1.406,0.091,-0.085
KIC 3853207,124,119,25.184,4.648,5486,137,4.36,0.31,-0.28,,14.773,0.1,1.393312601,0.024504437,0.86,0.022,-0.021
KIC 3850643,175,96,23.076,0.236,4966,175,3.83,0.82,-0.01,,15.333,0.1,1.452392778,0.026959637,0.758,0.02,-0.02
KIC 3750812,177,76,8.275,0.053,6218,232,4.14,0.17,-0.31,,13.65,0.1,1.340671187,0.017192221,1.075,0.025,-0.025
KIC 3748918,271,134,26.683,0.142,3928,235,1.82,0.66,-0.16,,14.219,0.1,6.162690843,0.022209715,0.579,0.015,-0.015
KIC 3736208,167,120,34.659,0.133,4119,193,4.63,0.12,-0.2,,14.419,0.1,4.298515537,0.020876924,0.636,0.02,-0.023
KIC 3649453,133,140,13.864,0.135,6068,261,4.16,0.16,-0.06,,14.186,0.1,0.823383364,0.026162633,1.416,0.054,-0.049
KIC 3634755,123,26,6.698,0.003,5112,207,3.08,0.4,-0.12,,13.198,0.1,0.847037212,0.014074198,3.662,0.095,-0.091
KIC 3550668,254,114,45.399,0.311,3560,153,1.05,0.38,-0.13,,15.144,0.1,5.898832519,0.029557851,0.51,0.013,-0.012
KIC 3534089,357,67,47.46,0.454,3539,185,0.9,0.43,-0.12,,15.443,0.1,5.529714057,0.038123896,0.489,0.012,-0.012
KIC 3449953,269,124,40.955,0.258,3516,119,1,0.28,-0.07,,13.404,0.1,12.80195922,0.026729362,0.507,0.012,-0.012
KIC 3242039,131,40,1.422,0.003,6349,147,4.16,0.12,-0.31,,13.815,0.1,0.650648427,0.014431336,2.063,0.061,-0.061
KIC 2996004,171,50,7.361,0.42,5366,192,4.29,0.39,-0.09,,13.818,0.1,1.913305076,0.021428536,1.038,0.021,-0.021
KIC 2984505,167,36,3.064,0.023,6208,197,4.13,0.14,-0.34,,12.941,0.1,0.899967332,0.018333265,2.152,0.06,-0.059
KIC 2969347,240,160,33.731,0.412,5546,153,4.19,0.16,-1.1,,14.94,0.1,1.015652701,0.09733101,0.964,0.049,-0.046
KIC 2860930,138,89,5.982,0.029,5136,156,4.11,0.52,-0.06,,14.237,0.1,1.90715021,0.019666228,0.856,0.018,-0.018
KIC 2582166,133,104,20.659,0.256,5891,76,4.2,0.15,0.05,,12.606,0.1,1.595921571,0.026941132,1.587,0.038,-0.048
KIC 2301872,136,88,22.888,0.056,4057,268,4.63,0.12,-0.24,,13.052,0.1,10.673535,0.015907305,0.547,0.014,-0.014
KIC 1873543,284,84,11.548,0.112,3740,122,1.36,0.25,-0.08,,14.444,0.1,6.49819539,0.087013251,0.574,0.015,-0.015
KIC 1867630,128,101,0.859,0.007,6600,108,4.07,0.12,-0.21,,12.634,0.1,1.018320425,0.024875565,2.173,0.069,-0.068
KIC 1722735,256,122,1.993,0.005,5966,104,4.17,0.11,-0.64,,15.477,0.1,0.451896467,0.035370748,1.574,0.127,-0.111
KIC 1721911,200,145,29.62,0.124,3893,203,1.81,0.62,-0.17,,15.184,0.1,3.842373347,0.025225409,0.606,0.015,-0.015
KIC 1720673,281,83,19.66,1.45,4163,234,4.64,0.21,-0.2,,15.651,0.1,2.034118603,0.032266962,0.651,0.015,-0.015
KIC 1572802,134,79,0.374,0.004,3996,86,4.64,0.15,-0.19,,15.329,0.1,3.324096016,0.026383062,0.622,0.018,-0.018
KIC 1436140,268,95,25.385,0.084,5107,170,4.09,0.56,0.09,,15.638,0.1,1.445226215,0.068525442,0.72,0.029,-0.031
KIC 1435229,277,116,23.469,0.027,4108,185,4.67,0.21,-0.2,,14.586,0.1,3.73561728,0.279379878,0.542,0.03,-0.025
KIC 1160891,160,76,0.868,0.238,6383,189,4.1,0.13,-0.29,,13.21,0.1,0.759593193,0.015420078,2.55,0.07,-0.07
KIC 1026474,260,133,1.569,0.006,3969,87,4.48,0.6,-0.19,,15.278,0.1,0.179970983,0.111717764,0.665,0.02,-0.022
Kepler-98,0.2,1,22.965,0.049,5566.8,60,4.542,0.1,0.199,0.04,12.899,0.1,2.825893465,0.023886777,0.924,0.017,-0.017
Kepler-975,2.8,1,39.707,0.265,4801.4,60,4.371,0.1,0.322,0.04,14.438,0.1,2.318198115,0.019482692,0.778,0.013,-0.013
Kepler-964,4.5,1,10.187,0.003,5390.8,60,4.687,0.1,0.13,0.04,13.895,0.1,2.170996126,0.021879434,0.823,0.016,-0.016
Kepler-96,0.2,1,14.922,0.083,5750.8,60,4.504,0.1,0.1,0.04,10.297,0.1,8.109120175,0.026444635,0.946,0.017,-0.016
Kepler-924,6.9,1,21.1524861,2.148355138,6162.4,60,4.255,0.1,-0.043,0.04,14.171,0.1,0.921048368,0.019370751,1.317,0.041,-0.037
Kepler-923,3,1,17.96573809,2.165782726,5986.8,60,4.171,0.1,0.316,0.04,14.042,0.1,0.971283313,0.019743898,1.291,0.033,-0.033
Kepler-911,5.9,1,18.451,0.148,6079.5,60,4.038,0.1,0.013,0.04,11.855,0.1,1.769658346,0.025714042,1.902,0.046,-0.047
Kepler-908,7.9,1,7.732,0.003,6053.4,60,4.488,0.1,0.21,0.04,11.524,0.1,3.409555121,0.022381483,1.33,0.027,-0.026
Kepler-906,2.7,1,15.53800034,0.54242338,5955.5,60,4.448,0.1,-0.404,0.04,13.956,0.1,1.290927176,0.01691804,1.013,0.025,-0.024
Kepler-9,1.1,1,16.746,0.077,5787.8,60,4.473,0.1,0.082,0.04,13.803,0.1,1.562938508,0.016955466,0.976,0.02,-0.019
Kepler-88,0,1,30.689,0.383,5465.7,60,4.416,0.1,0.271,0.04,13.113,0.1,2.624611034,0.01397987,0.91,0.016,-0.015
Kepler-84,4.5,1,19.32,0.444,6026.4,60,4.563,0.1,-0.111,0.04,14.764,0.1,0.692872031,0.704294469,1.196,0.464,-0.233
Kepler-826,2.5,1,11.88703035,0.511198295,6010.1,60,4.261,0.1,-0.322,0.04,13.446,0.1,1.253898036,0.01453429,1.386,0.032,-0.032
Kepler-822,1.7,1,20.65637021,0.543381895,5679.8,60,4.343,0.1,-0.163,0.04,14.609,0.1,1.133651681,0.017973885,0.965,0.025,-0.024
Kepler-820,12.9,1,8.763594496,0.439550233,6443.1,60,4.202,0.1,0.154,0.04,13.968,0.1,0.692312171,0.018866579,1.898,0.063,-0.064
Kepler-80,3.5,1,25.567,0.252,4665,60,4.586,0.1,0.057,0.04,14.804,0.1,2.678014918,0.021045897,0.701,0.012,-0.012
Kepler-796,2.8,1,22.46097091,2.911465017,5319.3,60,3.828,0.1,0.172,0.04,12.988,0.1,1.194403617,0.017924712,2.357,0.062,-0.065
Kepler-794,3.5,1,21.28920841,3.776438529,5994.9,60,4.103,0.1,-0.062,0.04,13.459,0.1,1.045156743,0.016700914,1.652,0.041,-0.041
Kepler-786,2.3,1,32.68135125,0.414330595,4772.3,60,4.532,0.1,0.11,0.04,14.887,0.1,2.032100299,0.026613912,0.721,0.015,-0.015
Kepler-774,9.6,1,10.06167528,1.036056129,6512.7,60,4.161,0.1,-0.023,0.04,12.808,0.1,1.06112502,0.021764492,1.829,0.052,-0.05
Kepler-773,2.3,1,20.27599626,3.025444837,5736.2,60,4.322,0.1,0.041,0.04,13.333,0.1,1.799240813,0.014178518,1.032,0.02,-0.019
Kepler-772,2.6,1,18.24205509,3.097551973,5641.4,60,3.973,0.1,0.12,0.04,13.974,0.1,0.856266834,0.01881156,1.8,0.057,-0.053
Kepler-75,3.1,1,19.375,0.03,5305.5,60,4.485,0.1,0.229,0.04,15.264,0.1,1.168912836,0.026103956,0.957,0.029,-0.028
Kepler-746,1.7,1,24.62460881,4.048579163,5404.5,60,4.397,0.1,0.122,0.04,13.615,0.1,1.285774246,0.515121984,1.161,0.414,-0.256
Kepler-635,7.8,1,23.47732331,2.927014445,6281.7,60,4.071,0.1,0.219,0.04,13.31,0.1,0.847677712,0.017846884,2.08,0.059,-0.061
Kepler-631,7.4,1,7.768,0.005,6158,60,4.343,0.1,0.044,0.04,13.5,0.1,1.283823258,0.018439733,1.211,0.03,-0.027
Kepler-629,0.6,1,22.412,0.171,5405.9,60,4.608,0.1,0.125,0.04,13.359,0.1,2.658926019,0.013936998,0.841,0.015,-0.015
Kepler-627,2.7,1,10.44106394,3.384796769,6005.8,60,4.244,0.1,-0.274,0.04,13.949,0.1,0.987298068,0.016726395,1.275,0.035,-0.035
Kepler-626,0.6,1,17.37668771,7.781516648,5721.1,60,4.494,0.1,-0.315,0.04,13.946,0.1,1.544429027,0.015983987,0.96,0.022,-0.021
Kepler-625,5.4,1,13.05890847,0.21213891,6042.2,60,4.187,0.1,0.175,0.04,13.307,0.1,1.285871136,0.016598219,1.442,0.032,-0.033
Kepler-624,4,1,37.58957839,9.557136591,6069.8,60,4.285,0.1,-0.182,0.04,13.49,0.1,1.30810114,0.020989594,1.187,0.03,-0.028
Kepler-598,1,1,15.84988424,1.940065245,5274.1,60,4.459,0.1,0.071,0.04,14.759,0.1,1.439802941,0.023128321,0.85,0.021,-0.02
Kepler-597,1.7,1,22.48937966,0.234236413,5694.8,60,4.455,0.1,0.157,0.04,14.07,0.1,1.478792357,0.020453517,0.968,0.024,-0.023
Kepler-58,2.1,1,31.15526198,8.616101598,5775.8,60,4.472,0.1,0.101,0.04,14.82,0.1,1.003696644,0.025227005,0.982,0.031,-0.03
Kepler-556,0.8,1,16.07850527,1.132677732,5641.2,60,4.429,0.1,-0.065,0.04,14.112,0.1,1.453747034,0.019912381,0.905,0.019,-0.019
Kepler-545,1.7,1,13.80919998,3.838916181,5844.7,60,4.381,0.1,0.176,0.04,14.15,0.1,1.193832885,0.018197205,1.098,0.029,-0.028
Kepler-544,8,1,24.18241866,15.23794741,6240.6,60,4.287,0.1,-0.196,0.04,13.542,0.1,1.009533662,0.014627659,1.431,0.036,-0.035
Kepler-543,3.2,1,20.312,0.024,4790.8,60,4.701,0.1,-0.009,0.04,13.577,0.1,4.479699086,0.020806139,0.7,0.012,-0.012
Kepler-542,0.4,1,19.35345632,5.790910312,5475.4,60,4.467,0.1,0.12,0.04,13.435,0.1,2.264704487,0.016743571,0.904,0.018,-0.018
Kepler-541,5.7,1,23.23905522,1.886190961,6178.4,60,4.008,0.1,0.035,0.04,13.281,0.1,0.914114335,0.0144535,2.1,0.052,-0.052
Kepler-510,0.1,1,22.29167404,4.592297347,5699.4,60,4.279,0.1,-0.357,0.04,11.947,0.1,2.560864371,0.024903269,1.44,0.033,-0.032
Kepler-506,7.5,1,7.86,0.047,6162.5,60,4.302,0.1,0.097,0.04,10.868,0.1,4.348804562,0.025592361,1.195,0.023,-0.022
Kepler-489,1.9,1,21.56621455,3.281863906,4937.6,60,4.505,0.1,0.025,0.04,14.018,0.1,2.676478093,0.016684824,0.752,0.014,-0.013
Kepler-479,0.6,1,16.512451,2.391743411,5158.6,60,4.563,0.1,-0.215,0.04,13.575,0.1,2.870547058,0.016401616,0.758,0.012,-0.012
Kepler-475,1.3,1,44.23,6.06,4995.3,60,4.505,0.1,0.337,0.04,13.341,0.1,3.541645237,0.014771314,0.796,0.014,-0.013
Kepler-473,2.6,1,20.29412216,1.759053043,5707.8,60,3.953,0.1,0.032,0.04,13.397,0.1,1.075021759,0.014725389,1.864,0.044,-0.044
Kepler-472,2.9,1,15.62,2.47,4931.8,60,4.484,0.1,0.285,0.04,13.698,0.1,3.232791905,0.020122987,0.794,0.013,-0.013
Kepler-467,2.1,1,20.59905171,2.275401088,5763.8,60,4.175,0.1,0.069,0.04,12.377,0.1,2.116075455,0.023077264,1.399,0.03,-0.031
Kepler-454,0.5,1,27.37482084,4.555416354,5677.6,60,4.237,0.1,0.28,0.04,11.457,0.1,4.302703214,0.024367203,1.068,0.021,-0.019
Kepler-418,2.5,1,12.91180161,4.997282243,5848.5,60,4.372,0.1,0.149,0.04,14.696,0.1,0.969068943,0.019857336,1.089,0.032,-0.03
Kepler-416,2.6,1,21.63524849,0.234070877,5718,60,4.445,0.1,0.124,0.04,14.028,0.1,1.418917539,0.018742173,0.993,0.022,-0.021
Kepler-415,136,59,23.126,0.074,4190,224,4.64,0.18,-0.19,,15.842,0.1,1.857395182,0.038274157,0.595,0.015,-0.015
Kepler-399,1.5,1,25.90936004,0.917485629,5581.3,60,4.51,0.1,-0.091,0.04,14.467,0.1,0.734116542,0.107567681,1.606,0.235,-0.201
Kepler-379,4.9,1,17.04226452,6.697908389,6060.4,60,4.319,0.1,0.085,0.04,13.358,0.1,1.33869517,0.01335216,1.279,0.027,-0.028
Kepler-377,2.6,1,24.77590578,3.995000682,5924.3,60,4.266,0.1,0.048,0.04,13.86,0.1,1.185320941,0.01812092,1.168,0.027,-0.028
Kepler-376,2.6,1,32.69507474,7.368511393,5846.3,60,4.104,0.1,-0.12,0.04,13.776,0.1,1.054786697,0.018851151,1.411,0.04,-0.038
Kepler-371,2,1,23.09297861,3.157398361,5709.5,60,4.191,0.1,-0.208,0.04,13.865,0.1,1.201136938,0.018639007,1.243,0.032,-0.031
Kepler-356,6.8,1,10.23892582,0.252772186,6139.8,60,4.252,0.1,0.052,0.04,12.992,0.1,1.384778083,0.02052109,1.437,0.034,-0.034
Kepler-348,15.2,1,3.878,0.002,6421.2,60,4.377,0.1,-0.029,0.04,12.556,0.1,1.723557623,0.024139549,1.289,0.028,-0.026
Kepler-338,5.1,1,27.80798303,14.24857782,5897.4,60,4.023,0.1,-0.012,0.04,12.119,0.1,1.780343193,0.021831908,1.71,0.039,-0.04
Kepler-323,3.1,1,21.30957517,2.668500832,5935,60,4.336,0.1,-0.158,0.04,12.722,0.1,2.170117869,0.031383277,1.085,0.026,-0.026
Kepler-319,3.4,1,13.371,0.012,5598.8,60,4.648,0.1,0.056,0.04,13.828,0.1,1.957611912,0.018707011,0.881,0.018,-0.018
Kepler-307,2,1,25.892,0.44,5559.3,60,4.416,0.1,0.232,0.04,14.072,0.1,1.708617981,0.015619247,0.933,0.018,-0.018
Kepler-306,2.2,1,16.01058936,1.18357244,4908.1,60,4.425,0.1,-0.129,0.04,15.565,0.1,1.261030841,0.030417855,0.769,0.023,-0.022
Kepler-305,2,1,26.12,2.18,5079.9,60,4.568,0.1,0.091,0.04,15.812,0.1,1.124048223,0.034014626,0.792,0.025,-0.024
Kepler-304,3.5,1,14.176,0.004,4842.6,60,4.704,0.1,0.032,0.04,14.84,0.1,2.272096079,0.027481696,0.679,0.015,-0.015
Kepler-30,2.3,1,16.004,0.017,5464.4,60,4.662,0.1,0.157,0.04,15.403,0.1,1.065726689,0.032135323,0.856,0.029,-0.027
Kepler-277,2.9,1,24.66299923,10.48932735,6065,60,4.026,0.1,0.093,0.04,13.42,0.1,0.995142545,0.016121562,1.751,0.046,-0.045
Kepler-275,8.3,1,11.4501919,6.413130309,6179.3,60,4.319,0.1,0.079,0.04,15.319,0.1,0.463993177,0.031159731,1.411,0.089,-0.097
Kepler-268,5.2,1,11.38528368,2.128597464,6096.6,60,4.291,0.1,0.039,0.04,13.703,0.1,1.145198172,0.015903362,1.242,0.03,-0.029
Kepler-264,9,1,11.7128747,0.395769521,6284,60,4.097,0.1,0.133,0.04,13.038,0.1,1.032900438,0.019838494,2,0.054,-0.053
Kepler-263,2.1,1,22.745,0.054,5112.9,60,4.71,0.1,-0.081,0.04,15.391,0.1,1.296860269,0.027926385,0.737,0.021,-0.019
Kepler-261,3.3,1,12.368,0.001,5120.9,60,4.687,0.1,0.114,0.04,13.562,0.1,3.120784361,0.017197487,0.766,0.013,-0.013
Kepler-260,2.1,1,19.203,0.005,5540.7,60,4.52,0.1,0.287,0.04,14.138,0.1,1.56530151,0.018309162,0.933,0.019,-0.019
Kepler-25,9.3,1,23.147,0.039,6285.3,60,4.292,0.1,-0.045,0.04,10.734,0.1,4.082241921,0.02357909,1.384,0.027,-0.027
Kepler-240,2.8,1,32.402,0.24,4917.8,60,4.379,0.1,0.405,0.04,15.66,0.1,1.311057537,0.034915142,0.781,0.02,-0.018
Kepler-24,25.2,1,10.08,0.154,6021.8,60,4.135,0.1,-0.04,0.04,14.925,0.1,0.836127037,0.023776142,1.099,0.039,-0.037
Kepler-239,1.7,1,24.03703372,8.886979142,4938.6,60,4.571,0.1,0.174,0.04,15.208,0.1,1.514989705,0.03148274,0.772,0.02,-0.018
Kepler-238,3,1,14.06600609,2.835480308,5799.6,60,4.073,0.1,0.337,0.04,15.084,0.1,0.526944389,0.022199021,1.604,0.074,-0.073
Kepler-237,2,1,17.48,1.86,4897.3,60,4.483,0.1,0.22,0.04,15.289,0.1,1.491625693,0.023552142,0.766,0.019,-0.019
Kepler-199,1.4,1,18.14228859,0.20203324,5720.9,60,4.498,0.1,-0.003,0.04,13.595,0.1,1.890402099,0.015455012,0.921,0.018,-0.017
Kepler-198,3.1,1,15.369,0.01,5681,60,4.608,0.1,0.133,0.04,13.597,0.1,1.989976336,0.017173753,0.908,0.018,-0.017
Kepler-19,0,1,20.23040668,0.708258489,5520.2,60,4.485,0.1,-0.032,0.04,11.898,0.1,4.546514251,0.020165045,0.88,0.017,-0.016
Kepler-169,2.7,1,25.433,0.089,5046.2,60,4.604,0.1,0.171,0.04,14.194,0.1,2.431050084,0.018026513,0.75,0.013,-0.013
Kepler-1656,2.8,1,23.373,2.254,5731.3,60,4.374,0.1,0.189,0.04,11.105,0.1,5.351147188,0.023871694,1,0.018,-0.017
Kepler-1655,3,1,22.50461219,6.077163657,6002.2,60,4.409,0.1,-0.269,0.04,11.072,0.1,4.660281847,0.021527247,1.04,0.02,-0.019
Kepler-1625,1.9,1,8.009167732,2.607700416,5585.9,60,3.97,0.1,0.235,0.04,15.756,0.1,0.406450189,0.035801153,1.739,0.143,-0.161
Kepler-1602,4.2,1,11.84739411,0.152009744,6043.5,60,4.348,0.1,-0.171,0.04,13.352,0.1,1.55898831,0.013803024,1.078,0.023,-0.022
Kepler-1601,2.1,1,21.99386824,2.583096886,5752,60,4.34,0.1,0.015,0.04,13.764,0.1,1.522876424,0.01486783,1.048,0.022,-0.022
Kepler-1600,1.5,1,18.73855384,3.486270703,5089.8,60,4.431,0.1,0.108,0.04,15.825,0.1,0.942405874,0.031972249,0.84,0.033,-0.03
Kepler-159,4.4,1,10.466,0.004,4653,60,4.695,0.1,-0.036,0.04,14.902,0.1,2.646965054,0.022198407,0.673,0.012,-0.012
Kepler-1581,3.7,1,22.163345,3.839954589,5931.7,60,4.137,0.1,0.078,0.04,12.4,0.1,1.999073379,0.023467046,1.364,0.031,-0.033
Kepler-158,2.6,1,31.299,1.096,4617.7,60,4.679,0.1,-0.302,0.04,14.427,0.1,3.144046881,0.020953498,0.648,0.012,-0.012
Kepler-1576,6.4,1,7.284718179,0.022126526,5723.3,60,4.624,0.1,0.277,0.04,13.382,0.1,2.140734782,0.012766243,0.936,0.017,-0.016
Kepler-157,1.5,1,20.96321447,3.215672059,5790.8,60,4.344,0.1,-0.043,0.04,14.002,0.1,1.263795894,0.017380217,1.102,0.03,-0.029
Kepler-1569,6.6,1,9.200247981,0.261983004,6173.5,60,4.357,0.1,0.103,0.04,13.96,0.1,1.029125926,0.017909186,1.259,0.031,-0.033
Kepler-1566,0.9,1,35.09871465,0.509990863,5109.2,60,4.64,0.1,-0.129,0.04,14.311,0.1,2.114422843,0.016855848,0.744,0.015,-0.014
Kepler-156,2.6,1,35.43,5.65,5078.4,60,4.535,0.1,0.169,0.04,14.172,0.1,2.226105282,0.017632278,0.819,0.015,-0.015
Kepler-1552,2.5,1,16.9411413,0.08108484,5270.7,60,4.674,0.1,-0.018,0.04,14.838,0.1,1.271768267,0.02206794,0.981,0.026,-0.026
Kepler-1521,4.9,1,7.884794618,0.028667454,5013.3,60,4.703,0.1,0.045,0.04,12.86,0.1,4.802573175,0.025917098,0.716,0.014,-0.014
Kepler-1514,8.1,1,7.765192593,0.483955607,6194.4,60,4.292,0.1,0.121,0.04,11.69,0.1,2.488498814,0.025657099,1.298,0.028,-0.027
Kepler-1513,1.5,1,43.66147084,3.795942783,5468.8,60,4.453,0.1,0.159,0.04,12.888,0.1,2.83455396,0.020763965,0.896,0.017,-0.016
Kepler-150,1.8,1,17.558,0.03,5588.1,60,4.58,0.1,0.116,0.04,14.985,0.1,1.093618036,0.020883496,0.888,0.023,-0.022
Kepler-149,1.2,1,18.83244529,3.194746849,5455.2,60,4.416,0.1,0.347,0.04,14.001,0.1,1.722442879,0.017393438,0.916,0.017,-0.017
Kepler-147,4.1,1,25.53692729,3.143921661,5943.1,60,4.087,0.1,0.097,0.04,13.954,0.1,0.931192054,0.02372327,1.529,0.046,-0.053
Kepler-1464,3.2,1,31.10390972,3.606680732,5845.2,60,4.062,0.1,0.01,0.04,14.159,0.1,0.839466645,0.015807634,1.681,0.048,-0.049
Kepler-146,3.6,1,14.39374381,0.158259549,6000.7,60,4.41,0.1,0.076,0.04,13.838,0.1,1.366474534,0.018045407,1.027,0.022,-0.022
Kepler-1452,7.3,1,24.54584357,0.167372321,6044.8,60,3.975,0.1,0.004,0.04,13.062,0.1,0.975033651,0.015756122,2.069,0.053,-0.051
Kepler-1424,0.9,1,22.27637436,0.180090737,5878.8,60,4.444,0.1,0.055,0.04,13.619,0.1,1.207218171,0.112892493,1.353,0.128,-0.123
Kepler-1393,2.3,1,22.57,0.102,5601.9,60,4.486,0.1,-0.167,0.04,13.348,0.1,1.568130209,0.188555645,1.182,0.144,-0.12
Kepler-1382,7.5,1,28.34846293,0.665440973,6139.2,60,4.013,0.1,0.295,0.04,12.683,0.1,1.329032811,0.053481588,1.708,0.081,-0.074
Kepler-1373,5.4,1,13.22373285,2.367874764,6279.5,60,4.284,0.1,0.074,0.04,14.135,0.1,0.559562964,0.041662008,2.007,0.152,-0.143
Kepler-135,5.5,1,14.15494437,4.656811045,6014.4,60,4.127,0.1,-0.068,0.04,12.73,0.1,1.579802821,0.027783892,1.392,0.031,-0.035
Kepler-1316,3,1,17.33692267,2.923590309,5936.1,60,4.285,0.1,0.112,0.04,14,0.1,1.219943012,0.015192378,1.162,0.026,-0.025
Kepler-1310,1.1,1,22.54537647,0.303754031,5463.4,60,4.566,0.1,-0.044,0.04,14.159,0.1,1.728219156,0.020462454,0.865,0.014,-0.014
Kepler-131,0.3,1,17.523,0.127,5786.9,60,4.443,0.1,0.19,0.04,11.525,0.1,4.344245847,0.026990896,1.005,0.019,-0.018
Kepler-1300,7,1,12.7115552,0.140342794,6020.9,60,4.015,0.1,-0.148,0.04,12.816,0.1,1.25847763,0.023503122,1.811,0.047,-0.046
Kepler-130,0.9,1,27.46652044,11.12411616,5886.6,60,4.336,0.1,-0.163,0.04,11.529,0.1,3.129211112,0.023117835,1.118,0.023,-0.023
Kepler-1279,7.5,1,12.39390151,0.145891498,6173.5,60,4.032,0.1,0.125,0.04,13.973,0.1,0.640381055,0.015640407,1.938,0.062,-0.059
Kepler-1277,1.3,1,13.16514758,0.862270661,5478.4,60,4.528,0.1,-0.166,0.04,14.05,0.1,1.766033853,0.018467252,0.854,0.019,-0.017
Kepler-1276,6.2,1,9.000003298,0.057633211,6144.8,60,4.349,0.1,-0.064,0.04,12.885,0.1,1.828499576,0.023704879,1.104,0.024,-0.022
Kepler-1271,4.4,1,11.39278979,0.161777466,6099.4,60,4.341,0.1,0.021,0.04,13.925,0.1,1.173583778,0.02678378,1.165,0.034,-0.033
Kepler-1240,2.1,1,23.61205066,2.087975403,5669.9,60,4.174,0.1,0.326,0.04,13.987,0.1,1.131139829,0.018308779,1.311,0.035,-0.036
Kepler-1224,5.3,1,10.53603161,0.086889887,6125.2,60,4.323,0.1,0.144,0.04,12.867,0.1,1.758530113,0.026181395,1.18,0.026,-0.025
Kepler-122,4,1,22.16054749,3.651360126,5916.7,60,4.267,0.1,-0.083,0.04,14.247,0.1,0.944663598,0.017835713,1.244,0.037,-0.035
Kepler-1211,2.9,1,12.87639164,6.453958518,5787.4,60,4.163,0.1,0.101,0.04,15.832,0.1,0.51818559,0.036032573,1.129,0.087,-0.079
Kepler-1194,1.8,1,18.69064215,2.568736888,5565.9,60,4.413,0.1,0.01,0.04,14.129,0.1,0.835717312,0.135921237,1.589,0.271,-0.228
Kepler-1164,3.1,1,11.367,0.002,5176.2,60,4.696,0.1,0.061,0.04,14.11,0.1,2.288035127,0.01715488,0.77,0.011,-0.01
