Kepler-158,2.6,1,0.648,0.012,-0.012
KIC 4346809,387,20,0.47,0.011,-0.011
KIC 4372213,259,24,1.799,0.05,-0.047
KIC 3634755,123,26,3.662,0.095,-0.091
TYC 3138-941-1,380,28,1.238,0.024,-0.023
KIC 5165870,163,29,2.194,0.073,-0.069
TYC 3125-3740-1,120,32,1.74,0.057,-0.056
ROTSE1 J190922.30+381930.4,313,32,1.586,0.035,-0.037
KIC 4658442,174,35,1.763,0.054,-0.051
KIC 2984505,167,36,2.152,0.06,-0.059
KOI-2490,126,37,0.697,0.021,-0.02
KIC 5682521,222,38,1.249,0.049,-0.047
