Simbad,vsini,e_vsini
2MASS J07260459-7238165,7.509911291,2
2MASS J07255592-6058400,7.400331377,2
2MASS J07255492-6109586,7.860955883,2
2MASS J07255016-6749107,7.249054786,2
2MASS J07254804-7043199,7.348529427,1.962493948
2MASS J07254474-7352377,4.264641823,0.787017981
2MASS J07254389-7311285,7.782885079,0.64410063
2MASS J07254273-6214081,8.900161098,2
2MASS J07251234-7007204,6.821923605,2
2MASS J07250894-5922569,6.134800434,1.074243169
2MASS J07250252-6302175,5.766362746,1.074946209
2MASS J07250006-7029104,7.316296829,2
2MASS J07245950-7030532,7.75864797,2
2MASS J07245885-7356051,8.55926443,1.16309501
2MASS J07245525-6343357,4.938174844,2
2MASS J07245417-7337348,5.296631776,0.663877966
2MASS J07245280-6117385,11.23390589,2
2MASS J07244585-7248533,5.048224679,1.209303988
2MASS J07244401-6910178,7.016718042,2
2MASS J07242934-5845491,6.528940702,2
2MASS J07242525-7328271,6.381212988,0.643153433
2MASS J07242396-6621090,7.744209853,2
2MASS J07242353-7253567,5.064696794,0.662761385
2MASS J07241758-7337324,6.705279489,2
2MASS J07241660-7510056,6.270334381,2
2MASS J07241457-6054216,5.990511372,2
2MASS J07241312-7308072,5.142445035,1.204744564
2MASS J07241048-6101538,7.939752727,2
2MASS J07240401-7308570,6.449497968,1.788793161
2MASS J07240386-6741088,9.623241952,2
2MASS J07235818-6321442,21.234829,2
2MASS J07235527-7450283,6.155762637,0.956118247
2MASS J07235207-6312198,9.182562031,0.757415633
2MASS J07234862-6336089,5.90810082,0.97587796
2MASS J07234181-6311041,5.856872312,1.794305144
2MASS J07234111-6108397,10.14681289,1.906579646
2MASS J07234102-5829401,7.445672605,2
2MASS J07233883-5856238,6.224664674,1.116095167
2MASS J07233849-6751263,6.561495853,2
2MASS J07233372-6136397,13.65621974,2
2MASS J07233319-6147160,14.26603528,2
2MASS J07232698-7228580,5.773676714,2
2MASS J07231832-6719459,7.328904402,2
2MASS J07231504-6152439,9.931166687,1.370766788
2MASS J07231093-7040373,5.76212891,2
2MASS J07230865-6919283,12.17349575,2
2MASS J07225597-5856467,6.450976102,2
2MASS J07225340-6354510,7.838740972,2
2MASS J07225035-6344507,7.823164647,2
2MASS J07224736-7252477,10.80315996,1.37495034
2MASS J07224704-6807223,10.65873002,2
2MASS J07224234-5849164,4.387092613,2
2MASS J07223826-6348013,7.482955206,2
2MASS J07223574-7457184,4.327563192,0.783346207
2MASS J07223493-6316556,5.910176094,1.575701929
2MASS J07223170-7520579,5.344653066,2
2MASS J07222761-7444591,13.83926897,1.268727908
2MASS J07221898-7235380,9.512169836,2
2MASS J07221860-7327275,16.82249682,0.549250625
2MASS J07221825-5852293,4.456343893,2
2MASS J07221796-6547280,7.802881576,2
2MASS J07221202-6232048,4.69599781,1.055981673
2MASS J07221200-7227284,8.176013201,2
2MASS J07221160-5924296,15.46698644,2
2MASS J07220993-6352307,9.194426381,2
2MASS J07220930-7349342,3.774265054,2
2MASS J07220602-5932138,4.211276002,2
2MASS J07220238-6428251,5.101278117,0.894363968
2MASS J07215434-6415387,12.01898692,0.790623643
2MASS J07215276-7335498,7.310850518,0.933191415
2MASS J07214234-5933129,3.63237147,2
2MASS J07214025-6616231,8.038546098,2
2MASS J07213939-5956252,5.41560653,1.113770487
2MASS J07213672-6609130,6.598314805,2
2MASS J07213292-5910478,5.183987753,2
2MASS J07212792-6725261,7.37573867,2
2MASS J07212568-6721569,7.662540544,2
2MASS J07212208-7107287,8.097550022,1.390913825
2MASS J07212183-6625585,7.692921389,1.95046257
2MASS J07212005-6703381,6.335708618,1.912907085
2MASS J07211920-6430045,5.270280208,2
2MASS J07211106-7528132,4.732661784,0.741094847
2MASS J07210274-6118092,10.76428686,2
2MASS J07210195-7456402,4.656901081,2
2MASS J07210185-5832023,3.863690552,2
2MASS J07205500-6623032,3.439377384,2
2MASS J07205325-6759135,5.367879314,0.631151091
2MASS J07205236-6230339,4.217333859,0.890193414
2MASS J07205182-5824484,6.022290157,1.462687186
2MASS J07204875-6709216,7.449364538,2
2MASS J07204783-6420077,5.859222747,2
2MASS J07204736-6405061,8.632624122,2
2MASS J07204663-5821415,4.451847334,2
2MASS J07203466-6140102,7.552082224,2
2MASS J07202578-7338442,6.101929362,2
2MASS J07202415-6059253,7.354483797,2
2MASS J07202243-5845423,5.844063147,2
2MASS J07202233-7417282,16.94510643,1.726002352
2MASS J07202090-6941341,7.514575953,2
2MASS J07201842-6108158,20.12398676,2
2MASS J07201835-5807490,7.607225265,2
2MASS J07201785-5810329,3.661153515,2
2MASS J07201203-6719339,8.468800214,2
2MASS J07201192-6949497,8.752503279,2
2MASS J07201058-5902442,5.666481083,1.974942904
2MASS J07201008-6415292,7.857725964,2
2MASS J07200933-7254490,7.357688803,2
2MASS J07200081-6654429,4.963520471,2
2MASS J07195876-6411584,7.787157083,2
2MASS J07195620-7044392,5.603776105,2
2MASS J07195389-6111439,17.53246998,2
2MASS J07194915-6638531,4.583230754,2
2MASS J07194910-5935273,3.391496364,2
2MASS J07194494-6731237,7.946029166,2
2MASS J07194105-7331076,7.333518957,2
2MASS J07193292-6634394,11.91833495,1.376686573
2MASS J07193244-6222331,8.116497707,2
2MASS J07192943-5944354,6.391269564,2
2MASS J07192830-7156262,5.704534046,2
2MASS J07192638-5753187,8.061912121,2
2MASS J07191702-6102304,7.925639361,2
2MASS J07191390-5735311,11.04895525,2
2MASS J07191385-7302206,5.979848975,2
2MASS J07191380-6339283,11.50677135,2
2MASS J07191317-6411057,7.207191653,2
2MASS J07191156-5937436,9.702479041,2
2MASS J07191043-6346090,7.862694673,2
2MASS J07190768-5814426,6.620266704,2
2MASS J07190733-6217054,6.214138133,2
2MASS J07190419-7137502,7.071171555,2
2MASS J07190323-5806562,16.49014924,2
2MASS J07190275-6606216,5.960541346,2
2MASS J07190215-7142131,9.345553537,1.773714029
2MASS J07185915-6053129,7.667274469,2
2MASS J07185090-5837184,5.739451264,1.510536105
2MASS J07184059-6212303,6.012507706,2
2MASS J07183246-7519054,11.47711608,2
2MASS J07182904-6331338,9.7713863,2
2MASS J07182841-6431334,4.754890881,2
2MASS J07182755-6215127,5.172122336,0.977101984
2MASS J07182170-6450245,10.0713771,2
2MASS J07181534-7043445,6.557886878,2
2MASS J07181451-5855353,3.65131399,2
2MASS J07181443-6229575,5.346803638,2
2MASS J07181387-6328075,6.778446009,2
2MASS J07181116-6208026,4.061196909,1.111745749
2MASS J07180903-6827562,5.420081969,2
2MASS J07180852-7531081,17.93228071,1.718134316
2MASS J07180273-6612116,5.547961486,2
2MASS J07180105-6728049,8.557206873,2
2MASS J07180062-7509004,5.512172308,2
2MASS J07180021-6355256,9.113000601,2
2MASS J07175914-5812209,4.766806468,1.781546463
2MASS J07174962-7530251,4.871250482,0.862015847
2MASS J07174902-5714073,11.48954217,2
2MASS J07174654-7214112,5.180961706,2
2MASS J07173753-7303257,5.578238024,2
2MASS J07173031-7317505,6.686036029,2
2MASS J07172207-7145073,6.265142966,2
2MASS J07172190-6205575,8.14548185,1.972154752
2MASS J07171871-7521079,8.959775069,1.472681298
2MASS J07171500-6633525,5.160721701,2
2MASS J07171316-6652052,5.063183262,1.238759391
2MASS J07171239-7458294,4.770888305,1.030718567
2MASS J07170366-6822259,5.143273062,1.818570565
2MASS J07170234-6145248,5.354846174,2
2MASS J07165171-6208154,5.447766419,2
2MASS J07164988-5808027,7.311490942,2
2MASS J07164933-6210579,5.688607423,1.04750318
2MASS J07164622-6646003,5.697380607,1.357809661
2MASS J07164550-7213441,8.221003277,1.039944678
2MASS J07164252-6124158,5.028499954,2
2MASS J07163985-7306096,5.455124817,0.966543856
2MASS J07163974-6229191,4.415293265,2
2MASS J07163673-5720085,9.193818391,2
2MASS J07163599-7303161,8.526245254,2
2MASS J07163479-7120237,6.795191562,2
2MASS J07163018-6159083,4.272490985,2
2MASS J07162917-6358025,7.409554494,2
2MASS J07162672-6108058,7.382555951,2
2MASS J07162169-6217238,5.850506837,2
2MASS J07161792-6103597,6.330422155,2
2MASS J07161738-7452511,8.846730445,1.693171411
2MASS J07161535-7051519,7.301171486,2
2MASS J07161159-7314310,18.47231981,2
2MASS J07161149-6109392,7.709165614,2
2MASS J07160919-6813046,4.606544717,2
2MASS J07160896-6641330,5.798744942,1.515956319
2MASS J07160546-7529314,5.038039107,1.641155214
2MASS J07155382-6228461,4.137187207,2
2MASS J07155033-7220276,4.480173087,2
2MASS J07154656-7019046,5.551598562,1.193665573
2MASS J07154602-6844369,7.153459937,2
2MASS J07154363-7409187,6.894533042,1.212649067
2MASS J07153981-7136478,9.754449825,2
2MASS J07153736-6613349,5.636329066,1.444172528
2MASS J07153426-6729138,5.703726903,2
2MASS J07152751-6018342,8.433451022,2
2MASS J07152741-5945347,6.669831462,2
2MASS J07151906-6147437,4.52884531,2
2MASS J07151502-5956363,6.405068994,2
2MASS J07151141-7353559,7.449524175,2
2MASS J07151044-5722543,6.101285775,2
2MASS J07150244-6351295,7.734918027,2
2MASS J07150156-6338314,6.887936374,2
2MASS J07150035-6559387,4.866912113,2
2MASS J07150012-5800050,6.608141191,2
2MASS J07144919-6342106,6.877760165,2
2MASS J07144745-6038022,3.398511818,0.947964627
2MASS J07144483-6116597,5.720488413,2
2MASS J07144007-6001446,7.723018702,1.920121431
2MASS J07143823-6032505,4.700936528,0.839800054
2MASS J07143793-7400570,8.188123259,2
2MASS J07143398-6101426,4.408392015,0.851387453
2MASS J07143393-6653181,7.201969121,0.733052993
2MASS J07142289-6351498,6.894011274,2
2MASS J07141690-7528497,4.291043965,1.329138979
2MASS J07141505-7200052,6.260771065,2
2MASS J07141428-6628493,5.017792551,2
2MASS J07141274-7152300,8.950712715,2
2MASS J07141014-7106066,5.902640376,2
2MASS J07140890-7454185,6.447607134,1.474265219
2MASS J07140385-7417541,6.902766719,1.29641022
2MASS J07135863-7243549,12.72115135,2
2MASS J07135666-5945197,9.412585828,2
2MASS J07135463-6147192,4.468946959,2
2MASS J07134951-6328223,14.18939043,1.599256662
2MASS J07134153-5957483,7.933288664,2
2MASS J07133871-6426061,5.641810363,1.003094187
2MASS J07133710-7218358,4.763686089,1.377215156
2MASS J07132591-6429597,4.829476323,2
2MASS J07132568-7230532,4.903535213,0.515007739
2MASS J07132547-7009495,10.50960669,2
2MASS J07132523-6738436,4.82666048,2
2MASS J07132279-5810010,5.35184494,2
2MASS J07131998-5731363,8.607051201,2
2MASS J07131834-7141421,6.730788813,2
2MASS J07131509-6421278,6.194857312,1.422056067
2MASS J07131392-7146198,9.357159605,2
2MASS J07131164-6028416,5.92906296,1.245008571
2MASS J07130953-6434288,8.396745365,2
2MASS J07130702-6517007,6.335014858,0.791730629
2MASS J07130632-6839588,4.804588304,2
2MASS J07130576-6800452,5.720266199,2
2MASS J07130132-6747227,4.540635162,2
2MASS J07130087-6110129,3.960835552,0.704672437
2MASS J07125810-7031214,5.072821198,2
2MASS J07125788-6424389,5.555223922,2
2MASS J07125663-7404404,10.97222831,2
2MASS J07125447-6005558,10.175879,2
2MASS J07125402-6323346,5.714811554,2
2MASS J07125307-6051100,5.289250782,0.880093461
2MASS J07124943-6343041,5.422983917,2
2MASS J07124924-7110293,6.613866244,0.636571918
2MASS J07124857-6249323,10.25032331,1.060568112
2MASS J07124638-6229245,8.819904313,0.673432716
2MASS J07124088-6450125,5.118016084,2
2MASS J07124073-5923412,7.507839457,2
2MASS J07123905-6303281,5.291263007,1.672611928
2MASS J07123658-6050570,6.148539536,1.169468782
2MASS J07123643-7124413,9.185564743,1.319604978
2MASS J07123367-6350010,7.185896352,2
2MASS J07122455-7100399,8.725441819,2
2MASS J07122445-6249558,7.428258113,1.270519803
2MASS J07122090-7358359,4.854380113,1.710791884
2MASS J07121827-6051189,5.525323367,1.136463182
2MASS J07121589-6018148,6.874050016,1.785439191
2MASS J07121583-5806327,4.42661179,2
2MASS J07121407-6408475,4.200226326,1.704257142
2MASS J07121123-7209220,6.282021437,0.70174418
2MASS J07121090-7401152,6.602780602,1.731700499
2MASS J07121083-6349424,5.150609944,2
2MASS J07121073-7349101,7.686355332,2
2MASS J07120928-7243054,6.942929249,0.665947615
2MASS J07120749-5855030,6.164899234,2
2MASS J07120680-6543181,5.819553497,2
2MASS J07120622-6203477,8.595270149,2
2MASS J07120275-5756047,5.351577178,1.824965032
2MASS J07115408-6011558,7.84495127,1.747384262
2MASS J07115256-7054113,7.860022288,2
2MASS J07115167-6513178,4.741029052,2
2MASS J07115102-6315311,7.074087755,1.129183785
2MASS J07115098-7039026,5.686645129,2
2MASS J07114976-7522187,5.66519326,0.534734788
2MASS J07114926-7137085,8.806868848,0.621450553
2MASS J07114898-5954435,7.523143749,2
2MASS J07114213-6035440,6.64129266,0.466363495
2MASS J07114172-6242376,5.844757422,2
2MASS J07114073-6545504,5.241153641,1.490243102
2MASS J07114009-7516076,5.736044866,2
2MASS J07113713-6219510,8.264252854,0.52810008
2MASS J07113096-6213433,7.295992519,2
2MASS J07113055-6316387,8.501331676,1.055446273
2MASS J07112685-7029345,5.979562431,2
2MASS J07112140-6243577,11.06522314,0.541254718
2MASS J07112021-6433238,5.443113957,1.589816837
2MASS J07111997-6331529,8.197274835,2
2MASS J07111943-7049558,6.655004331,2
2MASS J07111366-7449141,7.604110612,1.026007017
2MASS J07111156-6008315,7.91765654,0.572866512
2MASS J07111091-7413521,7.822377192,2
2MASS J07110991-6207486,13.01816272,2
2MASS J07110851-6005100,7.039110354,1.388623627
2MASS J07110729-7159453,5.331220184,1.824075692
2MASS J07110696-7112242,6.177904323,0.747877554
2MASS J07110582-6000263,7.760947684,1.195512406
2MASS J07110426-7128426,6.525663068,0.932643801
2MASS J07110401-5801301,5.525852333,2
2MASS J07110372-5947464,8.951617358,1.894707022
2MASS J07105807-7403330,7.340098373,2
2MASS J07105623-6116151,4.539200378,0.796096908
2MASS J07105245-6023263,4.506156903,1.575344829
2MASS J07104955-5950286,7.039963296,1.652721551
2MASS J07104435-7523540,4.365341974,0.892209237
2MASS J07103954-6327219,8.292006227,1.95667126
2MASS J07103390-6413145,6.084542501,0.884104987
2MASS J07103305-7114340,9.725247769,1.088755427
2MASS J07103183-7435190,10.00834641,1.493530034
2MASS J07103151-6029467,5.671742675,0.665024262
2MASS J07103109-7213260,5.112281072,0.728753583
2MASS J07103064-6431583,9.230349219,2
2MASS J07102860-7157379,4.808805423,2
2MASS J07102783-6259503,5.819275841,2
2MASS J07102654-7006486,4.79060075,2
2MASS J07102651-7232035,6.728076301,1.475200585
2MASS J07102557-6441403,5.165554079,2
2MASS J07102445-6417397,4.140488076,0.887094314
2MASS J07102362-5938352,7.041559503,1.604398712
2MASS J07102202-6003406,6.833251341,1.74669071
2MASS J07102163-6452291,6.99225035,2
2MASS J07101995-7117202,7.833419282,0.579242591
2MASS J07101825-7529369,6.8833032,0.595653496
2MASS J07101630-6411259,5.959408473,2
2MASS J07101432-7027546,6.235830647,2
2MASS J07101414-6427174,4.208926482,2
2MASS J07101185-6014206,6.664027794,0.800412012
2MASS J07101131-7430541,10.74753049,2
2MASS J07100991-7041281,4.906766477,2
2MASS J07100849-7207530,8.114905603,0.622960733
2MASS J07100844-5814263,5.437767233,1.631538633
2MASS J07100477-7149083,11.52922324,2
2MASS J07095747-7350026,7.743532775,1.664118305
2MASS J07095584-7028375,6.544225758,2
2MASS J07095520-7450524,4.942294184,1.901649701
2MASS J07095458-7141286,10.24308267,0.680135973
2MASS J07095420-6236226,6.838668907,1.262037587
2MASS J07095346-6336182,5.939094918,2
2MASS J07095247-6438501,4.786825498,2
2MASS J07095236-5829560,4.707268262,2
2MASS J07094757-6359164,5.30748357,2
2MASS J07094727-6258169,5.530004241,1.532422895
2MASS J07094400-6411143,5.930919457,2
2MASS J07094385-6415206,4.707588922,2
2MASS J07094266-7346590,10.25429866,2
2MASS J07094166-6117587,4.251631411,1.674082875
2MASS J07093844-6330165,5.395840233,2
2MASS J07093588-6115321,5.127683496,2
2MASS J07093200-6151400,7.547448588,2
2MASS J07093116-6201177,7.735456512,2
2MASS J07093073-5659461,5.792402357,2
2MASS J07093020-6047536,9.174662385,0.716703032
2MASS J07093013-6021535,5.000969586,0.465169179
2MASS J07093009-6728566,7.190229183,2
2MASS J07092705-6416155,7.332594757,2
2MASS J07092619-7023042,6.83116959,2
2MASS J07092414-5712196,5.974305403,2
2MASS J07092170-6326268,4.861854415,0.825854532
2MASS J07091934-6427314,5.849135728,2
2MASS J07091677-7135301,6.995313731,1.348259355
2MASS J07091547-7445566,9.280335507,1.324963301
2MASS J07091381-7129559,10.09234124,1.318636355
2MASS J07090914-6012284,7.054141101,1.277731604
2MASS J07090717-7130509,7.940374803,2
2MASS J07090589-7356218,9.668989022,2
2MASS J07090546-7432417,5.0717627,0.92948287
2MASS J07090385-7359023,11.23118307,2
2MASS J07090104-6217046,10.96391876,0.846009305
2MASS J07085971-7409236,6.943460901,1.202461809
2MASS J07085907-6246182,5.674379882,0.947579755
2MASS J07085770-6020264,6.207107364,1.514972027
2MASS J07085598-7501148,6.052104077,1.06698457
2MASS J07085435-7419450,6.322307356,2
2MASS J07085417-6234401,7.083442967,0.730521678
2MASS J07085356-7436339,5.921642878,2
2MASS J07085263-5714440,9.999369451,2
2MASS J07085211-6010079,8.686150076,0.703212177
2MASS J07085178-6104590,4.819888461,0.776879825
2MASS J07085027-7222112,7.968289257,0.794305553
2MASS J07084622-6414020,5.176067037,2
2MASS J07084484-6711194,5.707187002,2
2MASS J07084424-6652303,7.548416953,2
2MASS J07084327-6034131,6.308897051,1.062529739
2MASS J07083704-6046069,4.415032935,1.864014771
2MASS J07083474-6248110,4.318450086,0.820690078
2MASS J07083371-5637336,7.759679181,2
2MASS J07082964-7401195,11.07632772,0.744991332
2MASS J07082637-6912268,9.521529375,2
2MASS J07082427-6006444,9.001941252,0.570225881
2MASS J07082368-6249320,6.945346008,1.023339318
2MASS J07082350-7226210,4.870139129,0.866478049
2MASS J07082218-6002068,8.3361222,2
2MASS J07082216-7346399,8.920524413,2
2MASS J07082040-6659209,6.99536605,2
2MASS J07081922-6025338,6.651594072,0.92893585
2MASS J07081548-6726458,6.212071109,2
2MASS J07081493-6642431,8.434034768,2
2MASS J07081483-6238384,7.312486603,0.856807206
2MASS J07081473-6304139,5.345333596,2
2MASS J07081384-7442099,6.487057891,1.128665163
2MASS J07081369-7213539,9.59102374,0.611269999
2MASS J07081193-7004294,6.422674357,2
2MASS J07081140-6155247,9.818717579,2
2MASS J07080916-6044563,5.728127525,2
2MASS J07080500-7226472,7.276724351,1.270186514
2MASS J07080431-6007385,5.138638565,0.938039131
2MASS J07080410-6247376,4.277565542,0.539858111
2MASS J07080362-6232211,9.477014402,0.60933169
2MASS J07080052-5724491,5.726144343,2
2MASS J07075986-7138582,9.03487647,1.753679213
2MASS J07075967-6423511,5.341611826,2
2MASS J07075772-6111277,4.612369348,1.851084788
2MASS J07075550-5820304,6.594991663,2
2MASS J07075340-6235338,6.105812419,2
2MASS J07075084-7535363,4.240453342,0.963959487
2MASS J07074976-6050463,4.919649061,1.475253849
2MASS J07074950-7111286,8.407961194,2
2MASS J07074732-6151318,7.252295501,2
2MASS J07074640-6953359,5.46036856,2
2MASS J07074340-6001161,8.286447388,2
2MASS J07074230-7019499,6.681714134,2
2MASS J07074218-6905594,4.859436406,2
2MASS J07073891-6728026,7.742898455,2
2MASS J07072967-6045574,5.298608347,0.477544336
2MASS J07072427-5644178,6.156331052,2
2MASS J07072353-7137300,8.184727767,1.504084134
2MASS J07072140-6633373,8.41599507,2
2MASS J07072138-5657421,6.61106278,2
2MASS J07071890-7214546,6.139283012,0.775119377
2MASS J07071835-5958457,6.378826632,2
2MASS J07071472-6045319,11.63744805,0.954250457
2MASS J07071401-6738430,3.955000573,2
2MASS J07071317-6647438,11.28253295,2
2MASS J07071211-5624373,8.07993316,2
2MASS J07070339-7158169,4.102321183,1.369403586
2MASS J07070176-7523174,12.93346812,0.897477053
2MASS J07065892-7436246,7.442158856,2
2MASS J07065876-5940451,7.156997199,2
2MASS J07065071-6312190,6.110643704,0.72391765
2MASS J07064993-6058470,4.858455955,1.697596661
2MASS J07064951-6138381,10.70704472,2
2MASS J07064559-6715197,10.57967734,2
2MASS J07064553-6408168,5.228442382,2
2MASS J07064431-7357197,7.937441078,2
2MASS J07064186-6225539,9.105464426,2
2MASS J07064053-6028269,4.487835597,1.097681126
2MASS J07063918-6019167,8.589589886,0.552467752
2MASS J07063565-6646129,8.617086478,2
2MASS J07063471-7010221,5.29209032,2
2MASS J07063162-7127238,7.969756063,2
2MASS J07062928-7525069,4.512865997,1.484753078
2MASS J07062333-7408179,10.12141786,2
2MASS J07061201-7102574,7.434459471,0.484520806
2MASS J07060827-7508262,7.221238841,1.796933928
2MASS J07060603-7443047,4.573343501,0.777819434
2MASS J07060120-7123322,4.820225281,2
2MASS J07060018-6226036,6.187156494,0.600847317
2MASS J07055965-6003593,5.566503262,0.853998644
2MASS J07055913-7351283,6.306087004,2
2MASS J07055779-6300582,4.930049775,0.649547259
2MASS J07055601-7524488,5.295486226,2
2MASS J07055500-7221240,4.611172937,1.34673902
2MASS J07055454-7233317,4.542478872,0.537348211
2MASS J07055393-7445220,5.082373241,1.06221406
2MASS J07055385-7444354,5.2404931,1.633026502
2MASS J07055107-5614592,6.66066594,2
2MASS J07055056-5954112,5.602448648,1.95825234
2MASS J07055032-7109243,8.49782579,2
2MASS J07054932-6427360,6.20070113,2
2MASS J07054769-7521184,4.290542497,0.996745083
2MASS J07054549-6229446,7.239531397,0.572892847
2MASS J07054409-6147011,8.898818853,2
2MASS J07053608-5750007,5.577661954,2
2MASS J07053586-6011133,6.354985436,0.813318836
2MASS J07053510-5654462,9.492312177,2
2MASS J07052782-6651283,6.61549096,2
2MASS J07052605-6306540,4.406292626,0.464934543
2MASS J07052263-6037522,5.09712495,2
2MASS J07052259-5933407,5.827043057,2
2MASS J07052034-6213440,8.379256283,0.81396257
2MASS J07051981-5607269,6.793808216,2
2MASS J07051957-6750431,5.95476757,2
2MASS J07051841-7113543,6.216373021,2
2MASS J07051652-5910468,4.820054832,2
2MASS J07051526-5648310,6.172245068,2
2MASS J07050663-6517297,4.326819372,2
2MASS J07050505-6746308,7.003389284,2
2MASS J07050251-6637502,7.348858478,2
2MASS J07045696-6746428,4.51500345,2
2MASS J07045511-7354208,8.658284548,2
2MASS J07045233-7422566,10.21030994,1.809755764
2MASS J07045223-6642011,6.048849166,2
2MASS J07045186-6627109,13.6624072,2
2MASS J07045135-7517229,3.563021604,2
2MASS J07044813-6036004,11.43487064,2
2MASS J07044572-6248052,8.707707257,1.151836792
2MASS J07044415-5630401,6.804221542,2
2MASS J07044381-5830393,5.82239706,2
2MASS J07044113-7200064,4.570934189,1.914155912
2MASS J07043628-6156432,10.47088049,1.077291236
2MASS J07043602-6910017,7.57685942,2
2MASS J07043536-5616569,10.22385046,2
2MASS J07042334-6211447,13.19197246,2
2MASS J07042105-6639038,10.61226868,2
2MASS J07042067-7418017,9.752779122,2
2MASS J07041985-5615223,6.402241554,2
2MASS J07041756-6220322,7.535957044,0.693664308
2MASS J07041672-7358281,6.170061216,1.20847515
2MASS J07041646-6052092,6.848676318,2
2MASS J07041618-6228278,5.365060942,1.904111422
2MASS J07041611-6043497,6.502156169,0.668775742
2MASS J07041568-7518340,5.674954265,2
2MASS J07040870-7216300,5.282993895,2
2MASS J07040866-5701099,5.57821465,2
2MASS J07040736-6749261,4.329224302,2
2MASS J07035901-7352284,6.695701903,2
2MASS J07035862-6638583,7.277083885,2
2MASS J07035495-6301052,10.4088163,0.568997746
2MASS J07035453-5915105,5.891635702,2
2MASS J07035424-6246587,7.33956112,0.671282744
2MASS J07035270-6011326,7.390501419,1.564522458
2MASS J07034908-5641216,10.20041492,2
2MASS J07034668-6700078,5.722782391,2
2MASS J07034612-6002464,5.363979578,2
2MASS J07034470-6210396,7.47512388,2
2MASS J07034333-6726310,4.121145769,2
2MASS J07034170-5718127,6.081734295,1.876547313
2MASS J07033899-7139514,11.59603915,0.79696458
2MASS J07033787-6315450,4.658553227,0.663572626
2MASS J07033646-6144569,7.100580626,1.756903127
2MASS J07033166-6210433,6.609644333,1.839868012
2MASS J07033159-7356301,5.064541111,2
2MASS J07032935-5742201,6.15630316,2
2MASS J07032803-6525359,5.936687572,2
2MASS J07032617-7435381,8.722023848,0.903134322
2MASS J07032488-6144058,6.449151267,1.952048974
2MASS J07032395-6908035,6.974594125,2
2MASS J07032125-6656045,5.744229965,2
2MASS J07031702-6509022,6.857847231,2
2MASS J07031654-5659366,5.83510873,2
2MASS J07031639-7437486,4.463150205,1.65279978
2MASS J07031440-6710407,6.493030008,2
2MASS J07031367-6035076,12.46526319,2
2MASS J07031139-6243399,5.513513511,0.772701336
2MASS J07030987-7446451,4.436237517,0.928811162
2MASS J07030968-6740491,6.396571025,2
2MASS J07030007-6449177,8.855646685,2
2MASS J07025936-6224312,5.327916964,1.123706298
2MASS J07025702-5620190,5.967778596,2
2MASS J07025120-6728510,13.35031307,2
2MASS J07025081-6332320,6.023134774,2
2MASS J07024400-5604285,7.292886023,2
2MASS J07024352-6652535,8.10166304,2
2MASS J07024242-5602191,7.403191564,2
2MASS J07023532-6300508,7.024818052,1.168364847
2MASS J07023401-6658067,5.517202046,2
2MASS J07023072-7416151,3.991237453,2
2MASS J07022850-6534508,5.45424283,2
2MASS J07021341-6231041,6.616623729,1.970554071
2MASS J07021286-5933261,6.867187651,2
2MASS J07021255-6918544,9.621678517,2
2MASS J07021126-5614004,6.292136174,2
2MASS J07020932-7452111,9.197694995,2
2MASS J07020885-5605371,8.381162072,2
2MASS J07015884-7128364,6.740948228,2
2MASS J07015858-6546535,4.89228621,2
2MASS J07015793-5725112,4.997866883,2
2MASS J07015676-6257554,8.733157276,0.47260132
2MASS J07015373-6308321,4.572226153,0.853381646
2MASS J07015365-5738099,9.047761306,2
2MASS J07015358-6536550,13.19946547,2
2MASS J07014994-5751522,5.114293829,1.563952917
2MASS J07014576-7428226,5.375200626,1.856764837
2MASS J07013960-6655342,5.864738606,2
2MASS J07013412-6504418,6.716496134,2
2MASS J07013297-7203221,5.034598693,0.799039614
2MASS J07013217-6416269,6.11631421,2
2MASS J07012936-6515268,11.85441383,2
2MASS J07012912-6952373,5.492716008,2
2MASS J07012819-6218242,6.696661051,2
2MASS J07012803-6911568,5.191880225,2
2MASS J07012481-6737583,6.038071792,1.566457512
2MASS J07012182-7434509,3.747544857,0.987095061
2MASS J07012156-7402550,9.335931413,2
2MASS J07011982-7325217,5.073436874,2
2MASS J07011959-5635408,6.583272248,2
2MASS J07011884-7228584,7.44070482,1.086644338
2MASS J07011526-5757143,4.951748696,2
2MASS J07011425-7412100,6.437105219,2
2MASS J07011410-7610176,4.637113066,2
2MASS J07011009-7500184,5.342566321,1.446497533
2MASS J07010805-5651328,4.973453149,2
2MASS J07010761-5659193,6.706683696,1.083135197
2MASS J07010735-6656468,12.54388195,2
2MASS J07010683-7457275,5.537631742,0.899765903
2MASS J07010444-5654170,4.845339581,2
2MASS J07010190-7205419,5.990396973,0.898319522
2MASS J07005984-7334338,14.90966076,2
2MASS J07005873-5603009,7.903462619,2
2MASS J07005862-7535527,14.00656882,2
2MASS J07005717-6537576,3.361180576,2
2MASS J07005662-6300254,5.226574108,0.744142398
2MASS J07005003-7506483,6.002338773,2
2MASS J07004929-6200443,4.690169061,2
2MASS J07004786-5750335,8.813878341,1.651842724
2MASS J07004759-7152569,5.783848075,1.043516946
2MASS J07004589-7114356,5.609877619,2
2MASS J07004572-5732027,4.285577647,2
2MASS J07004134-6911358,5.134447318,2
2MASS J07003980-6200353,8.627235213,1.963385113
2MASS J07003835-6145421,6.521167497,1.216643535
