Simbad,vsini,e_vsini
TYC 8544-679-1,4.894049353,0.964255085
TYC 8544-671-1,8.538530743,0.495132153
TYC 8544-641-1,5.872573221,2
TYC 8544-620-1,9.445158289,1.651508981
TYC 8544-601-1,14.42973213,0.53777408
TYC 8544-477-1,6.392048291,1.722239662
TYC 8544-449-1,8.410043057,2
TYC 8544-395-1,6.53091165,0.72591119
TYC 8544-285-1,5.512131696,0.694933539
TYC 8544-215-1,6.53418933,0.565777481
TYC 8544-2007-1,8.53220905,1.616542173
TYC 8544-2001-1,7.770462251,0.600211648
TYC 8544-2000-1,6.065084205,0.702958623
TYC 8544-1964-1,7.91993128,2
TYC 8544-193-1,4.263026711,2
TYC 8544-1907-1,5.212941343,2
TYC 8544-1748-1,6.239771763,0.671609367
TYC 8544-174-1,5.91518826,1.181691957
TYC 8544-1626-1,3.85237863,1.231990756
TYC 8544-1558-1,6.939208866,0.742218861
TYC 8544-1499-1,5.64106903,1.650780183
TYC 8544-1355-1,5.891405885,0.864668184
TYC 8544-135-1,16.82641607,0.474980817
TYC 8544-1348-1,11.44704161,0.532086128
TYC 8544-1168-1,8.63465625,0.531781822
TYC 8544-1127-1,7.678058255,1.678933248
TYC 8544-1079-1,8.971243396,1.497511459
TYC 8543-921-1,7.477245507,0.527017699
TYC 8543-854-1,8.895196427,2
TYC 8543-838-1,7.741536708,0.577246504
TYC 8543-8-1,4.563114602,0.603220643
TYC 8543-750-1,9.290240601,0.685757119
TYC 8543-648-1,7.234106942,0.478225975
TYC 8543-606-1,6.407108724,0.578189244
TYC 8543-541-1,7.147115094,1.033379469
TYC 8543-527-1,5.129992025,0.47784623
TYC 8543-494-1,6.241760588,0.715128479
TYC 8543-441-1,7.226918827,2
TYC 8543-360-1,6.80351255,0.830882425
TYC 8543-348-1,5.596916657,2
TYC 8543-334-1,4.698133132,2
TYC 8543-333-1,5.347709633,1.918753375
TYC 8543-317-1,5.88793265,0.926132722
TYC 8543-223-1,9.368797508,0.507854943
TYC 8543-1672-1,8.081119561,0.737404043
TYC 8543-1653-1,13.93207698,0.924123147
TYC 8543-157-1,7.862592284,0.830999187
TYC 8543-1410-1,9.159752758,2
TYC 8543-1393-1,8.271075876,2
TYC 8543-1362-1,5.806914702,2
TYC 8543-1333-1,5.940762888,0.904047015
TYC 8543-1312-1,14.84089322,1.886114382
TYC 8543-131-1,4.945201206,2
TYC 8543-1270-1,9.593337121,0.730084858
TYC 8543-1192-1,5.989326758,0.516077473
TYC 8543-1110-1,6.28785194,0.838243292
TYC 8543-1096-1,5.841863792,2
TYC 8543-1076-1,6.874266456,1.065634258
TYC 8543-106-1,8.690809151,2
TYC 8542-456-1,8.393781083,2
TYC 8542-416-1,6.695057055,2
TYC 8542-1064-1,4.995822027,2
TYC 8541-263-1,6.965916081,0.96721094
TYC 8541-1996-1,12.59645474,2
TYC 8541-191-1,12.37953033,0.813391252
TYC 8541-1712-1,9.603407904,1.583173157
TYC 8541-1667-1,5.42197016,2
TYC 8541-1188-1,6.063338545,2
TYC 8540-873-1,9.000247135,0.489814047
TYC 8540-428-1,8.915686876,0.822292906
TYC 8540-232-1,7.831363387,1.47241561
TYC 8540-1764-1,12.63812081,2
TYC 8540-1748-1,7.957065807,0.534009804
TYC 8540-1550-1,12.19628876,0.495182679
TYC 8540-1475-1,7.224031051,0.545319743
TYC 8540-1445-1,5.5710025,1.688186188
TYC 8540-123-1,6.404144291,0.471402052
TYC 8540-1184-1,6.206715099,1.068400081
TYC 8539-972-1,8.107307994,1.429514271
TYC 8539-897-1,6.302571212,0.511038359
TYC 8539-723-1,6.37990746,0.475407729
TYC 8539-722-1,8.85965515,1.713268267
TYC 8539-718-1,8.830688442,1.781127038
TYC 8539-62-1,8.993012949,0.917596272
TYC 8539-461-1,10.15696181,0.768744894
TYC 8539-457-1,8.203298875,0.483426528
TYC 8539-202-1,13.80329918,0.61788825
TYC 8539-1569-1,5.566808764,0.575094672
TYC 8539-1424-1,7.75372879,0.623145943
TYC 8539-1373-1,6.627226744,0.611824172
TYC 8539-1356-1,5.418307392,0.558646628
TYC 8539-1343-1,7.734798241,1.448614191
TYC 8539-1190-1,5.022384161,0.659896389
TYC 8532-1266-1,7.744648165,0.613357622
TYC 8531-92-1,5.641519414,2
TYC 8531-661-1,10.20462619,2
TYC 8531-368-1,5.982466652,1.175646127
TYC 8531-327-1,5.234311837,0.524628001
TYC 8531-28-1,8.001322847,0.485534464
TYC 8531-1417-1,10.71246526,0.888703278
TYC 8531-135-1,9.026145265,0.802167358
TYC 8531-1341-1,8.805101907,1.484304332
TYC 8531-1121-1,4.958054968,0.635772164
TYC 8531-1064-1,6.164770715,0.61036383
TYC 8531-1006-1,5.597972249,0.599927974
TYC 8528-625-1,10.36651955,0.583127207
TYC 8528-576-1,4.905764669,0.569871068
TYC 8528-344-1,6.176909779,0.581350899
TYC 8528-1211-1,7.829549774,1.529713353
TYC 8528-1210-1,9.575584429,0.55649463
TYC 8528-1141-1,6.636744491,0.789881878
TYC 8527-96-1,6.117494137,1.130435374
TYC 8527-892-1,10.96997618,0.584698481
TYC 8527-589-1,5.680065219,0.47547327
TYC 8527-527-1,6.759222652,0.573836971
TYC 8527-516-1,4.461997193,0.892550698
TYC 8527-329-1,6.295279884,0.758406055
TYC 8527-281-1,5.728857793,0.548171307
TYC 8527-27-1,4.920771284,0.605905132
TYC 8527-1510-1,8.761647065,0.512344299
TYC 8527-1470-1,5.292120607,0.581945015
TYC 8527-1363-1,7.29128344,0.811750185
TYC 8527-1269-1,6.72915572,0.709035885
TYC 8527-1126-1,5.330146234,1.975281353
TYC 8527-1052-1,5.908117594,0.55448134
TYC 8524-969-1,7.914586001,0.700993553
TYC 8524-51-1,8.862792326,1.486577034
TYC 8524-155-1,6.988514129,0.541007131
TYC 8524-1099-1,7.849681693,1.886809426
TYC 8523-301-1,5.508849461,0.46579796
TYC 8517-544-1,9.196578283,0.527215208
TYC 8517-517-1,5.548591522,2
TYC 8517-1792-1,4.738256941,0.580279647
TYC 8517-1546-1,6.945399947,1.387804611
TYC 8517-1437-1,5.298397473,0.471377959
TYC 8517-1384-1,5.337847716,1.289375977
TYC 8517-1291-1,4.968403427,0.579995081
TYC 8517-1161-1,5.499218412,0.533291101
TYC 8517-1089-1,6.872340691,0.982934854
TYC 8517-1041-1,6.555861318,1.645530964
TYC 8516-976-1,9.288881732,0.637341503
TYC 8516-893-1,12.16699211,1.530779785
TYC 8516-88-1,5.871228014,0.916283685
TYC 8516-877-1,5.284490519,0.475505929
TYC 8516-85-1,6.155526049,0.640072673
TYC 8516-832-1,5.838596594,1.045342307
TYC 8516-780-1,10.29607142,0.468927735
TYC 8516-77-1,10.30925136,2
TYC 8516-66-1,6.083881272,0.672731495
TYC 8516-658-1,5.98920835,0.600913835
TYC 8516-645-1,7.261439106,1.503274587
TYC 8516-599-1,5.217721086,0.618219484
TYC 8516-44-1,6.670752846,0.56858235
TYC 8516-397-1,12.15436334,1.944611974
TYC 8516-395-1,7.317873798,0.778979214
TYC 8516-342-1,13.82004063,0.564499142
TYC 8516-281-1,12.79675153,0.908245747
TYC 8516-1827-1,5.804129722,1.686892785
TYC 8516-1804-1,4.274934164,0.608695049
TYC 8516-1783-1,8.874154084,0.509909957
TYC 8516-1779-1,6.089643749,0.835359136
TYC 8516-177-1,4.78641175,0.641257932
TYC 8516-1729-1,8.789352872,1.724039784
TYC 8516-1687-1,5.48613633,1.486487677
TYC 8516-164-1,9.628705685,1.264993931
TYC 8516-162-1,7.801770701,2
TYC 8516-153-1,13.96086624,2
TYC 8516-1505-1,5.899392881,2
TYC 8516-1263-1,7.08685158,2
TYC 8516-1207-1,8.35380502,1.132463319
TYC 8516-1202-1,22.25624716,1.290943689
TYC 8516-1186-1,7.068559073,1.216610751
TYC 8516-1182-1,7.975891817,2
TYC 8516-1112-1,8.315298658,2
TYC 8516-1103-1,8.454604512,0.549975981
TYC 8516-108-1,11.857417,1.056644035
TYC 8516-106-1,4.808766349,2
TYC 8516-104-1,6.365320823,0.733271046
TYC 8515-952-1,10.1640386,2
TYC 8515-936-1,5.625867611,0.591784779
TYC 8515-895-1,8.725863378,1.74332884
TYC 8515-847-1,5.54352463,2
TYC 8515-833-1,5.906710834,2
TYC 8515-805-1,6.543059896,2
TYC 8515-785-1,13.80071937,2
TYC 8515-765-1,6.294107982,0.662175357
TYC 8515-753-1,6.92747315,1.170215054
TYC 8515-706-1,11.47156645,2
TYC 8515-453-1,7.588184089,1.025995676
TYC 8515-444-1,10.85462103,1.379307461
TYC 8515-1797-1,5.696297711,0.549863884
TYC 8515-1774-1,5.854989923,2
TYC 8515-1697-1,9.319862038,2
TYC 8515-1486-1,19.45299295,0.594446926
TYC 8515-1338-1,9.284826282,1.34634731
TYC 8515-121-1,7.095816664,0.841828829
TYC 8515-1111-1,9.111906488,1.84973209
TYC 8515-1069-1,5.548362796,2
TYC 8515-1034-1,6.893440796,0.551113664
TYC 8515-1020-1,9.866220642,2
TYC 8515-1008-1,7.047481311,1.170847667
TYC 8514-2270-1,7.129315234,0.558450352
TYC 8514-2268-1,9.628296502,0.762446119
TYC 8514-1876-1,8.364869468,0.539874922
TYC 8514-1798-1,7.833455072,2
TYC 8514-1625-1,6.17410761,0.482547063
TYC 8514-1576-1,5.16971448,0.842734397
TYC 8514-1517-1,5.443574293,1.200724847
TYC 8514-1504-1,7.302378238,0.634445455
TYC 8514-1486-1,14.96235315,1.696312584
TYC 8513-686-1,5.854932978,0.47936368
TYC 8513-683-1,7.977084419,1.383118365
TYC 8513-680-1,8.790544719,0.897924936
TYC 8513-525-1,5.851444466,0.569418266
TYC 8513-511-1,14.56748961,1.209587252
TYC 8513-466-1,8.269398227,0.472173481
TYC 8513-436-1,6.446379541,0.745175252
TYC 8513-428-1,5.032782225,0.576612021
TYC 8513-422-1,4.587748294,0.51811913
TYC 8513-408-1,5.329824212,0.493052674
TYC 8513-323-1,17.05497214,0.805285344
TYC 8513-300-1,8.843660649,0.521396416
TYC 8513-258-1,6.600849687,0.860378325
TYC 8513-219-1,9.830888785,0.670157565
TYC 8513-1720-1,11.05051766,0.494446289
TYC 8513-1654-1,6.313740679,0.481897852
TYC 8513-1630-1,5.525877036,0.492797204
TYC 8513-1491-1,5.266879003,0.837715152
TYC 8513-1398-1,6.582364996,2
TYC 8513-1343-1,9.658522057,1.524973202
TYC 8513-1246-1,10.26619911,0.538812764
TYC 8512-560-1,7.501527372,1.285155249
TYC 8508-2017-1,5.149275381,1.075443533
TYC 6012-1100-1,3.54,0.5
TOI 216,5.701114474,2
TOI 150,8.43710226,0.49441377
TOI 1338,3.6,0.6
TOI 125,1,0.5
TOI 1130,4,0.5
Tifft-Snell S17,5.518106424,2
SOI 868,6.77859602,2
SOI 684,9.477911185,2
SOI 673,10.78754737,2
SOI 639,7.139238983,0.664785254
SOI 403,9.480833796,2
SK -68 22,8.430752084,2
RAVE J073257.9-591614,14.17641928,2
RAVE J072623.1-584454,8.307253267,2
RAVE J072259.7-592141,5.700090716,2
RAVE J070502.1-570802,7.583653805,2
RAVE J070223.4-565334,6.556367113,2
RAVE J070211.4-560840,9.348723854,2
RAVE J065922.7-592230,7.244922602,1.079900427
RAVE J065752.8-564452,6.357617142,2
RAVE J064438.0-592043,7.41715275,2
RAVE J064209.8-741122,6.600209346,2
RAVE J063935.6-681728,6.46159325,2
RAVE J063644.0-700221,7.966341188,1.781663874
RAVE J063508.0-722725,4.181301322,2
RAVE J063414.1-565809,10.47368086,1.674674265
RAVE J063230.9-570818,6.972411947,2
RAVE J063103.3-563113,10.1926017,2
RAVE J062008.8-610129,4.678861039,2
RAVE J061726.3-624127,7.436536038,2
RAVE J042229.3-684041,8.119216755,2
RAVE J041953.3-700550,7.371503142,2
RAVE J041609.1-695027,4.894710994,2
RAVE J040933.5-711456,7.099063857,2
PV 2240,8.470533953,2
PV 210,8.320384757,2
PV 111,21.59608103,2
OGLE LMC-SC6 69953,5.435509838,2
OGLE LMC-SC19 89862,4.24932067,2
OGLE BRIGHT-LMC-MISC-548,6.424801694,2
OGLE BRIGHT-LMC-MISC-520,5.151378929,2
OGLE BRIGHT-LMC-MISC-519,5.813885305,1.749948089
OGLE BRIGHT-LMC-MISC-424,5.327911707,2
OGLE BRIGHT-LMC-MISC-157,7.595849821,2
MACHO 82.8896.9,9.930103565,2
MACHO 80.7319.6,5.61092359,2
MACHO 78.6340.7,6.99063542,2
MACHO 77.7670.4,7.490304035,2
MACHO 76.9970.10,5.855491667,2
MACHO 76.10818.10,4.610721281,2
MACHO 75.13133.9,12.58384716,2
MACHO 73.12645.51,7.804564415,2
MACHO 72.12775.10,10.70817721,2
MACHO 54.2277.12,5.83434593,2
MACHO 45.1994.10,5.726112462,2
MACHO 43.872.8,9.358467056,2
MACHO 43.510.9,4.907320331,1.814311338
MACHO 41.2454.10,9.732980934,2
MACHO 41.1970.11,8.092538269,2
MACHO 39.2079.12,6.664131749,1.999916274
MACHO 38.4129.9,10.48853497,2
MACHO 31.10827.6,6.677066828,2
MACHO 30.11303.371,10.35994241,2
MACHO 29.11284.1846,5.792816874,2
MACHO 28.12130.6,4.15580047,2
MACHO 28.11885.9,3.71692452,2
MACHO 28.11156.2597,5.44669033,2
MACHO 19.4421.328,5.906859168,2
MACHO 19.4058.5,8.132641055,2
MACHO 17.2835.13,5.106809495,0.789326098
MACHO 17.2593.9,4.569177747,1.207296888
MACHO 17.2593.209,3.78162482,1.078450873
MACHO 17.2472.19,5.287793235,2
MACHO 12.11164.7,15.26637142,1.137213648
MACHO 11.8750.5,5.39412253,2
MACHO 1.3692.11,7.663727579,2
L 97-18,4.845345536,2
L 179-27,5.508522041,0.490254934
L 133-68,5.024520872,0.489761636
KELT-1,56,2
HIP 37458,9.057754046,1.57752316
HD 53708,5.952937864,0.466014452
HD 51163,7.767466921,0.465018981
HD 44725,13.35920485,0.465916679
HD 43374,14.93963658,0.465947147
HD 39525,8.749283733,0.486033765
HD 39260,8.94037024,2
HD 38668,8.479178071,0.465098462
HD 332231,7,0.5
HD 32254,10.45303512,0.609902793
HD 32013,8.58455221,0.464881936
HD 311733,4.80346431,0.464849625
HD 311730,7.144567166,0.464822407
HD 311729,5.867476203,0.465267278
HD 311726,6.543270125,0.466674442
HD 311713,6.942078941,0.46489633
HD 311710,7.142959022,0.464858309
HD 297549,7.8,0.19
HD 272147,5.722723218,0.827861587
HD 272146,4.780774348,0.832607629
HD 272145,4.785279123,0.469580004
HD 272135,5.364928109,0.47335987
HD 272132,6.38215096,0.908766856
HD 272097,9.527511368,2
HD 272051,4.285835347,0.622851148
HD 272028,9.1665621,1.048362461
HD 272005,4.483649185,0.758445516
HD 271997,6.996453201,1.685830099
HD 271972,3.788521474,0.813696291
HD 271937,8.113507963,0.85865158
HD 271925,8.807901467,0.465860352
HD 271898,6.554721218,0.912945169
HD 271881,10.41886054,0.663481755
HD 271878,8.419550526,0.880475265
HD 271861,7.887343342,0.629966252
HD 271854,7.885524987,0.705262887
HD 271841,8.63304922,1.3247491
HD 271830,7.084023117,2
HD 271827,6.932693859,0.47505695
HD 271815,6.97690536,0.853481906
HD 271812,15.04396685,0.485392892
HD 271811,9.307689226,0.712328552
HD 271805,9.085476065,0.532132192
HD 271796,8.225101165,0.545012135
HD 271795,7.737964845,0.483429167
HD 271788,9.75727972,1.958328385
HD 271786,7.341140653,0.58875048
HD 271774,4.554616885,0.514855654
HD 271772,8.521007864,0.930015294
HD 271767,6.749796762,1.047995389
HD 271766,4.84434506,1.358650785
HD 271762,5.468912285,0.542424197
HD 271760,8.128004392,0.764861482
HD 271757,19.31796704,1.90473001
HD 271755,4.463663831,0.652271968
HD 271748,7.616410265,0.522242912
HD 271747,7.617161808,0.523186852
HD 271728,13.59057993,1.713936174
HD 271704,8.511196,0.473992072
HD 271702,6.154733293,2
HD 271699,5.600328018,0.518545069
HD 271687,5.249740101,0.960656835
HD 271682,7.952506849,2
HD 271680,9.707552236,0.819559658
HD 271668,6.395052315,0.616717918
HD 271660,5.586801541,0.941985993
HD 271653,4.917447565,2
HD 271651,9.92237454,0.496226916
HD 271604,5.858598422,0.57860362
HD 271575,5.372906215,0.5670327
HD 271555,5.188214244,0.468405693
HD 271181,14.08,0.266
HD 271074,6.427076319,0.466836508
HD 271073,5.803254899,1.100418194
HD 271070,6.931769781,0.466898243
HD 271053,11.31084578,2
HD 271047,4.788831904,0.56830047
HD 271039,4.983556994,0.52571925
HD 271033,5.726466442,0.465722933
HD 271028,5.990671709,0.4659684
HD 271025,6.679301753,1.445954642
HD 271021,6.181038584,1.09199105
HD 271017,10.02551009,0.532909333
HD 271008,5.570004582,0.576591263
HD 271005,11.34320235,1.546420856
HD 271004,5.874029421,0.726939481
HD 271003,5.346034572,0.466662868
HD 271000,4.504593718,0.465197993
HD 270994,10.68119343,2
HD 270993,11.80725006,0.464903128
HD 270989,7.677136992,1.239776158
HD 270987,5.729137241,0.658054518
HD 270985,12.70509431,1.089123544
HD 270967,4.988639509,1.541158772
HD 270966,4.487742732,0.494211252
HD 270964,7.444505597,0.693451585
HD 270957,8.421083581,0.488318379
HD 270956,7.340915928,0.545632098
HD 270953,11.23251023,1.559498142
HD 270944,8.401379861,0.601044975
HD 270942,10.50177419,0.576288716
HD 270938,7.221703676,0.598932576
HD 270937,4.983179799,0.464987928
HD 270925,4.888794492,0.578201898
HD 270911,12.52255968,0.9951584
HD 270908,8.97610729,0.512907843
HD 270903,8.363147904,0.522580623
HD 270887,10.88604065,1.433916361
HD 270880,5.991132855,1.447132131
HD 270878,19.18791254,1.065271266
HD 270872,5.476783167,2
HD 270858,5.144006771,1.542077034
HD 270854,5.359612464,0.46981305
HD 270851,5.760067295,0.464847816
HD 270845,7.665894287,0.704022872
HD 270844,13.56508906,0.796604488
HD 270827,11.97693942,2
HD 270825,10.89424008,0.487521306
HD 270818,7.329413575,0.669143034
HD 270807,4.600404307,1.30305976
HD 270784,5.181163584,1.632889039
HD 270757,6.857438452,0.472094253
HD 270756,13.62521871,2
HD 270751,7.464839206,0.658982976
HD 270744,6.92217132,0.953185778
HD 270743,6.273580969,0.589037292
HD 270736,7.320966747,0.554545459
HD 270731,12.67536023,0.54651709
HD 270730,4.973289841,0.585650018
HD 270725,5.761185199,2
HD 270723,7.680904992,0.489816409
HD 270711,4.720228544,1.475408324
HD 270710,13.04925136,0.49743176
HD 270695,5.670968651,0.603972874
HD 270688,7.288026242,0.907935084
HD 270685,5.766768419,0.576467066
HD 270684,10.56052962,0.464889784
HD 270679,4.653758089,1.000101997
HD 270672,5.53678248,0.897552047
HD 270661,6.123993084,1.797743409
HD 270659,12.80874295,0.46856894
HD 270657,7.888722536,0.475132784
HD 270654,6.583514833,0.525709566
HD 270646,10.32279584,1.285472773
HD 270643,9.12058497,0.910911677
HD 270642,17.03644625,0.520183704
HD 270630,4.657769304,0.517590165
HD 270625,9.716732648,0.465871003
HD 270623,4.498869995,0.470913777
HD 270622,6.368427273,0.892839183
HD 270618,8.369626934,0.506667812
HD 270615,5.412905989,0.515370884
HD 270608,6.630923613,0.817757208
HD 270605,8.34487524,0.464872177
HD 270598,5.121123041,0.899571579
HD 270597,4.401246304,0.669343359
HD 270594,5.704352544,0.549003395
HD 270587,6.143839792,2
HD 270586,4.406259997,1.10423183
HD 270583,6.956549945,0.982645696
HD 270580,7.21664789,0.56432919
HD 270575,6.203677765,0.971796919
HD 270559,4.963502931,0.465510659
HD 270546,11.02990952,0.464974707
HD 270539,11.64505812,0.465140985
HD 270538,5.281197526,0.558594704
HD 270534,7.152871073,0.775624401
HD 270528,9.202480543,0.495059217
HD 270523,7.99725041,0.634589798
HD 270518,5.549894877,0.665653777
HD 270512,8.868507478,0.625120561
HD 270509,12.14163427,0.46537382
HD 270507,14.93200642,0.527656003
HD 270455,5.181807792,0.485896361
HD 270415,4.225039527,0.472313223
HD 270405,6.323159192,0.509014802
HD 270384,11.03246979,0.494792295
HD 270362,6.932080399,0.550731699
HD 270358,18.67449641,0.46497701
HD 270352,16.02783734,0.606997825
HD 270350,6.181142987,0.698700411
HD 270342,10.9633426,0.464959663
HD 270337,5.118248669,0.476747016
HD 270327,9.58397017,0.629985294
HD 270307,9.057440239,2
HD 270306,4.650563641,0.469622712
HD 270292,5.834626,0.490762996
HD 270279,7.574959821,0.693321122
HD 270274,5.827323453,0.754249815
HD 270266,5.855035576,0.471430097
HD 270263,7.066724821,0.473021307
HD 270257,5.290828499,0.466480337
HD 270254,12.24000866,0.57094388
HD 270251,4.481545916,0.470831214
HD 270250,7.684028882,0.987040575
HD 270242,21.26499559,0.467507596
HD 270240,6.186398208,0.473508931
HD 270226,7.28232304,2
HD 270221,8.462951929,1.240003665
HD 270210,10.75060522,1.567092349
HD 270209,6.093362857,0.488652577
HD 270201,6.252359412,0.717283932
HD 27020,9.326292868,0.465031599
HD 270187,4.744829097,0.529302825
HD 270178,8.592544943,2
HD 270176,8.93586757,2
HD 270172,10.1955997,0.470274948
HD 270169,10.73283382,0.495622905
HD 270160,6.154257529,0.528970085
HD 270156,4.342024496,0.620739858
HD 270153,8.527261009,0.902227558
HD 270144,9.164650539,2
HD 270136,4.815079649,0.487089005
HD 270135,6.358694905,0.947204523
HD 270131,8.654405393,0.834549863
HD 270126,7.368600703,0.771881021
HD 270114,6.049421874,0.793770217
HD 270112,10.33297608,0.996384009
HD 270088,9.318736353,2
HD 270085,5.544176881,0.959315742
HD 270073,6.190774083,0.49274156
HD 270072,6.571259934,2
HD 270071,5.029043131,0.541641552
HD 270043,8.834630216,1.635860383
HD 270017,13.05325602,0.915517352
HD 270008,13.81843135,1.457442754
HD 270006,6.110420167,0.492619568
HD 270001,23.72344897,0.587962413
HD 269991,14.79072446,0.486442375
HD 269974,5.767811499,0.485253872
HD 269964,16.42000769,1.761867454
HD 269944,7.955840889,0.469196542
HD 269943,8.728684114,0.928163211
HD 269934,7.485187865,0.498147643
HD 269929,7.069175787,1.758403705
HD 269925,4.630841317,0.984986103
HD 269901,4.477674773,0.701051819
HD 269839,7.538405418,0.472862196
HD 269831,4.467022302,0.600689496
HD 269813,5.237025677,0.558391476
HD 269799,10.05335384,0.467107167
HD 269793,6.370637436,1.445628814
HD 269666,4.384758749,1.820023899
HD 269627,5.162000133,0.52781664
HD 269609,10.8958971,0.506909887
HD 269529,6.368736925,0.569673713
HD 269526,5.097826582,0.467648833
HD 269476,5.29641465,0.95355212
HD 269442,4.951485765,0.471025768
HD 269434,7.993066489,2
HD 269369,7.259786431,2
HD 269340,4.897745511,0.523097673
HD 269224,10.91363404,1.080837969
HD 269214,4.496332344,0.973730374
HD 269208,4.766497641,1.290749223
HD 269181,7.099796641,2
HD 269160,5.618443139,0.46929195
HD 269151,8.62598789,2
HD 269133,7.586160757,0.929494869
HD 269131,5.801829643,0.61453703
HD 269032,10.79713252,0.654141205
HD 269030,7.856327569,0.586049654
HD 269003,10.00417828,0.847395675
HD 268997,16.55400426,0.465469301
HD 268952,8.943393678,0.466516109
HD 268945,4.620777858,1.280777632
HD 268928,5.087190067,0.515137027
HD 268904,6.648732994,0.491219058
HD 268896,9.223866098,0.752314155
HD 268893,5.647946757,0.472831824
HD 268883,5.09486583,0.709152881
HD 268877,6.517700807,0.984851049
HD 268851,5.95753738,1.323225825
HD 268842,7.418805293,2
HD 268838,10.16443625,1.383800124
HD 268834,6.779832728,0.673868883
HD 268806,5.270034354,0.623667028
HD 268799,5.130148619,0.483390377
HD 268795,10.75250666,0.541486315
HD 268791,8.395011757,0.994247646
HD 268771,6.960847415,2
HD 268767,10.32812714,0.544258357
HD 268762,4.392965428,0.875723209
HD 268736,6.777135629,0.478588437
HD 268707,12.85974265,0.902725278
HD 268696,8.143728626,0.510260485
HD 268664,6.489037161,0.839696199
HD 268662,4.47092386,0.695608876
HD 268649,7.248633766,0.589124644
HD 268644,6.423867547,0.54519512
HD 268635,7.989320054,1.745258043
HD 268633,9.823386498,1.155578592
HD 268631,11.94783279,0.80583481
HD 268618,12.11838467,0.532854834
HD 268616,5.951533668,0.714755945
HD 268602,5.911563407,0.483822566
HD 222259B,14.4,0.3
HD 222259A,17.8,0.2
HD 221416,2.8,1.6
HD 219666,2.2,0.8
HD 213885,3,0.2
HD 191939,0.6,0.5
HD 17926,8.3,0.5
HD 15337,1,1
HD 134004,12.28,8
GSC 08914-00422,8.572328246,0.466405444
GSC 08890-00004,6.034592009,2
GSC 08889-00526,5.921203576,2
GSC 08889-00373,9.009085722,2
GCRV 26926,9.517065425,2
EC 21494-7018,8.6,1.8
EC 04443-5752,4.898818272,0.844164759
CPD-77 213,9.816091214,2
CPD-77 210,5.147493231,1.438602444
CPD-76 423,5.258499368,0.46819475
CPD-73 449,5.552579444,0.465154868
CPD-73 448,6.750189029,0.466803636
CPD-73 396,5.445793304,0.869291249
CPD-72 605,6.23410957,0.468583665
CPD-72 557,5.739324652,0.47338809
CPD-72 527,7.438996954,2
CPD-72 303,7.910669953,0.48544872
CPD-71 471,17.27904728,0.497891082
CPD-71 258,8.692253801,0.465686541
CPD-70 608,6.6819871,0.51913007
CPD-70 295,7.673207166,0.477140594
CPD-70 286,7.228409597,0.468482222
CPD-70 282,6.80010073,0.471380113
CPD-69 739,5.213696131,0.469820204
CPD-69 678,5.52865821,0.583397553
CPD-69 271,6.76078223,0.781030997
CPD-69 244,6.491166722,0.48116459
CPD-68 671,7.203911546,0.49673588
CPD-67 672,6.65812339,1.16685128
CPD-67 613,10.85898818,0.705844529
CPD-67 518,9.143935333,0.554576344
CPD-67 295,8.843622077,0.469138423
CPD-66 656,10.3607401,2
CPD-66 617,9.949124022,2
CPD-66 582,4.53567276,0.473472564
CPD-66 572,4.222153128,0.49462811
CPD-66 514,5.188438463,0.465594507
CPD-66 266,9.691425075,0.467042974
CPD-65 348,5.268787044,0.465350657
CPD-64 767,5.631936681,0.483715001
CPD-64 744,10.90444661,0.475755477
CPD-64 703,11.31619157,0.465683154
CPD-64 683,4.864531527,0.464956921
CPD-64 619,13.94525952,0.504285194
CPD-64 596,9.881513054,0.62982848
CPD-64 587,9.476039751,0.470450889
CPD-64 567,5.345886184,0.466125727
CPD-64 557,4.924434282,0.466832677
CPD-64 376,4.072373181,0.838041353
CPD-64 347,8.775466616,0.629908539
CPD-64 346,10.81242616,0.511353657
CPD-64 341,9.305445783,0.467675708
CPD-64 335,12.7260586,0.465400718
CPD-64 330,7.326206424,0.483548343
CPD-64 327,7.028874665,0.465546401
CPD-64 326,8.30769262,0.469165937
CPD-64 324,6.960017807,0.465088722
CPD-64 319,5.420536762,0.47366722
CPD-64 318,5.804754429,0.477826112
CPD-64 315,13.96241205,0.471333704
CPD-64 307,8.672354788,0.466458106
CPD-63 688,4.086963088,0.465029654
CPD-63 687,5.083242016,0.464822332
CPD-63 625,4.9670471,0.507432845
CPD-63 587,5.836294428,0.46793119
CPD-63 574,6.264581251,0.466271377
CPD-63 559,5.987473294,0.46806949
CPD-63 429,6.640351604,0.464839375
CPD-63 422,7.09964999,0.464944387
CPD-63 354,6.167684721,0.479961696
CPD-63 344,5.95749853,0.469828691
CPD-63 341,14.76935191,0.490073774
CPD-63 335,5.939119294,0.468575019
CPD-63 331,4.237430998,0.465592531
CPD-63 328,6.124692753,0.814483816
CPD-63 310,4.599439554,0.46788623
CPD-63 287,4.98965917,0.473233388
CPD-62 895,10.6619671,0.465346321
CPD-62 873,11.36994149,0.465441214
CPD-62 787,18.59280174,0.464841254
CPD-62 774,6.609949344,0.464823191
CPD-62 763,5.369878416,0.464825634
CPD-62 753,6.460667821,0.464871597
CPD-62 733,8.558126512,0.719441483
CPD-62 559,6.637985117,0.464823509
CPD-62 534,15.5594658,0.468055106
CPD-62 403,7.402547183,0.466274859
CPD-62 401,7.317420759,0.481735898
