Name,test
TYC 3554-514-1,
TYC 3554-514-1,
TYC 3141-3352-1,
TYC 3141-3352-1,
SPOCS 2447,
SPOCS 2447,
LP 230-40,
LP 230-40,
LAMOST J192817.82+410412.2,
LAMOST J192817.82+410412.2,
KIC 9653110,
KIC 9653110,
KIC 8098181,
KIC 8098181,
KIC 5446821,
KIC 5446821,
KIC 4929016,
KIC 4929016,
KIC 1572802,
KIC 1572802,
KIC 11819949,
KIC 11819949,
KIC 10865206,
KIC 10865206,
KIC 10802309,
KIC 10802309,
HD 225391,
HD 225391,
2MASS J19485718+5015245,
2MASS J19485718+5015245,
KIC 3634755,
KIC 3634755,
Z 257-11,
V* V995 Cyg,
V* V850 Cyg,
V* V839 Cyg,
V* V838 Cyg,
V* V810 Cyg,
V* V808 Cyg,
V* V787 Lyr,
V* V782 Cyg,
V* V753 Cyg,
V* V715 Cyg,
V* V583 Lyr,
V* V579 Lyr,
V* V541 Lyr,
V* V519 Lyr,
V* V512 Lyr,
V* V481 Lyr,
V* V461 Lyr,
V* V450 Lyr,
V* V445 Lyr,
V* V379 Cyg,
V* V368 Lyr,
V* V366 Lyr,
V* V360 Lyr,
V* V355 Lyr,
V* V354 Lyr,
V* V353 Lyr,
V* V350 Lyr,
V* V346 Lyr,
V* V344 Lyr,
V* V2470 Cyg,
V* V2367 Cyg,
V* V2366 Cyg,
V* V2363 Cyg,
V* V2281 Cyg,
V* V2280 Cyg,
V* V2279 Cyg,
V* V2277 Cyg,
V* V2094 Cyg,
V* V1950 Cyg,
V* V1504 Cyg,
V* V1154 Cyg,
V* V1130 Cyg,
V* V1107 Cyg,
V* V1104 Cyg,
V* UZ Lyr,
V* NQ Lyr,
V* MV Lyr,
V* FL Lyr,
V* BR Cyg,
UPM J1928+4801,
UCAC4 698-065770,
UCAC4 691-064714,
UCAC4 671-082922,
UCAC4 671-082802,
UCAC4 671-082747,
UCAC4 671-082505,
UCAC4 671-082465,
UCAC4 665-070620,
UCAC4 653-083234,
UCAC4 653-082848,
UCAC4 651-078841,
UCAC4 636-069758,
UCAC3 281-150921,
UCAC3 266-181448,
UCAC3 266-180262,
UCAC2 45858909,
UCAC2 45036873,
TYC 3569-56-1,
TYC 3569-368-1,
TYC 3569-153-1,
TYC 3569-135-1,
TYC 3569-134-1,
TYC 3569-127-1,
TYC 3568-996-1,
TYC 3568-634-1,
TYC 3565-98-1,
TYC 3565-883-1,
TYC 3565-820-1,
TYC 3565-790-1,
TYC 3565-709-1,
TYC 3565-674-1,
TYC 3565-514-1,
TYC 3565-472-1,
TYC 3565-193-1,
TYC 3565-184-1,
TYC 3565-1435-1,
TYC 3565-1396-1,
TYC 3565-1349-1,
TYC 3565-1318-1,
TYC 3565-1189-1,
TYC 3565-1155-1,
TYC 3565-1142-1,
TYC 3565-11-1,
TYC 3565-1103-1,
TYC 3565-1014-1,
TYC 3565-1000-1,
TYC 3564-891-1,
TYC 3564-392-1,
TYC 3564-346-1,
TYC 3564-3109-1,
TYC 3564-3051-1,
TYC 3564-2934-1,
TYC 3564-2927-1,
TYC 3564-274-1,
TYC 3564-2364-1,
TYC 3564-219-1,
TYC 3564-2042-1,
TYC 3564-1819-1,
TYC 3564-1752-1,
