Name,Prot,e_prot
2MASS J19253922+4154432,20.25,1.81
2MASS J19253595+4857270,17.72,1.39
2MASS J19253301+5029491,17.72,1.4
2MASS J19253164+4212308,22.7,3.14
2MASS J19253044+4239053,20.52,2.91
2MASS J19252978+4658578,36.43,4.49
2MASS J19252749+5012590,20.92,1.8
2MASS J19252602+4247093,0.56,0.04
2MASS J19252532+4934147,34.94,3.98
2MASS J19252355+4329388,9.04,0.65
2MASS J19252318+4220577,41.55,3.1
2MASS J19252284+4552075,49.42,7.18
2MASS J19252200+4420332,37.45,2.59
2MASS J19252145+5041377,23.21,2.26
2MASS J19252104+3907360,22.12,2.76
2MASS J19251726+4740472,12.18,0.91
2MASS J19251722+3643302,30,2.43
2MASS J19251592+5058042,35.19,3.98
2MASS J19251374+4010578,41.27,6.26
2MASS J19251357+3703076,46.75,3.21
2MASS J19251244+4144354,26.31,2.59
2MASS J19251182+4330169,32.6,2.98
2MASS J19250305+4001418,41.55,6.64
2MASS J19250295+3642169,33.54,2.13
2MASS J19250282+4029140,33.76,3.7
2MASS J19245964+4042014,39.59,7.22
2MASS J19245775+4605012,23.22,2.55
2MASS J19245470+4018454,24.03,1.72
2MASS J19245260+5116553,14.39,1.41
2MASS J19244692+4729172,46.75,3.64
2MASS J19244481+4009065,24.7,2.45
2MASS J19244426+5117004,41.27,4.56
2MASS J19244360+3704246,45.79,3.64
2MASS J19244035+4231204,19.93,2.04
2MASS J19243984+4043439,30.84,2.3
2MASS J19243884+4225013,27.99,4.8
2MASS J19243767+5121227,26.3,1.77
2MASS J19243476+5036306,30.21,2.1
2MASS J19243352+4821368,36.44,5.72
2MASS J19243126+5041073,21.07,2.04
2MASS J19243078+4748082,45.47,5.31
2MASS J19242937+3819328,25.41,4.37
2MASS J19242907+3710175,11.21,0.75
2MASS J19242871+4815082,15.23,1.94
2MASS J19242862+3844003,26.84,4.86
2MASS J19242502+3643004,27.8,5.17
2MASS J19242434+5104487,22.89,1.89
2MASS J19242394+4602510,6.53,0.53
2MASS J19242342+5111269,27.23,2.18
2MASS J19242338+4033085,3.52,0.25
2MASS J19242162+4352296,39.86,4.07
2MASS J19242012+5103385,35.18,4.13
2MASS J19241179+4019300,1.09,0.07
2MASS J19240600+4425292,17.63,2
2MASS J19240460+4416563,32.38,1.9
2MASS J19240176+3858012,6.43,0.41
2MASS J19240003+3801298,30.21,4.47
2MASS J19235964+4446448,23.05,1.66
2MASS J19235931+4742143,37.19,3.82
2MASS J19235843+4901231,26.48,2.03
2MASS J19235812+4846295,21.09,2.6
2MASS J19235586+5015416,2.78,0.19
2MASS J19235429+4012575,25.38,3.12
2MASS J19235291+4558237,42.43,4.47
2MASS J19235252+3821591,28.17,3.06
2MASS J19235110+4541190,10.98,0.61
2MASS J19235080+4806114,39.04,4.47
2MASS J19234997+3724403,44.85,6.12
2MASS J19234917+4021257,26.48,2.57
2MASS J19234776+4214584,29.18,2.67
2MASS J19234703+3733391,46.75,3.38
2MASS J19234459+4508442,36.68,3.67
2MASS J19233956+4517027,21.21,1.65
2MASS J19233952+4222058,16.3,1.24
2MASS J19233679+3804067,30.21,2.6
2MASS J19233258+4458282,28.58,2
2MASS J19233177+4735093,27.23,4
2MASS J19233155+3803429,21.68,2.68
2MASS J19233085+4058371,25.04,3.02
2MASS J19232988+4015563,42.72,2.53
2MASS J19232964+5057318,36.68,4.92
2MASS J19232860+4425299,20.63,1.71
2MASS J19232741+4108322,30.21,3.18
2MASS J19232657+4426512,45.16,3.58
2MASS J19232618+4521378,35.71,3.52
2MASS J19232535+4518008,19.93,2.2
2MASS J19232116+3752336,19.8,2.2
2MASS J19232060+5102308,21.22,2.09
2MASS J19232002+3804040,24.73,3.31
2MASS J19231757+3827099,27.23,4.08
2MASS J19231633+3711564,19.66,1.84
2MASS J19231514+5029190,30,2.75
2MASS J19231255+3737196,37.45,1.73
2MASS J19231171+4848233,29.38,3.23
2MASS J19231107+5021146,27.61,2.04
2MASS J19231015+4746518,13.15,1.01
2MASS J19230740+3755538,30.42,1.88
2MASS J19230512+4050019,38.5,3.96
2MASS J19230435+4730433,17.84,1.42
2MASS J19230322+4007521,34.47,5.29
2MASS J19230281+3730203,27.61,2.5
2MASS J19230132+3741042,21.38,1.73
2MASS J19225527+3821164,14.41,1.06
2MASS J19225044+3737203,45.47,7.63
2MASS J19224989+3753371,33.52,5.13
2MASS J19224614+5025191,26.85,2.47
2MASS J19224553+4047582,48.74,6.4
2MASS J19224482+4038570,45.79,6.78
2MASS J19223963+3952236,19.38,1.25
2MASS J19223865+5150387,20.78,2.74
2MASS J19223322+4034287,41.56,6.27
2MASS J19223287+5144529,31.71,2.09
2MASS J19223220+4227308,40.7,2.95
2MASS J19223217+4816467,27.8,2.18
2MASS J19222999+4845264,26.29,1.56
2MASS J19222996+4025187,27.62,2.41
2MASS J19222699+3801395,42.43,3.38
2MASS J19222613+3732435,32.6,3.34
2MASS J19222249+4029542,22.29,2.13
2MASS J19222133+4122172,28.78,5.23
2MASS J19222010+4117026,24.37,2.11
2MASS J19221934+4420410,40.7,3.79
2MASS J19221867+5201132,25.41,2.34
2MASS J19221693+4410531,28.78,5.05
2MASS J19221565+4342299,1.39,0.09
2MASS J19221170+5029434,47.07,3.08
2MASS J19220942+4047353,30.84,2.7
2MASS J19220743+3747562,38.77,6.3
2MASS J19220709+3830176,26.3,2.83
2MASS J19220465+5151380,8.04,0.55
2MASS J19220051+4632396,31.06,4.53
2MASS J19215685+3943109,30.01,2.95
2MASS J19215437+4005258,39.59,3.12
2MASS J19215143+3849047,31.54,1.63
2MASS J19215001+4009280,7.72,0.54
2MASS J19214414+4341547,33.07,5.17
2MASS J19214383+5007026,30.21,2.79
2MASS J19214165+4138441,40.14,5.44
2MASS J19214005+3757426,24.72,2.63
2MASS J19214002+4753197,18.21,1.48
2MASS J19213954+5125091,96.8,8.6
2MASS J19213940+5101404,14.29,1
2MASS J19213778+3836511,55.97,9.59
2MASS J19213310+4053474,29.18,2.9
2MASS J19213200+5058447,39.86,5.26
2MASS J19212982+4435586,45.47,8.11
2MASS J19212691+4037394,30.83,4.63
2MASS J19212434+3934204,25.4,4.24
2MASS J19212421+4949154,31.93,4.04
2MASS J19212122+4835451,37.98,5.86
2MASS J19211967+4830596,16.78,1.5
2MASS J19211608+4258112,21.51,2.2
2MASS J19211336+4151184,43.62,3.66
2MASS J19211189+5152477,0.57,
2MASS J19211137+3802014,31.93,2.13
2MASS J19210772+3817297,34.7,4.14
2MASS J19210633+5204307,29.97,5.66
2MASS J19210442+4902413,27.42,2.67
2MASS J19210258+4001149,34.7,4.88
2MASS J19210237+5010213,23.7,2.08
2MASS J19210101+4034099,21.67,2.01
2MASS J19205833+4047179,52.6,8.36
2MASS J19205702+4000072,45.78,4.87
2MASS J19205630+5117553,19.3,2.21
2MASS J19205593+3951551,46.74,6.78
2MASS J19205241+4020215,43.02,3.07
2MASS J19204832+4409008,13.71,1.28
2MASS J19204780+5214565,38.25,4.48
2MASS J19204528+4949508,24.53,2.97
2MASS J19204495+4015099,20.37,1.75
2MASS J19204419+4904385,0.83,0.06
2MASS J19204332+4151596,16.19,1.14
2MASS J19204263+3936110,29.58,2.09
2MASS J19204169+3808586,36.68,5.22
2MASS J19204091+5050462,32.11,1.97
2MASS J19203730+5223098,29.59,3.2
2MASS J19203695+4624135,28.57,2.75
2MASS J19203664+4405531,25.94,2.07
2MASS J19203496+3813010,40.7,3.76
2MASS J19203240+3823204,33.29,5.73
2MASS J19203017+4528474,48.07,6.18
2MASS J19203002+4618321,36.93,1.88
2MASS J19202658+5024283,2.75,0.22
2MASS J19202351+5037161,2.76,0.19
2MASS J19201951+4052560,41.85,6.72
2MASS J19201404+4821429,13.23,0.76
2MASS J19201384+4900286,39.9,1.19
2MASS J19201346+4901203,21.51,2.08
2MASS J19201211+4641098,43.92,3.39
2MASS J19201059+4400049,35.92,3.49
2MASS J19200982+4005134,29.59,2.21
2MASS J19200947+3843515,48.4,3.42
2MASS J19200843+4334468,25.05,3.99
2MASS J19200703+4335050,8.62,0.62
2MASS J19200462+4350462,22.27,2.26
2MASS J19200218+4824147,48.06,4.25
2MASS J19200001+3844383,20.63,1.87
2MASS J19195900+4640386,39.33,3.03
2MASS J19195899+5035055,54.08,4.7
2MASS J19195710+4127143,3.47,0.2
2MASS J19195481+4012041,22.9,2.51
2MASS J19195449+4153552,42.71,9.38
2MASS J19195323+3835494,27.22,1.85
2MASS J19195210+4526409,26.48,2.66
2MASS J19195153+4034162,30.84,3.99
2MASS J19194876+4152170,13.88,1.68
2MASS J19194847+3932451,35.67,2.06
2MASS J19194641+5206350,41.55,4.46
2MASS J19194375+5118573,30.61,3.78
2MASS J19193953+5000269,26.85,2.16
2MASS J19193594+3939067,22.12,2.07
2MASS J19193533+5131498,34.46,2.66
2MASS J19193357+4017315,20.08,2.03
2MASS J19193270+3807469,24.04,2.93
2MASS J19193176+4127356,26.85,2.17
2MASS J19193015+4022590,45.79,3.86
2MASS J19193008+4638103,48.06,8.83
2MASS J19192538+5000209,15.07,1.22
2MASS J19192475+4853403,13.14,0.72
2MASS J19192409+4034073,26.11,3.46
2MASS J19192390+3926568,48.4,5.76
2MASS J19192278+3803544,28.96,1.03
2MASS J19192238+4718058,21.07,2.25
2MASS J19192205+4853232,0.81,0.06
2MASS J19192089+4637090,29.18,4.07
2MASS J19191827+4335300,40.7,4.85
2MASS J19191709+3929251,23.21,2.84
2MASS J19191683+3838416,25.76,2.09
2MASS J19191586+4149405,28.98,4.05
2MASS J19191275+4348030,28.19,1.58
2MASS J19191140+4331353,23.06,2.39
2MASS J19191082+4055341,0.64,0.04
2MASS J19190744+3935426,45.48,6.07
2MASS J19190604+4850258,33.52,3.11
2MASS J19190475+4953166,45.47,5.34
2MASS J19190416+4512419,24.03,1.67
2MASS J19190333+4851250,41.55,5.43
2MASS J19190229+3940498,51.51,6.99
2MASS J19190057+4845308,15.32,1.11
2MASS J19185835+5025152,21.08,2.01
2MASS J19185484+5212276,41.27,7.08
2MASS J19185433+4615188,18.48,1.52
2MASS J19185084+4449042,22.58,2.19
2MASS J19185083+5159543,28.19,2.38
2MASS J19184565+4406578,26.3,2.49
2MASS J19184504+5021522,32.38,2.81
2MASS J19184219+3819436,44.23,5.5
2MASS J19183999+4843199,41.27,6.02
2MASS J19183711+4616115,11.69,0.78
2MASS J19183149+4124293,47.73,5.2
2MASS J19183145+4330506,32.61,4.89
2MASS J19183065+4609301,40.14,4.34
2MASS J19183050+4334299,28.98,5.83
2MASS J19182570+4047163,31.27,2.53
2MASS J19182436+3924298,31.93,2.51
2MASS J19182429+4644363,42.71,4.09
2MASS J19182351+5213445,10.53,0.62
2MASS J19182275+4140216,41.27,4.71
2MASS J19182206+5034097,18.99,1.6
2MASS J19182183+5121148,17.62,1.97
2MASS J19181964+3933326,36.93,4.36
2MASS J19181945+5129578,15.11,1.3
2MASS J19181563+3827040,43.92,5.85
2MASS J19181553+4928230,77.54,6.78
2MASS J19181484+5059464,49.76,4.04
2MASS J19181433+3917517,34.94,5.61
2MASS J19181280+3951061,39.3,5.22
2MASS J19181278+3827081,34.69,4.6
2MASS J19181231+4622255,5.85,0.42
2MASS J19180995+4027289,22.27,3.12
2MASS J19180991+4338336,42.43,4.57
2MASS J19180944+3827366,36.93,4.6
2MASS J19180904+4522528,32.15,4.08
2MASS J19180854+4615501,48.4,5.18
2MASS J19180672+4515384,49.42,4.46
2MASS J19180580+4421202,50.45,6.01
2MASS J19180366+4037406,16.53,1.25
2MASS J19180325+3937535,4.52,0.36
2MASS J19180032+4003398,32.37,2.74
2MASS J19175845+4602453,17.35,2.02
2MASS J19175711+4845551,37.45,3.13
2MASS J19175328+5122315,51.16,5.86
2MASS J19175274+3909547,15.64,1.34
2MASS J19175072+4042515,25.76,2.26
2MASS J19175061+3920509,28.18,2.6
2MASS J19175053+5004370,17.82,1.78
2MASS J19175019+4038381,42.72,5.45
2MASS J19173993+4400264,27.72,1.43
2MASS J19173950+4013320,38.24,5.54
2MASS J19173743+5117044,50.81,4.79
2MASS J19173544+4643429,31.06,3.64
2MASS J19173456+4235299,36.43,2.98
2MASS J19173371+4230482,19.79,1.65
2MASS J19173346+4606074,33.75,4.17
2MASS J19173038+4245362,21.65,2.88
2MASS J19172892+4235043,55.98,7.82
2MASS J19172596+4723290,37.7,3.34
2MASS J19171553+3946037,40.98,5.86
2MASS J19171545+4040004,42.13,5.46
2MASS J19171382+4933079,41.84,7.65
2MASS J19171168+4659220,43.92,4.25
2MASS J19171128+4553266,29.59,2.09
2MASS J19171049+4741549,18.1,2.15
2MASS J19170936+3935537,13.35,0.91
2MASS J19170831+4615084,25.4,1.75
2MASS J19170825+3950205,41.27,4.69
2MASS J19170714+4709553,6.31,0.42
2MASS J19170578+3945006,31.71,2.51
2MASS J19170551+3958228,31.71,4.21
2MASS J19170485+4112132,44.85,5.13
2MASS J19170421+5029396,19.39,1.6
2MASS J19170369+4727537,22.12,2.61
2MASS J19170322+4953087,20.35,1.72
2MASS J19170156+4040530,29.17,2.33
2MASS J19165995+3916406,22.43,1.68
2MASS J19165976+4124183,30.63,2.92
2MASS J19165547+4754159,32.15,3.8
2MASS J19165494+4634200,33.99,3.33
2MASS J19165038+5124217,72.35,7.8
2MASS J19164914+5124105,37.97,3.86
2MASS J19164913+3932424,25.58,2.36
2MASS J19164406+4012017,32.15,2.96
2MASS J19164307+5108345,33.06,3.36
2MASS J19162957+3855047,16.52,0.63
2MASS J19162300+4006459,26.3,2.11
2MASS J19162198+3904513,24.36,2.32
2MASS J19162058+4308044,27.01,4.13
2MASS J19162013+4439146,19.12,1.59
2MASS J19161838+4436083,54.08,6.68
2MASS J19161775+4132583,37.19,7.83
2MASS J19161709+4622464,77.54,7.32
2MASS J19161695+4251154,44.85,6.49
2MASS J19161032+4003453,26.3,2.54
2MASS J19160668+4718406,15.64,1.39
2MASS J19160566+3953070,21.81,1.65
2MASS J19160432+3946285,82.53,7
2MASS J19160381+4239154,37.97,4.71
2MASS J19160378+3953109,32.62,3.75
2MASS J19160348+4546232,16,1.73
2MASS J19160268+4603039,32.6,2.44
2MASS J19160166+4305218,35.43,2.91
2MASS J19155940+4612410,2.63,0.17
2MASS J19155808+4544210,38.5,6.05
2MASS J19155514+5049525,29.79,3.23
2MASS J19155417+4647552,10.68,0.79
2MASS J19154951+4446140,22.6,2.8
2MASS J19154926+3912422,35.18,4.69
2MASS J19154918+4628406,26.48,2.95
2MASS J19154830+5019488,36.18,4.16
2MASS J19154777+4219568,37.45,3.04
2MASS J19154546+4716324,37.97,5.28
2MASS J19154485+4253345,35.93,5.18
2MASS J19154122+4958016,29.79,2.76
2MASS J19154003+4608167,18.73,1.87
2MASS J19153863+4042040,32.83,3.37
2MASS J19153511+5025145,0.9,
2MASS J19152891+3948594,26.66,1.87
2MASS J19152722+4724515,33.28,1.98
2MASS J19152634+4942075,20.64,2.06
2MASS J19151823+4452491,51.87,3.44
2MASS J19151777+4312555,17.61,1.75
2MASS J19151699+4305497,29.79,1.55
2MASS J19151598+4826222,27.41,2.84
2MASS J19151548+4214292,45.5,4.41
2MASS J19151449+4742377,7.47,0.49
2MASS J19151153+4455341,40.42,2.72
2MASS J19151005+4807304,22.44,2.38
2MASS J19150965+5140339,3.11,0.22
2MASS J19150930+5101139,37.71,2.75
2MASS J19150500+4939097,39.86,4.07
2MASS J19150401+5008085,25.4,2.73
2MASS J19150341+5046206,31.49,3.23
2MASS J19150194+4130133,43.02,5.48
2MASS J19145929+4240217,16.65,1.88
2MASS J19145045+5138462,24.03,1.66
2MASS J19144963+4950124,37.98,4.42
2MASS J19144706+4249019,16.3,1.11
2MASS J19144691+4116539,36.44,5.02
2MASS J19144604+5024553,27.04,3.02
2MASS J19144518+5038426,22.74,1.95
2MASS J19144408+4821440,39.04,5.8
2MASS J19144379+4023479,14.29,1.07
2MASS J19144335+4217345,43.32,4.18
2MASS J19143914+3943067,17.14,1.88
2MASS J19143873+4253141,43.32,3.11
2MASS J19143853+4630209,24.37,2.12
2MASS J19143047+4717082,35.44,3.99
2MASS J19143006+4551134,33.27,2.31
2MASS J19142938+4029096,54.83,7.2
2MASS J19142887+5012198,21.97,2.16
2MASS J19142869+3951491,20.65,2.34
2MASS J19142666+4631228,0.63,0.05
2MASS J19142515+4938523,17.23,1.54
2MASS J19142306+4600009,19.66,1.77
2MASS J19142053+4616358,31.27,4.03
2MASS J19141955+4046436,25.4,2.61
2MASS J19141631+4027035,31.06,1.89
2MASS J19141372+4758079,44.23,5.44
2MASS J19140873+4759132,47.73,3.79
2MASS J19140753+4546348,28.81,2.06
2MASS J19140719+5052578,30.63,2.75
2MASS J19140718+4123123,32.38,3.97
2MASS J19140571+4616112,23.21,2.07
2MASS J19140449+4701061,5.57,0.19
2MASS J19140143+5149095,2.99,0.2
2MASS J19140010+4340165,38.5,4.6
2MASS J19135894+4019138,21.7,2.37
2MASS J19135884+4750410,1.1,0.07
2MASS J19135773+4615535,24.88,2.41
2MASS J19135744+4542529,36.68,2.44
2MASS J19135739+4648572,27.99,2.68
2MASS J19135531+4033333,24.37,4.67
2MASS J19135483+5053296,16.19,1.15
2MASS J19135405+4045255,39.03,5.58
2MASS J19135340+4643597,26.3,2.34
2MASS J19135309+4753452,18.47,1.98
2MASS J19135262+3948574,32.39,2.59
2MASS J19135228+5117590,25.58,2.79
2MASS J19134769+4039034,45.16,7.12
2MASS J19134616+4310399,26.11,3.53
2MASS J19134552+4949458,19.79,1.57
2MASS J19134467+4343193,18.34,1.52
2MASS J19134323+4103143,29.59,3.06
2MASS J19134073+4545194,43.62,6.6
2MASS J19133876+4603593,39.86,4.31
2MASS J19133863+4626563,20.92,1.99
2MASS J19133757+4719196,39.59,4.23
2MASS J19133563+3828506,22.92,3.02
2MASS J19133522+4032328,47.41,5.86
2MASS J19133443+4814531,30.84,2.46
2MASS J19133073+4635234,30,2.26
2MASS J19132656+4251591,46.75,5.81
2MASS J19132284+4315153,29.38,2.56
2MASS J19131995+4751477,20.78,2.2
2MASS J19131971+4052011,31.71,3.48
2MASS J19131794+4202543,30.21,4.09
2MASS J19131792+4542032,18,1.5
2MASS J19131590+5109194,55.6,7.09
2MASS J19131437+4006220,43.01,3.28
2MASS J19131189+4052173,40.42,6.13
2MASS J19131094+4112568,38.5,1.17
2MASS J19130977+4754180,36.17,4.66
2MASS J19130949+5006504,35.81,1.16
2MASS J19130865+4548357,13.9,1.18
2MASS J19130724+3838423,45.47,5.86
2MASS J19130657+5010245,45.79,8.18
2MASS J19130577+4723495,35.19,4.35
2MASS J19130537+5020559,10.98,0.79
2MASS J19130426+5136534,15.53,1.14
2MASS J19130403+4715536,20.78,1.61
2MASS J19130346+4255100,26.66,2.49
2MASS J19130309+4016019,49.08,3.79
2MASS J19130286+3851350,27.05,2.99
2MASS J19130191+4747276,9.83,0.68
2MASS J19130041+4207061,35.18,2.81
2MASS J19125850+4713594,43.01,5.83
2MASS J19125797+4341073,41.55,3.15
2MASS J19125561+4548528,23.05,1.88
2MASS J19125160+4659297,14.52,1.16
2MASS J19125045+5019017,3.11,0.23
2MASS J19124965+4100089,70.37,11.35
2MASS J19124891+4541578,52.23,3.35
2MASS J19124870+4053096,20.49,1.94
2MASS J19124434+4900259,26.31,2.49
2MASS J19124136+4018314,39.04,3.94
2MASS J19124136+3859527,19.38,1.31
2MASS J19124119+4811191,40.14,5.13
2MASS J19123942+4748562,23.7,1.74
2MASS J19123930+3835157,49.42,9.03
2MASS J19123811+3959242,9.24,0.65
2MASS J19123760+4023192,43.93,5.1
2MASS J19123673+4731109,35.68,5.61
2MASS J19123367+4318071,22.74,2.27
2MASS J19123330+4700525,19.39,1.91
2MASS J19123324+4058103,31.06,2.02
2MASS J19123172+4010479,42.72,6.01
2MASS J19123167+3850031,10.32,0.44
2MASS J19123155+4658288,35.19,5.77
2MASS J19123032+4035309,12.1,0.79
2MASS J19122864+5056175,22.12,2.08
2MASS J19122218+4301377,28.98,2.73
2MASS J19122152+4858235,36.68,5.52
2MASS J19121983+4003384,43.03,3.63
2MASS J19121800+4254500,41.84,3.06
2MASS J19121671+4052317,29.4,3.57
2MASS J19121522+5123347,30.84,3.12
2MASS J19120953+4413115,33.07,3.45
2MASS J19120885+4915440,19.93,1.83
2MASS J19120447+3827031,27.61,3.21
2MASS J19120391+4148303,25.57,1.44
2MASS J19120336+4603534,43.92,6.46
2MASS J19115869+4520095,35.93,4.09
2MASS J19115165+4312403,15.85,1.05
2MASS J19114878+4756540,36.18,4.27
2MASS J19114803+4306337,43.92,6.48
2MASS J19114695+3854537,38.77,4.34
2MASS J19114180+4529066,44.54,6.7
2MASS J19114136+4145252,54.83,8.55
2MASS J19113804+4615586,35.68,1.76
2MASS J19113563+4523065,24.2,2.08
2MASS J19113477+4742379,36.43,4.55
2MASS J19113465+4536232,4.28,0.3
2MASS J19113340+4026359,38.24,5.3
2MASS J19113284+3840427,27.23,2.24
2MASS J19113071+4357587,0.58,0.04
2MASS J19112988+4652591,31.27,3.59
2MASS J19112952+4744562,23.56,2.58
2MASS J19112941+4255219,13.8,1.1
2MASS J19112901+4322295,49.42,5.51
2MASS J19112758+4231097,27.23,3.48
2MASS J19112754+4423133,45.16,8.97
2MASS J19112739+4749580,34.46,6.28
2MASS J19112223+3830442,40.42,4.54
2MASS J19112085+4653322,44.85,5.27
2MASS J19111702+3922013,15.32,1.13
2MASS J19111585+4239128,50.45,4.03
2MASS J19111505+3925539,23.7,2.74
2MASS J19111444+4212310,21.07,1.94
2MASS J19111364+4427397,19.93,1.6
2MASS J19111299+3922210,119.9,
2MASS J19111223+4740363,17.35,1.25
2MASS J19111098+4704149,24.36,1.03
2MASS J19111006+4027127,39.86,4.36
2MASS J19110800+4629550,45.79,3.56
2MASS J19110686+4551282,23.54,2.12
2MASS J19110685+4704426,31.27,2.57
2MASS J19110381+5052386,19.52,1.49
2MASS J19110157+4216079,40.7,6.22
2MASS J19110012+4344139,4.7,0.26
2MASS J19105999+4713207,23.38,1.94
2MASS J19105937+3812576,16.99,1.57
2MASS J19105910+4352203,21.81,2.66
2MASS J19105672+3900215,35.93,4.36
2MASS J19105652+4645538,29.38,2.15
2MASS J19105179+4852020,36.17,4.3
2MASS J19105022+4920488,37.19,2.94
2MASS J19104963+4054378,40.42,3.93
2MASS J19104962+4034588,28.37,5.13
2MASS J19104940+4353032,19.39,1.59
2MASS J19104729+4746510,22.27,1.74
2MASS J19104710+4208448,35.19,4.38
2MASS J19104314+4619044,2.01,0.14
2MASS J19104299+4356137,14.52,0.98
2MASS J19104140+4740520,41.27,6.58
2MASS J19103704+3834531,27.6,2.32
2MASS J19103680+4351484,0.7,0.05
2MASS J19103612+4911437,41.84,5.39
2MASS J19103588+4053569,17.84,1.43
2MASS J19103528+4317494,30,2.44
2MASS J19103216+5111198,35.92,3.03
2MASS J19103018+5055253,27.61,2.56
2MASS J19102961+5029262,17.48,1.57
2MASS J19102938+4353468,49.4,10.13
2MASS J19102849+3840300,40.98,6.54
2MASS J19102790+4938137,40.7,4.22
2MASS J19102487+4659274,13.15,0.97
2MASS J19102466+4929138,8.8,0.65
2MASS J19102353+5037012,22.27,1.84
2MASS J19102171+3939454,22.59,2.37
2MASS J19102143+5053314,14.59,1.32
2MASS J19102048+4355417,53.71,4.58
2MASS J19101749+4937381,23.21,1.89
2MASS J19101690+4547370,24.03,2.28
2MASS J19101597+4618124,19.52,1.49
2MASS J19101544+3945436,45.47,6.4
2MASS J19101399+4922013,0.39,
2MASS J19101097+3813289,42.14,6.28
2MASS J19100994+4943004,25.05,2.19
2MASS J19100942+4914187,32.15,3.57
2MASS J19100909+5115040,22.11,1.75
2MASS J19100897+4855278,46.11,7.25
2MASS J19100740+3801308,43.32,5.14
2MASS J19100599+4744381,40.98,3.78
2MASS J19100506+4617368,20.91,3.93
2MASS J19100252+3922280,42.43,5.93
2MASS J19100081+3846446,40.42,5.26
2MASS J19100021+5118404,23.21,3.37
2MASS J19095755+4614409,37.19,4.48
2MASS J19095643+4716098,26.66,1.96
2MASS J19095495+4305462,21.35,2.35
2MASS J19095487+3949429,25.23,2.07
2MASS J19095225+5118525,25.23,2.23
2MASS J19095134+4843260,19.17,1.63
2MASS J19094820+5042360,21.22,1.53
2MASS J19094815+4619534,22.74,2.13
2MASS J19094810+4048200,43.61,6.12
2MASS J19094302+3915597,33.52,3.18
2MASS J19094282+4743559,44.23,4.65
2MASS J19094152+4241391,26.86,2.17
2MASS J19094139+3802432,119.58,
2MASS J19093978+4353270,26.83,4.68
2MASS J19093768+3923256,0.41,
2MASS J19093473+3833277,0.47,
2MASS J19093204+4638133,14.49,0.95
2MASS J19093003+4411215,20.1,2.57
2MASS J19092819+4749237,17.72,1.65
2MASS J19092602+3928534,10.03,0.71
2MASS J19092545+3901592,31.06,2.36
2MASS J19092458+4243567,52.24,6.64
2MASS J19091993+5114542,20.92,1.57
2MASS J19091731+4346095,47.07,2.92
2MASS J19091716+3923017,49.08,7.29
2MASS J19091581+3954307,15.75,1.2
2MASS J19091576+4321033,24.71,2.95
2MASS J19091541+4310423,15.75,1.27
2MASS J19091331+4745402,26.48,2.62
2MASS J19091290+4635386,36.18,3.27
2MASS J19091139+3847061,42.13,3.71
2MASS J19091136+3859565,21.07,1.51
2MASS J19090666+4149385,25.96,4.65
2MASS J19090492+4722324,26.3,2.89
2MASS J19090463+4400474,27.61,3.02
2MASS J19090197+4840373,19,1.74
2MASS J19085897+4241495,47.08,5.7
2MASS J19085841+3903327,26.48,4.13
2MASS J19085732+4635528,20.63,1.6
2MASS J19085593+4417285,34.46,2.66
2MASS J19085206+4607547,55.7,2.84
2MASS J19085039+3836176,29.79,2.28
2MASS J19084919+4847016,17.96,1.62
2MASS J19084844+4129567,44.23,7.09
2MASS J19084837+4010201,66.57,7.84
2MASS J19084703+4349285,29.79,3.96
2MASS J19084620+4636484,33.06,3.81
2MASS J19084529+3851443,22.58,1.93
2MASS J19084401+4907212,4.4,0.31
2MASS J19083962+4221137,10.46,0.76
2MASS J19083848+3935171,23.87,4.59
2MASS J19083805+4958188,2.04,0.14
2MASS J19083291+4227176,38.24,2.1
2MASS J19083050+3912100,21.81,2.34
2MASS J19083032+4504230,35.93,7.3
2MASS J19082817+3952533,29.59,3.8
2MASS J19082657+3950047,31.3,3.3
2MASS J19082496+3822107,8.98,0.66
2MASS J19082221+4151377,50.11,3.32
2MASS J19081768+4157453,55.6,5.08
2MASS J19081596+4645185,39.31,4.73
2MASS J19081472+4254393,47.73,3.93
2MASS J19081301+4232400,34.46,5.3
2MASS J19081245+4457476,43.02,4.38
2MASS J19081086+3853257,30.42,2.53
2MASS J19081075+4221540,19.93,1.59
2MASS J19080885+3908277,70.86,7.38
2MASS J19080570+3805057,48.06,2.85
2MASS J19080431+3845286,19.25,1.61
2MASS J19080154+3746598,27.61,2.42
2MASS J19075959+5104086,33.52,2.72
2MASS J19075690+4248343,23.86,3.1
2MASS J19075543+4023042,1.57,0.11
2MASS J19075208+4409239,39.04,4.74
2MASS J19075120+4337469,47.73,4.09
2MASS J19074906+4200296,30.42,2.84
2MASS J19074881+4502524,23.87,2.14
2MASS J19074870+3754578,19.79,1.51
2MASS J19074840+4633328,25.76,1.88
2MASS J19074822+4307449,1.09,0.08
2MASS J19074790+4620367,0.62,0.04
2MASS J19074772+3901525,52.6,4.1
2MASS J19074731+4617143,35.68,3.92
2MASS J19074664+4819490,25.05,2.19
2MASS J19074551+3836097,0.53,0.04
2MASS J19074425+3910342,27.04,2.15
2MASS J19074343+4315443,40.42,5.6
2MASS J19074235+4335156,1.9,0.13
2MASS J19074178+4839331,38.5,3.83
2MASS J19074105+4238013,17.84,1.91
2MASS J19073630+3841017,25.06,3.33
