Name,P_rot,P_rot_err,Prot_errm,Prot_errp
KIC 5648509,17.951,,,
KIC 5648491,2.714,,,
KIC 5648400,6.929,,,
KIC 5648350,14.097,,,
KIC 5647960,10.809,,,
KIC 5647662,4.114,,,
KIC 5647463,1.539,,,
KIC 5647432,23.095,,,
KIC 5647107,4.863,,,
KIC 5646687,7.63,,,
KIC 5646300,14.356,,,
KIC 5646176,1.001,,,
KIC 5646170,4.397,,,
KIC 5646001,19.06,,,
KIC 5645927,15.271,,,
KIC 5645796,6.929,,,
KIC 5644966,5.086,,,
KIC 5644133,9.814,,,
KIC 5644060,14.869,,,
KIC 5643801,6.194,,,
KIC 5643711,7.585,,,
KIC 5641933,3.825,,,
KIC 5641801,14.548,,,
KIC 5641606,3.415,,,
KIC 5641273,15.197,,,
KIC 5640782,23.864,,,
KIC 5640438,1.144,,,
KIC 5640166,9.379,,,
KIC 5639794,7.329,,,
KIC 5638654,7.557,,,
KIC 5638494,21.325,,,
KIC 5638429,10.44,,,
KIC 5638002,2.274,,,
KIC 5637994,3.709,,,
KIC 5637591,5.126,,,
KIC 5637468,10.08,,,
KIC 5637317,10.759,,,
KIC 5632313,18.824,,,
KIC 5632274,4.567,,,
KIC 5631970,14.806,,,
KIC 5631042,12.5,,,
KIC 5630676,9.541,,,
KIC 5629465,12.993,,,
KIC 5623991,21.192,,,
KIC 5623538,1.021,,,
KIC 5621194,17.827,,,
KIC 5621180,9.767,,,
KIC 5621105,4.962,,,
KIC 5620809,9.816,,,
KIC 5620711,1.334,,,
KIC 5620591,19.091,,,
KIC 5620470,4.712,,,
KIC 5620329,11.223,,,
KIC 5617801,13.34,,,
KIC 5617426,12.177,,,
KIC 5617102,6.707,,,
KIC 5616540,6.546,,,
KIC 5616471,8.841,,,
KIC 5616432,4.234,,,
KIC 5616412,16.58,,,
KIC 5614003,4.828,,,
KIC 5613405,10.393,,,
KIC 5613039,16.052,,,
KIC 5612641,8.141,,,
KIC 5612508,17.222,,,
KIC 5611966,15.956,,,
KIC 5611572,19.544,,,
KIC 5610815,19.835,,,
KIC 5609774,14.872,,,
KIC 5609753,3.289,,,
KIC 5609190,14.185,,,
KIC 5609183,11.111,,,
KIC 5608986,7.576,,,
KIC 5608479,11.521,,,
KIC 5608478,23.252,,,
KIC 5607906,12.207,,,
KIC 5607520,10.451,,,
KIC 5607395,6.088,,,
KIC 5599683,12.812,,,
KIC 5597401,1.617,,,
KIC 5567711,1.797,,,
KIC 5567685,12.85,,,
KIC 5567130,1.744,,,
KIC 5566839,21.035,,,
KIC 5566775,2.31,,,
KIC 5566531,17.165,,,
KIC 5566277,7.191,,,
KIC 5566223,12.603,,,
KIC 5565731,14.093,,,
KIC 5565606,16.783,,,
KIC 5565247,5.959,,,
KIC 5564111,11.454,,,
KIC 5563780,8.489,,,
KIC 5563209,10.987,,,
KIC 5562776,8.093,,,
KIC 5562735,11.809,,,
KIC 5562457,2.874,,,
KIC 5561963,2.859,,,
KIC 5561695,19.044,,,
KIC 5561188,5.404,,,
KIC 5560853,9.275,,,
KIC 5560850,9.266,,,
KIC 5560731,23.415,,,
KIC 5560691,2.611,,,
KIC 5560273,2.179,,,
KIC 5560269,1.952,,,
KIC 5559935,9.576,,,
KIC 5559903,14.703,,,
KIC 5559280,21.847,,,
KIC 5559057,15.788,,,
KIC 5558914,6.62,,,
KIC 5558542,5.223,,,
KIC 5558498,5.435,,,
KIC 5558191,4.221,,,
KIC 5558152,11.428,,,
KIC 5557472,17.669,,,
KIC 5557251,7.02,,,
KIC 5557222,4.089,,,
KIC 5557167,9.634,,,
KIC 5557151,9.823,,,
KIC 5557145,9.017,,,
KIC 5557006,4.361,,,
KIC 5556976,18.682,,,
KIC 5556463,8.365,,,
KIC 5556425,12.391,,,
KIC 5555629,20.819,,,
KIC 5554798,12.31,,,
KIC 5553633,13.138,,,
KIC 5553445,14.465,,,
KIC 5553362,4.866,,,
KIC 5553327,17.3,,,
KIC 5552801,5.299,,,
KIC 5552552,7.456,,,
KIC 5551779,15.053,,,
KIC 5551698,5.12,,,
KIC 5551661,20.932,,,
KIC 5551555,14.095,,,
KIC 5551222,17.431,,,
KIC 5550330,18.964,,,
KIC 5547482,8.775,,,
KIC 5547013,19.017,,,
KIC 5546767,1.918,,,
KIC 5546502,9.872,,,
KIC 5544985,18.235,,,
KIC 5544866,9.063,,,
KIC 5544637,16.749,,,
KIC 5544545,4.547,,,
KIC 5544356,2.327,,,
KIC 5544227,1.759,,,
KIC 5543966,22.94,,,
KIC 5543745,6.093,,,
KIC 5543483,12.872,,,
KIC 5543332,3.931,,,
KIC 5543056,13.1,,,
KIC 5542888,1.72,,,
KIC 5542732,14.502,,,
KIC 5542496,15.38,,,
KIC 5542491,7.112,,,
KIC 5542211,1.213,,,
KIC 5537188,2.18,,,
KIC 5536388,20.183,,,
KIC 5536266,4.859,,,
KIC 5536250,4.47,,,
KIC 5536038,3.472,,,
KIC 5535735,13.923,,,
KIC 5535212,20.092,,,
KIC 5531939,1.733,,,
KIC 5531826,5.188,,,
KIC 5531657,9.968,,,
KIC 5531560,10.892,,,
KIC 5531281,9.797,,,
KIC 5530576,9.403,,,
KIC 5530420,20.24,,,
KIC 5530330,4.437,,,
KIC 5529408,5.391,,,
KIC 5529084,9.886,,,
KIC 5529014,25.696,,,
KIC 5528773,2.286,,,
KIC 5528318,6.574,,,
KIC 5528100,12.447,,,
KIC 5528061,3.817,,,
KIC 5526020,11.193,,,
KIC 5524901,9.952,,,
KIC 5524851,6.945,,,
KIC 5523937,11.935,,,
KIC 5523571,20.016,,,
KIC 5523513,4.875,,,
KIC 5523471,5.055,,,
KIC 5522339,10.044,,,
KIC 5522145,1.857,,,
KIC 5521644,14.554,,,
KIC 5520736,18.463,,,
KIC 5516671,2.545,,,
KIC 5513586,6.953,,,
KIC 5513266,5.246,,,
KIC 5513074,19.742,,,
KIC 5512558,8.961,,,
KIC 5511752,8.551,,,
KIC 5510966,13.663,,,
KIC 5510898,12.115,,,
KIC 5510843,1.042,,,
KIC 5483179,18.349,,,
KIC 5482420,7.772,,,
KIC 5482415,1.9,,,
KIC 5482330,13.501,,,
KIC 5482295,9.595,,,
KIC 5481482,1.069,,,
KIC 5480766,1.196,,,
KIC 5480528,5.518,,,
KIC 5480481,13.195,,,
KIC 5480164,1.647,,,
KIC 5480080,12.531,,,
KIC 5479971,7.818,,,
KIC 5479950,7.758,,,
KIC 5479106,4.935,,,
KIC 5478788,1.216,,,
KIC 5478337,1.458,,,
KIC 5477872,13.881,,,
KIC 5477601,5.21,,,
KIC 5476920,2.662,,,
KIC 5476544,21.454,,,
KIC 5476473,1.781,,,
KIC 5476299,2.391,,,
KIC 5475958,10.693,,,
KIC 5475795,1.111,,,
KIC 5475786,4.623,,,
KIC 5475346,9.075,,,
KIC 5475187,5.564,,,
KIC 5475158,4.372,,,
KIC 5474872,17.018,,,
KIC 5474812,3.104,,,
KIC 5474672,15.099,,,
KIC 5474533,1.025,,,
KIC 5474416,13.058,,,
KIC 5474298,20.048,,,
KIC 5474205,3.894,,,
KIC 5474120,5.273,,,
KIC 5473615,7.56,,,
KIC 5473611,4.01,,,
KIC 5473443,18.589,,,
KIC 5473157,18.72,,,
KIC 5473087,18.75,,,
KIC 5472950,1.08,,,
KIC 5472644,20.817,,,
KIC 5471960,13.17,,,
KIC 5471519,7.165,,,
KIC 5470767,13.948,,,
KIC 5470641,5.611,,,
KIC 5470620,9.787,,,
KIC 5469863,8.371,,,
KIC 5469748,13.127,,,
KIC 5469721,3.647,,,
KIC 5469689,14.291,,,
KIC 5469562,1.127,,,
KIC 5469501,4.773,,,
KIC 5467710,8.653,,,
KIC 5467219,1.684,,,
KIC 5466770,4.804,,,
KIC 5466397,9.073,,,
KIC 5466243,10.682,,,
KIC 5466012,1.423,,,
KIC 5462125,6.116,,,
KIC 5461756,6.628,,,
KIC 5461699,11.231,,,
KIC 5461481,11.272,,,
KIC 5459562,12.166,,,
KIC 5459300,8.835,,,
KIC 5458882,1.561,,,
KIC 5458458,12.288,,,
KIC 5458428,1.864,,,
KIC 5457393,7.444,,,
KIC 5457388,22.443,,,
KIC 5457374,16.169,,,
KIC 5456359,7.457,,,
KIC 5456247,10.894,,,
KIC 5450428,1.452,,,
KIC 5450166,1.224,,,
KIC 5450114,3.334,,,
KIC 5449288,6.471,,,
KIC 5446881,18.137,,,
KIC 5446798,20.512,,,
KIC 5446681,13.402,,,
KIC 5446657,22.244,,,
KIC 5446586,1.396,,,
KIC 5445867,8.824,,,
KIC 5445520,5.955,,,
KIC 5445340,12.754,,,
KIC 5445334,10.229,,,
KIC 5444940,10.578,,,
KIC 5443980,10.647,,,
KIC 5443444,15.317,,,
KIC 5442973,9.471,,,
KIC 5442880,12.094,,,
KIC 5442808,6.961,,,
KIC 5442580,2.224,,,
KIC 5442026,13.661,,,
KIC 5441028,12.913,,,
KIC 5440674,13.554,,,
KIC 5440165,15.582,,,
KIC 5440042,17.755,,,
KIC 5439722,16.117,,,
KIC 5439384,5.798,,,
KIC 5438471,25.861,,,
KIC 5438179,11.778,,,
KIC 5438146,21.374,,,
KIC 5437849,2.635,,,
KIC 5437613,16.275,,,
KIC 5437459,13.128,,,
KIC 5437200,19.192,,,
KIC 5437025,7.144,,,
KIC 5436887,6,,,
KIC 5436702,12.37,,,
KIC 5436508,2.054,,,
KIC 5431749,5.73,,,
KIC 5431581,19.707,,,
KIC 5430495,22.819,,,
KIC 5429605,15.558,,,
KIC 5429227,11.306,,,
KIC 5428575,14.476,,,
KIC 5427641,3.442,,,
KIC 5427241,19.084,,,
KIC 5397900,2.177,,,
KIC 5397422,9.236,,,
KIC 5397172,12.52,,,
KIC 5396800,11.344,,,
KIC 5396090,3.354,,,
KIC 5395645,1.862,,,
KIC 5395519,17.475,,,
KIC 5395490,4.401,,,
KIC 5395337,7.846,,,
KIC 5395033,2.709,,,
KIC 5393984,1.203,,,
KIC 5393675,2.788,,,
KIC 5393631,1.234,,,
KIC 5393609,8.364,,,
KIC 5393102,7.72,,,
KIC 5392451,5.914,,,
KIC 5391822,8.49,,,
KIC 5391808,7.76,,,
KIC 5391708,10.908,,,
KIC 5390694,1.061,,,
KIC 5390660,17.002,,,
KIC 5390458,1.106,,,
KIC 5389856,1.753,,,
KIC 5389826,20.463,,,
KIC 5389250,7.724,,,
KIC 5389066,2.228,,,
KIC 5388916,18.565,,,
KIC 5388891,1.832,,,
KIC 5388787,11.238,,,
KIC 5388760,7.935,,,
KIC 5388485,6.83,,,
KIC 5388256,15.663,,,
KIC 5388018,8.048,,,
KIC 5387853,11.516,,,
KIC 5387482,5.796,,,
KIC 5387249,4.309,,,
KIC 5387112,10.305,,,
KIC 5386779,14.53,,,
KIC 5386327,19.557,,,
KIC 5385838,6.214,,,
KIC 5385151,2.512,,,
KIC 5385051,14.873,,,
KIC 5384782,12.006,,,
KIC 5384341,13.183,,,
KIC 5383408,3.16,,,
KIC 5383372,5.508,,,
KIC 5380921,4.626,,,
KIC 5380443,8.025,,,
KIC 5376911,3.134,,,
KIC 5376533,11.62,,,
KIC 5374749,17.544,,,
KIC 5373570,13.378,,,
KIC 5373045,16.789,,,
KIC 5372726,13.522,,,
KIC 5372310,1.075,,,
KIC 5372086,10.439,,,
KIC 5372077,2.84,,,
KIC 5372018,6.893,,,
KIC 5371918,21.116,,,
KIC 5371597,3.492,,,
KIC 5370431,1.159,,,
KIC 5369858,1.141,,,
KIC 5369795,5.188,,,
KIC 5369565,17.461,,,
KIC 5369179,13.978,,,
KIC 5368862,9.96,,,
KIC 5364017,13.905,,,
KIC 5363995,22.342,,,
KIC 5361056,7.776,,,
KIC 5360491,4.916,,,
KIC 5360478,6.907,,,
KIC 5360232,7.762,,,
KIC 5359456,11.451,,,
KIC 5359451,11.805,,,
KIC 5358965,9.438,,,
KIC 5358474,20.186,,,
KIC 5358323,1.297,,,
KIC 5358169,8.488,,,
KIC 5358110,10.44,,,
KIC 5357850,22.874,,,
KIC 5357848,8.597,,,
KIC 5357718,11.009,,,
KIC 5357275,3.439,,,
KIC 5356878,4.392,,,
KIC 5356535,2.259,,,
KIC 5356058,7.842,,,
KIC 5355882,8.743,,,
KIC 5354574,15.913,,,
KIC 5353558,3.385,,,
KIC 5353432,9.993,,,
KIC 5352774,24.372,,,
KIC 5352687,5.169,,,
KIC 5352676,13.98,,,
KIC 5352626,9.463,,,
KIC 5352480,11.616,,,
KIC 5352283,18.604,,,
KIC 5352151,7.449,,,
KIC 5352084,10.161,,,
KIC 5351969,15.861,,,
KIC 5351738,7.26,,,
KIC 5351450,12.651,,,
KIC 5351399,22.968,,,
KIC 5351023,11.751,,,
KIC 5350822,8.655,,,
KIC 5350479,13.744,,,
KIC 5350199,16.677,,,
KIC 5350100,3.594,,,
KIC 5349780,3.087,,,
KIC 5345182,10.809,,,
KIC 5344906,11.604,,,
KIC 5344752,11.261,,,
KIC 5343973,15.047,,,
KIC 5341753,11.694,,,
KIC 5340403,11.24,,,
KIC 5309693,4.172,,,
KIC 5309547,1.096,,,
KIC 5309483,15.412,,,
KIC 5308886,6.339,,,
KIC 5308270,8.978,,,
KIC 5307896,3.155,,,
KIC 5307319,6.862,,,
KIC 5307007,16.622,,,
KIC 5306429,1.544,,,
KIC 5306240,17.711,,,
KIC 5305764,4.762,,,
KIC 5305510,1.08,,,
KIC 5305318,14.051,,,
KIC 5305237,15.225,,,
KIC 5305128,1.566,,,
KIC 5304427,11.97,,,
KIC 5304150,19.332,,,
KIC 5302973,2.54,,,
KIC 5302704,9.951,,,
KIC 5302032,12.367,,,
KIC 5301756,10.718,,,
KIC 5301752,11.31,,,
KIC 5301635,7.948,,,
KIC 5301441,13.038,,,
KIC 5301216,21.375,,,
KIC 5300919,8.207,,,
KIC 5300709,5.699,,,
KIC 5299656,7.143,,,
KIC 5299062,5.444,,,
KIC 5298650,12.088,,,
KIC 5298349,2.799,,,
KIC 5297523,5.643,,,
KIC 5297346,9.323,,,
KIC 5296943,1.302,,,
KIC 5296631,19.052,,,
KIC 5296455,2.947,,,
KIC 5296356,9.81,,,
KIC 5295688,1.569,,,
KIC 5295439,14.951,,,
KIC 5295397,6.394,,,
KIC 5295303,15.146,,,
KIC 5295082,15.981,,,
KIC 5295061,20.455,,,
KIC 5290338,4.27,,,
KIC 5288534,3.858,,,
KIC 5287248,14.472,,,
KIC 5286679,24.591,,,
KIC 5286386,17.305,,,
KIC 5286142,15.581,,,
KIC 5285194,7.934,,,
KIC 5283930,15.767,,,
KIC 5283926,1.061,,,
KIC 5283399,10.303,,,
KIC 5283141,8.139,,,
KIC 5281966,4.875,,,
KIC 5281958,12.352,,,
KIC 5281811,21.565,,,
KIC 5281619,6.243,,,
KIC 5280983,1.846,,,
KIC 5273677,13.962,,,
KIC 5273625,2.532,,,
KIC 5273131,23.244,,,
KIC 5272590,1.383,,,
KIC 5272458,3.411,,,
KIC 5271803,1.07,,,
KIC 5271737,8.997,,,
KIC 5271316,10.319,,,
KIC 5271040,13.385,,,
KIC 5270913,9.507,,,
KIC 5269609,14.088,,,
KIC 5269411,14.092,,,
KIC 5268387,8.301,,,
KIC 5268037,12.05,,,
KIC 5267816,15.466,,,
KIC 5266549,15.394,,,
KIC 5266013,14.268,,,
KIC 5265699,3.904,,,
KIC 5265409,13.887,,,
KIC 5264764,12.802,,,
KIC 5264738,15.651,,,
KIC 5264059,24.085,,,
KIC 5263770,15.142,,,
KIC 5263732,11.262,,,
KIC 5263650,8.488,,,
KIC 5263331,8.797,,,
KIC 5262739,13.912,,,
KIC 5262637,9.587,,,
KIC 5260403,1.656,,,
KIC 5260180,19.32,,,
KIC 5255454,11.963,,,
KIC 5254896,1.193,,,
KIC 5254309,14.962,,,
KIC 5254210,15.763,,,
KIC 5221138,19.489,,,
KIC 5220528,4.198,,,
KIC 5220311,9.81,,,
KIC 5219979,7.476,,,
KIC 5219825,25.037,,,
KIC 5219691,5.724,,,
KIC 5219484,8.165,,,
KIC 5219046,15.47,,,
KIC 5218871,3.968,,,
KIC 5218618,3.436,,,
KIC 5218365,7.027,,,
KIC 5217910,3.553,,,
KIC 5217512,10.641,,,
KIC 5217286,4.222,,,
KIC 5216777,13.435,,,
KIC 5216008,7.085,,,
KIC 5215669,4.158,,,
KIC 5215565,13.924,,,
KIC 5215305,13.743,,,
KIC 5215283,16.307,,,
KIC 5215209,16.24,,,
KIC 5214951,7.827,,,
KIC 5213320,1.833,,,
KIC 5213142,2.472,,,
KIC 5212948,19.376,,,
KIC 5212506,9.198,,,
KIC 5211460,4.185,,,
KIC 5210507,8.383,,,
KIC 5209916,4.925,,,
KIC 5209632,4.804,,,
KIC 5209115,4.542,,,
KIC 5208749,12.504,,,
KIC 5208115,10.489,,,
KIC 5206767,1.267,,,
KIC 5202826,3.88,,,
KIC 5201897,10.907,,,
KIC 5200500,19.103,,,
KIC 5199960,2.064,,,
KIC 5198315,3.641,,,
KIC 5197925,14.276,,,
KIC 5197917,6.11,,,
KIC 5197884,9.222,,,
KIC 5197876,9.496,,,
KIC 5197637,8.256,,,
KIC 5197187,17.899,,,
KIC 5196288,7.536,,,
KIC 5195514,20.09,,,
KIC 5195442,4.486,,,
KIC 5195410,4.121,,,
KIC 5194246,3.948,,,
KIC 5193770,5.715,,,
KIC 5193491,16.007,,,
KIC 5193112,21.614,,,
KIC 5192595,2.714,,,
KIC 5192476,3.902,,,
KIC 5192095,12.011,,,
KIC 5186378,8.982,,,
KIC 5186075,16.381,,,
KIC 5185561,19.094,,,
KIC 5185309,14.092,,,
KIC 5184832,15.315,,,
KIC 5184498,11.015,,,
KIC 5184256,8.606,,,
KIC 5183729,11.821,,,
KIC 5183364,13.66,,,
KIC 5183039,11.524,,,
KIC 5182832,7.215,,,
KIC 5182822,15.425,,,
KIC 5182799,21.456,,,
KIC 5182604,13.097,,,
KIC 5181985,13.392,,,
KIC 5181964,14.719,,,
KIC 5181889,13.863,,,
KIC 5181547,8.281,,,
KIC 5180524,12.748,,,
KIC 5179979,1.642,,,
KIC 5179847,13.387,,,
KIC 5179841,5.19,,,
KIC 5179724,10.599,,,
KIC 5179584,18.824,,,
KIC 5179059,11.692,,,
KIC 5178501,10.04,,,
KIC 5177340,6.811,,,
KIC 5177000,11.524,,,
KIC 5176670,17.783,,,
KIC 5176630,16.315,,,
KIC 5176446,2.382,,,
KIC 5176204,14.124,,,
KIC 5175929,11.993,,,
KIC 5175758,12.034,,,
KIC 5175607,1.54,,,
KIC 5175379,17.319,,,
KIC 5172426,10.264,,,
KIC 5172170,20.772,,,
KIC 5171653,4.819,,,
KIC 5171499,10.78,,,
KIC 5171478,11.262,,,
KIC 5171285,24.323,,,
KIC 5171232,4.014,,,
KIC 5168524,11.284,,,
KIC 5167392,2.203,,,
KIC 5165872,17.66,,,
KIC 5165799,6.702,,,
KIC 5131600,7.24,,,
KIC 5131480,2.925,,,
KIC 5131463,6.913,,,
KIC 5131330,10.41,,,
KIC 5131026,9.283,,,
KIC 5130844,6.861,,,
KIC 5129738,5.798,,,
KIC 5128886,8.243,,,
KIC 5128550,8.525,,,
KIC 5128159,2.62,,,
KIC 5128051,10.4,,,
KIC 5127939,13.042,,,
KIC 5127730,28.277,,,
KIC 5127513,12.967,,,
KIC 5127332,16.15,,,
KIC 5125870,3.026,,,
KIC 5125727,14.2,,,
KIC 5124509,13.216,,,
KIC 5123889,1.053,,,
KIC 5123884,13.101,,,
KIC 5122990,15.561,,,
KIC 5122110,16.928,,,
KIC 5121993,12.191,,,
KIC 5121118,8.768,,,
KIC 5121003,3.422,,,
KIC 5120190,3.296,,,
KIC 5119861,20.455,,,
KIC 5115778,1.219,,,
KIC 5115642,5.599,,,
KIC 5115044,4.608,,,
KIC 5113825,17.135,,,
KIC 5112553,5.374,,,
KIC 5112402,4.881,,,
KIC 5110704,5.925,,,
KIC 5110116,17.561,,,
KIC 5110038,1.384,,,
KIC 5108945,7.281,,,
KIC 5107920,15.762,,,
KIC 5107869,10.949,,,
KIC 5107452,10.731,,,
KIC 5107349,25.606,,,
KIC 5106731,5.103,,,
KIC 5106576,4.642,,,
KIC 5106436,23.06,,,
KIC 5105805,13.66,,,
KIC 5105459,8.152,,,
KIC 5105118,15.619,,,
KIC 5098163,6.971,,,
KIC 5097379,1.418,,,
KIC 5097045,7.991,,,
KIC 5096924,26.755,,,
KIC 5096578,15.203,,,
KIC 5096204,14.488,,,
KIC 5094276,13.474,,,
KIC 5094047,13.127,,,
KIC 5093851,16.421,,,
KIC 5093410,20.355,,,
KIC 5093036,13.481,,,
KIC 5091941,16.468,,,
KIC 5091839,9.927,,,
KIC 5090828,7.093,,,
KIC 5090326,11.748,,,
KIC 5089311,20.125,,,
KIC 5089301,19.369,,,
KIC 5088390,3.706,,,
KIC 5088147,3.465,,,
KIC 5087941,10.829,,,
KIC 5087582,19.016,,,
KIC 5084775,8.294,,,
KIC 5084131,4.839,,,
KIC 5083626,8.238,,,
KIC 5083330,1.957,,,
KIC 5083085,23.181,,,
KIC 5080500,5.142,,,
KIC 5079500,12.561,,,
KIC 5042629,12.63,,,
KIC 5042255,8.172,,,
KIC 5041658,8.16,,,
KIC 5040480,8.235,,,
KIC 5040156,13.616,,,
KIC 5039684,2.243,,,
KIC 5039262,7.462,,,
KIC 5039033,5.855,,,
KIC 5038695,1.219,,,
KIC 5038584,1.804,,,
KIC 5038493,3.959,,,
KIC 5037423,6.271,,,
KIC 5037294,7.768,,,
KIC 5037114,2.391,,,
KIC 5035237,8.883,,,
KIC 5034847,2.365,,,
KIC 5034559,18.27,,,
KIC 5034284,6.727,,,
KIC 5034263,7.475,,,
KIC 5033898,1.486,,,
KIC 5033470,13.312,,,
KIC 5033179,8.761,,,
KIC 5033166,4.522,,,
KIC 5032950,10.553,,,
KIC 5032853,6.019,,,
KIC 5032068,13.166,,,
KIC 5031916,4.923,,,
KIC 5024084,2.042,,,
KIC 5024079,15.317,,,
KIC 5023772,16.364,,,
KIC 5021784,6.26,,,
KIC 5021115,8.283,,,
KIC 5019547,5.763,,,
KIC 5019263,2.143,,,
KIC 5018976,1.811,,,
KIC 5018572,22.862,,,
KIC 5018454,15.558,,,
KIC 5017998,1.461,,,
KIC 5017876,10.724,,,
KIC 5016839,12.867,,,
KIC 5016444,7.971,,,
KIC 5016061,4.291,,,
KIC 5015966,5.556,,,
KIC 5015542,2.834,,,
KIC 5015062,10.081,,,
KIC 5009403,19.381,,,
KIC 5009366,6.762,,,
KIC 5009157,4.939,,,
KIC 5008938,4.557,,,
KIC 5008740,7.476,,,
KIC 5008575,12.555,,,
KIC 5008470,7.857,,,
KIC 5008368,14.65,,,
KIC 5008172,9.442,,,
KIC 5007471,19.845,,,
KIC 5006875,10.939,,,
KIC 5006634,7.517,,,
KIC 5006384,13.202,,,
KIC 5005594,8.974,,,
KIC 5005335,12.464,,,
KIC 5005219,7.711,,,
KIC 5003951,6.354,,,
KIC 5003889,13.027,,,
KIC 5003319,6.351,,,
KIC 5001945,15.143,,,
KIC 5001752,1.42,,,
KIC 5000815,20.717,,,
KIC 5000804,10.483,,,
KIC 5000569,11.706,,,
KIC 4999366,19.792,,,
KIC 4997281,18.183,,,
KIC 4997082,9.993,,,
KIC 4996524,18.844,,,
KIC 4995754,5.643,,,
KIC 4995418,12.841,,,
KIC 4994975,15.004,,,
KIC 4994563,13.841,,,
KIC 4994545,13.989,,,
KIC 4994506,2.958,,,
KIC 4990413,11.076,,,
KIC 4989768,6.985,,,
KIC 4953998,13.311,,,
KIC 4953193,1.363,,,
KIC 4952608,1.288,,,
KIC 4952538,20.497,,,
KIC 4952259,3.786,,,
KIC 4952208,7.116,,,
KIC 4951599,13.094,,,
KIC 4951385,18.163,,,
KIC 4951383,20.037,,,
KIC 4951047,5.732,,,
KIC 4950724,4.086,,,
KIC 4950433,13.661,,,
KIC 4950289,4.633,,,
KIC 4950101,11.461,,,
KIC 4949934,6.874,,,
KIC 4949553,1.432,,,
KIC 4949544,17.146,,,
KIC 4949187,5.18,,,
KIC 4948914,15.697,,,
KIC 4948236,10.4,,,
KIC 4948138,12.234,,,
KIC 4948108,18.645,,,
KIC 4948088,14.063,,,
KIC 4947915,16.844,,,
KIC 4947841,2.947,,,
KIC 4947622,14.623,,,
KIC 4946811,7.309,,,
KIC 4946469,5.696,,,
KIC 4946341,2.686,,,
KIC 4946165,6.876,,,
KIC 4945934,3.237,,,
KIC 4945398,15.861,,,
KIC 4944689,7.292,,,
KIC 4941180,17.585,,,
KIC 4940698,4.896,,,
KIC 4939923,6.255,,,
KIC 4939537,4.849,,,
KIC 4936020,12.492,,,
KIC 4935950,12.722,,,
KIC 4935181,2.679,,,
KIC 4934935,8.636,,,
KIC 4934731,13.767,,,
KIC 4933813,9.971,,,
KIC 4933568,24.153,,,
KIC 4933169,11.71,,,
KIC 4932663,1.375,,,
KIC 4932105,9.443,,,
KIC 4931767,16.482,,,
KIC 4931285,11.285,,,
KIC 4931205,17.822,,,
KIC 4931104,7.539,,,
KIC 4930514,2.051,,,
KIC 4929808,8.016,,,
KIC 4929638,3.757,,,
KIC 4929508,15.226,,,
KIC 4927192,6.301,,,
KIC 4926962,1.489,,,
KIC 4922031,13.523,,,
KIC 4921935,10.866,,,
KIC 4921174,7.944,,,
KIC 4921143,20.584,,,
KIC 4920946,13.652,,,
KIC 4920812,11.603,,,
KIC 4920506,9.521,,,
KIC 4919905,4.16,,,
KIC 4919739,11.804,,,
KIC 4919569,12.387,,,
KIC 4919440,15.9,,,
KIC 4919361,15.551,,,
KIC 4919320,11.076,,,
KIC 4919241,20.689,,,
KIC 4919190,23.014,,,
KIC 4919184,12.987,,,
KIC 4919039,11.524,,,
KIC 4918802,2.006,,,
KIC 4918333,19.936,,,
KIC 4918196,4.991,,,
KIC 4918088,9.871,,,
KIC 4917619,13.312,,,
KIC 4917600,14.951,,,
KIC 4917525,4.626,,,
KIC 4917316,17.635,,,
KIC 4917213,7.114,,,
KIC 4917145,9.133,,,
KIC 4917139,15.587,,,
KIC 4916470,9.2,,,
KIC 4915749,14.063,,,
KIC 4914942,10.231,,,
KIC 4914938,10.731,,,
KIC 4914771,13.877,,,
KIC 4914606,3.419,,,
KIC 4914474,9.026,,,
KIC 4913740,14.243,,,
KIC 4913533,4.776,,,
KIC 4913528,15.189,,,
KIC 4912729,21.608,,,
KIC 4909530,11.703,,,
KIC 4909515,7.713,,,
KIC 4909498,9.477,,,
KIC 4909364,20.828,,,
KIC 4908997,13.663,,,
KIC 4908726,18.154,,,
KIC 4908107,19.19,,,
KIC 4907701,17.94,,,
KIC 4907679,22.778,,,
KIC 4907159,1.578,,,
KIC 4904182,1.037,,,
KIC 4902877,15.582,,,
KIC 4902670,7.602,,,
KIC 4902183,7.677,,,
KIC 4902158,2.616,,,
KIC 4864462,4.184,,,
KIC 4864449,5.209,,,
KIC 4864033,9.7,,,
KIC 4863931,3.193,,,
KIC 4863833,13.567,,,
KIC 4863614,1.013,,,
KIC 4862789,22.013,,,
KIC 4862765,4.599,,,
KIC 4862737,11.168,,,
KIC 4862325,17.107,,,
KIC 4862206,3.85,,,
KIC 4861988,14.112,,,
KIC 4861723,10.936,,,
KIC 4860339,6.163,,,
KIC 4860175,7.225,,,
KIC 4859022,4.444,,,
KIC 4858525,1.609,,,
KIC 4857845,1.427,,,
KIC 4857525,5.993,,,
KIC 4857428,16.58,,,
KIC 4857336,15.239,,,
KIC 4857335,7.319,,,
KIC 4856601,4.682,,,
KIC 4852834,18.553,,,
KIC 4852283,4.768,,,
KIC 4851941,9.059,,,
KIC 4851365,5.158,,,
KIC 4850888,4.329,,,
KIC 4850882,2.026,,,
KIC 4850610,18.562,,,
KIC 4850463,4.719,,,
KIC 4847057,2.306,,,
KIC 4846926,1.183,,,
