Name,vsini,e_vsini,prot,e_prot,e_prot(L),e_prot(U)
TIC 220435250,5.48613633,1.486487677,,,,
TIC 38846263,5.486006402,1.755015583,,,,
TIC 300655946,5.485893577,1.301601302,,,,
TIC 38708285,5.485331733,1.313737828,,,,
TIC 391900662,5.48481794,0.69052562,,,,
TIC 293269678,5.484488775,2,,,,
TIC 55525460,5.484438756,1.709752163,,,,
TIC 300706661,5.483174128,2,,,,
TIC 349641401,5.482562625,2,,,,
TIC 391923274,5.478571605,0.807464072,,,,
TIC 349828610,5.477792023,0.522370118,,,,
TIC 177253190,5.477514353,2,,,,
TIC 38517708,5.477424388,0.486155098,,,,
TIC 33839585,5.477176889,2,,,,
TIC 55648274,5.476783167,2,,,,
TIC 38608850,5.476617971,0.540035248,,,,
TIC 167042054,5.476233416,1.983862601,,,,
TIC 167894606,5.476228482,0.465848739,,,,
TIC 167812370,5.47573064,0.820164542,,,,
TIC 177032973,5.475453169,2,,,,
TIC 220411195,5.475006699,2,,,,
TIC 30321156,5.474240303,2,,,,
TIC 231097248,5.473186414,2,,,,
TIC 167123937,5.472907708,1.397342192,,,,
TIC 150438314,5.472572739,1.437764319,,,,
TIC 177285101,5.472362782,2,,,,
TIC 150320546,5.47144496,0.511921316,,,,
TIC 349369449,5.470614979,0.487493547,,,,
TIC 149976646,5.469726356,2,,,,
TIC 167887231,5.46903793,0.753090062,,,,
TIC 141624659,5.468912285,0.542424197,,,,
TIC 364422035,5.467637588,2,,,,
TIC 374943783,5.467453067,0.566447534,,,,
TIC 260541933,5.466560652,2,,,,
TIC 55555785,5.465998058,2,,,,
TIC 141486291,5.465546528,1.636548176,,,,
TIC 38828908,5.463623084,2,,,,
TIC 33864178,5.462447536,0.465381802,,,,
TIC 260638969,5.461737424,0.639507458,,,,
TIC 38423974,5.461670549,1.125002106,,,,
TIC 55851559,5.461486006,1.002181114,,,,
TIC 300009712,5.46036856,2,,,,
TIC 55477864,5.45738151,2,,,,
TIC 55270064,5.456907572,2,,,,
TIC 55273073,5.456658484,0.472105475,,,,
TIC 271641173,5.455124817,0.966543856,,,,
TIC 278824989,5.45424725,0.932473483,,,,
TIC 167896855,5.45424283,2,,,,
TIC 278775323,5.45324666,0.465098265,,,,
TIC 31528728,5.452858667,0.54805869,,,,
TIC 167750508,5.449161445,1.381263174,,,,
TIC 38761853,5.449085005,2,,,,
TIC 349272499,5.447766419,2,,,,
TIC 389796514,5.44669033,2,,,,
TIC 300709190,5.446333667,0.900573401,,,,
TIC 142142602,5.445793304,0.869291249,,,,
TIC 30034869,5.445568651,2,,,,
TIC 55746431,5.445436268,2,,,,
TIC 349192863,5.44529045,1.918485964,,,,
TIC 308451832,5.445092868,2,,,,
TIC 349972047,5.4448814,2,,,,
TIC 349764700,5.443757046,0.803897608,,,,
TIC 381925155,5.443574293,1.200724847,,,,
TIC 349094056,5.443113957,1.589816837,,,,
TIC 358112657,5.44297256,0.566097938,,,,
TIC 29781101,5.441386875,0.801845661,,,,
TIC 260657612,5.438935625,1.732569634,,,,
TIC 260508066,5.437909619,2,,,,
TIC 271905086,5.437777651,1.607987813,,,,
TIC 294099449,5.437767233,1.631538633,,,,
TIC 278824412,5.437412765,0.468729249,,,,
TIC 38510274,5.435872004,1.457191038,,,,
TIC 294274252,5.435811307,0.518835122,,,,
TIC 179582252,5.435509838,2,,,,
TIC 150250169,5.433037006,2,,,,
TIC 167719821,5.432700217,2,,,,
TIC 300446116,5.431953766,0.573962348,,,,
TIC 55601337,5.430771383,2,,,,
TIC 140657709,5.430637355,1.953203301,,,,
TIC 38462522,5.430231466,1.914711917,,,,
TIC 150358772,5.429903627,0.46516332,,,,
TIC 29832604,5.429492857,0.546162954,,,,
TIC 177119290,5.428988137,1.290718019,,,,
TIC 149935007,5.426573575,0.477566571,,,,
TIC 38462618,5.426310848,2,,,,
TIC 38572739,5.425988844,1.495679343,,,,
TIC 150430566,5.425013639,1.511836919,,,,
TIC 260502989,5.423076748,2,,,,
TIC 349155510,5.422983917,2,,,,
TIC 260639518,5.422229675,2,,,,
TIC 38696273,5.422188385,2,,,,
TIC 279573647,5.42197016,2,,,,
TIC 141481030,5.421898271,2,,,,
TIC 300741462,5.421883003,2,,,,
TIC 140664070,5.421690798,0.81054787,,,,
TIC 38601557,5.420536762,0.47366722,,,,
TIC 33880129,5.42012278,1.767269189,,,,
TIC 300239540,5.420081969,2,,,,
TIC 176930822,5.418896369,2,,,,
TIC 271905800,5.41876524,2,,,,
TIC 260637725,5.418307392,0.558646628,,,,
TIC 150302239,5.417150484,1.621689017,,,,
TIC 38710331,5.416923397,1.208631205,,,,
TIC 276787911,5.416673803,0.786884899,,,,
TIC 231083064,5.415800134,2,,,,
TIC 349411520,5.41560653,1.113770487,,,,
TIC 177286609,5.41548234,0.973064542,,,,
TIC 29828413,5.415203472,1.044612796,,,,
TIC 177118959,5.414475785,2,,,,
TIC 350562361,5.414028775,2,,,,
TIC 293270225,5.413169484,2,,,,
TIC 370105405,5.412905989,0.515370884,,,,
TIC 262608973,5.412162495,2,,,,
TIC 150247034,5.411489283,0.837087937,,,,
TIC 150108562,5.410600653,2,,,,
TIC 364588836,5.410210664,2,,,,
TIC 349572849,5.410020676,0.695832627,,,,
TIC 278864539,5.409905727,0.492505535,,,,
TIC 300969596,5.409904782,1.763088921,,,,
TIC 349909365,5.409869047,0.473866383,,,,
TIC 300703578,5.408330608,0.626326297,,,,
TIC 55746549,5.407659337,1.780801965,,,,
TIC 167750479,5.407196974,2,,,,
TIC 231079410,5.406247544,2,,,,
TIC 220460344,5.405960086,2,,,,
TIC 281582749,5.405093365,0.536754071,,,,
TIC 150187254,5.404682735,2,,,,
TIC 294871587,5.403736851,2,,,,
TIC 176985067,5.403728975,2,,,,
TIC 140799136,5.401932483,2,,,,
TIC 30637116,5.401274996,2,,,,
TIC 220414128,5.4004517,2,,,,
TIC 364303728,5.397375166,1.608659693,,,,
TIC 231087946,5.397354594,2,,,,
TIC 38519413,5.396522889,1.557168401,,,,
TIC 55601894,5.396234538,2,,,,
TIC 150164397,5.396106981,0.954482832,,,,
TIC 349057220,5.395840233,2,,,,
TIC 38510138,5.395330704,0.468369879,,,,
TIC 140577084,5.395328202,1.658578637,,,,
TIC 358806726,5.395203194,2,,,,
TIC 279615956,5.394860214,0.543168604,,,,
TIC 176931465,5.394812617,2,,,,
TIC 167655998,5.394325347,0.63721737,,,,
TIC 276940683,5.39412253,2,,,,
TIC 294669229,5.393475689,2,,,,
TIC 358158521,5.393182443,0.670696612,,,,
TIC 279087952,5.392522759,2,,,,
TIC 349788149,5.392310817,1.955112658,,,,
TIC 25153441,5.391968627,0.489008265,,,,
TIC 177284034,5.390931085,2,,,,
TIC 257720104,5.389890025,2,,,,
TIC 370235370,5.389784104,0.913039462,,,,
TIC 293348467,5.389759828,2,,,,
TIC 348994735,5.389250495,0.505147496,,,,
TIC 140757957,5.387197131,1.927011114,,,,
TIC 388180353,5.385811488,0.470958375,,,,
TIC 150190524,5.385650853,2,,,,
TIC 31189567,5.385481743,2,,,,
TIC 38813818,5.383933953,2,,,,
TIC 358111480,5.382490133,2,,,,
TIC 167367807,5.3822132,2,,,,
TIC 279569731,5.379992793,0.616762341,,,,
TIC 55663484,5.379836338,2,,,,
TIC 55651876,5.378741777,0.466881883,,,,
TIC 38827308,5.37866444,2,,,,
TIC 167750619,5.377026578,1.557806027,,,,
TIC 271808961,5.375739911,0.547596965,,,,
TIC 370235740,5.375200626,1.856764837,,,,
TIC 220412189,5.375145369,2,,,,
TIC 29778607,5.375067255,1.220869139,,,,
TIC 38813042,5.372927516,2,,,,
TIC 141471755,5.372906215,0.5670327,,,,
TIC 140755719,5.372278003,1.222984861,,,,
TIC 149630754,5.371596798,0.46907676,,,,
TIC 453100565,5.370227333,2,,,,
TIC 30035243,5.370080651,2,,,,
TIC 38462302,5.369952923,0.731184524,,,,
TIC 348957793,5.369878416,0.464825634,,,,
TIC 381952656,5.368190769,0.681984111,,,,
TIC 300288573,5.367879314,0.631151091,,,,
TIC 30408477,5.366806958,2,,,,
TIC 167719846,5.365729245,0.617490056,,,,
TIC 220458352,5.365561217,1.022744361,,,,
TIC 348898311,5.365060942,1.904111422,,,,
TIC 166975502,5.364928109,0.47335987,,,,
TIC 348843976,5.363979578,2,,,,
TIC 348994909,5.363865812,0.546374192,,,,
TIC 278683273,5.363725329,0.588507862,,,,
TIC 381979858,5.363683081,2,,,,
TIC 141268605,5.363334923,1.639086621,,,,
TIC 167724589,5.36302489,0.721478468,,,,
TIC 231090837,5.36259372,2,,,,
TIC 140662833,5.36194034,2,,,,
TIC 260710395,5.361095034,2,,,,
TIC 167527091,5.360014199,0.482728985,,,,
TIC 140661289,5.359612464,0.46981305,,,,
TIC 33839220,5.359301045,0.607566507,,,,
TIC 349833760,5.359293193,0.901838916,,,,
TIC 177285265,5.358253392,2,,,,
TIC 38696111,5.35793004,0.977765581,,,,
TIC 167420279,5.35786608,0.761850084,,,,
TIC 55851379,5.356372881,2,,,,
TIC 300811915,5.356348653,2,,,,
TIC 370220727,5.355330477,2,,,,
TIC 349272220,5.354846174,2,,,,
TIC 279317774,5.354647871,2,,,,
TIC 260502935,5.354081681,2,,,,
TIC 231072935,5.3533962,2,,,,
TIC 300934135,5.352512139,2,,,,
TIC 38632842,5.352463369,2,,,,
TIC 294272072,5.35184494,2,,,,
TIC 140599972,5.351799736,0.545094673,,,,
TIC 294204894,5.351577178,1.824965032,,,,
TIC 453080848,5.351536826,1.05998844,,,,
TIC 306735257,5.351168555,2,,,,
TIC 38679834,5.350766566,0.571581119,,,,
TIC 350559860,5.350579827,2,,,,
TIC 150189496,5.350286126,0.673873106,,,,
TIC 300164261,5.350040863,0.597637376,,,,
TIC 29760583,5.3493249,0.94596635,,,,
TIC 364424328,5.348824941,1.503169166,,,,
TIC 375033375,5.348772923,0.580699717,,,,
TIC 260658613,5.347709633,1.918753375,,,,
TIC 349305747,5.346803638,2,,,,
TIC 177017812,5.346402722,2,,,,
TIC 55291551,5.346034572,0.466662868,,,,
TIC 150428935,5.345886184,0.466125727,,,,
TIC 348995946,5.345333596,2,,,,
TIC 38683223,5.345065412,0.805170364,,,,
TIC 271726120,5.344653066,2,,,,
TIC 149902775,5.344492094,2,,,,
TIC 294055409,5.344067652,0.666885581,,,,
TIC 140687942,5.342630224,0.99680305,,,,
TIC 370235429,5.342566321,1.446497533,,,,
TIC 348995111,5.341611826,2,,,,
TIC 38708239,5.341556689,2,,,,
TIC 350029263,5.34112038,2,,,,
TIC 177114260,5.3404105,1.177999908,,,,
TIC 231082719,5.339526229,0.655779687,,,,
TIC 271809510,5.339276995,2,,,,
TIC 31268146,5.338919931,0.552166574,,,,
TIC 293219245,5.338586256,2,,,,
TIC 167367091,5.338555267,0.478873587,,,,
TIC 25134567,5.338053296,0.909606839,,,,
TIC 257720777,5.337847716,1.289375977,,,,
TIC 167415721,5.337225551,2,,,,
TIC 279093058,5.336796987,2,,,,
TIC 55525258,5.336773136,0.676097655,,,,
TIC 167305319,5.33667936,1.34679063,,,,
TIC 38695957,5.336450402,1.236792523,,,,
TIC 300652842,5.336374907,2,,,,
TIC 140803331,5.335777933,2,,,,
TIC 167168632,5.334626593,0.596355981,,,,
TIC 391927657,5.331220184,1.824075692,,,,
TIC 350518972,5.330146234,1.975281353,,,,
TIC 231088893,5.3299814,2,,,,
TIC 220460183,5.329824212,0.493052674,,,,
TIC 358709949,5.329304106,1.21993691,,,,
TIC 262608987,5.329073021,0.55065704,,,,
TIC 348894484,5.327916964,1.123706298,,,,
TIC 30266084,5.327911707,2,,,,
TIC 55663975,5.325788595,2,,,,
TIC 176955978,5.325716628,2,,,,
TIC 38573871,5.325133082,2,,,,
TIC 55560237,5.323581021,2,,,,
TIC 141528003,5.322052536,2,,,,
TIC 167042726,5.321968539,1.084713484,,,,
TIC 231090643,5.321931531,2,,,,
TIC 271696047,5.31912699,0.597866975,,,,
TIC 38909361,5.318682578,0.513005389,,,,
TIC 339633388,5.317807343,0.648226786,,,,
TIC 349647167,5.317209159,0.465922393,,,,
TIC 300938299,5.316547208,2,,,,
TIC 349520193,5.315866719,0.549251816,,,,
TIC 391901140,5.315627528,2,,,,
TIC 295073682,5.314863739,2,,,,
TIC 38699581,5.314548378,1.260811017,,,,
TIC 38510329,5.31431507,2,,,,
TIC 260709483,5.312915849,2,,,,
TIC 141710061,5.312037428,2,,,,
TIC 381976558,5.310084563,2,,,,
TIC 349304257,5.307965686,0.468456753,,,,
TIC 349059719,5.30748357,2,,,,
TIC 30718659,5.307295229,2,,,,
TIC 220415275,5.306665492,2,,,,
TIC 167750723,5.305615205,1.597224593,,,,
TIC 278897253,5.30495616,2,,,,
TIC 150141225,5.304462663,2,,,,
TIC 25196463,5.30427643,2,,,,
TIC 358806743,5.303936755,1.10830154,,,,
TIC 220438681,5.303910567,2,,,,
TIC 140608946,5.303377275,0.505999879,,,,
TIC 167367545,5.30333733,2,,,,
TIC 375033213,5.302514589,2,,,,
TIC 149935043,5.302261706,0.496105578,,,,
TIC 167651864,5.300674645,2,,,,
TIC 55557701,5.300492224,0.764421633,,,,
TIC 55272525,5.298677856,2,,,,
TIC 348991084,5.298608347,0.477544336,,,,
TIC 220481295,5.298397473,0.471377959,,,,
TIC 55273382,5.298013207,0.80814531,,,,
TIC 150392220,5.297429712,2,,,,
TIC 55603949,5.297275778,1.431648673,,,,
TIC 340007930,5.296786438,1.391895781,,,,
TIC 29760634,5.296749039,2,,,,
TIC 271795836,5.296631776,0.663877966,,,,
TIC 373527328,5.29641465,0.95355212,,,,
TIC 55557426,5.295518802,1.324245285,,,,
TIC 391903248,5.295486226,2,,,,
TIC 364323766,5.295297458,2,,,,
TIC 349648786,5.295158426,1.776067939,,,,
TIC 358158829,5.29386994,2,,,,
TIC 350443140,5.292120607,0.581945015,,,,
TIC 299944580,5.29209032,2,,,,
TIC 141756213,5.291957399,0.539900616,,,,
TIC 150110192,5.291880835,2,,,,
TIC 38517054,5.291327634,1.113087603,,,,
TIC 349155120,5.291263007,1.672611928,,,,
TIC 389865785,5.290828499,0.466480337,,,,
TIC 350344162,5.290605605,1.189604282,,,,
TIC 349153697,5.289250782,0.880093461,,,,
TIC 300009621,5.289177995,1.714629464,,,,
TIC 30267886,5.287793235,2,,,,
TIC 260640481,5.286099363,1.810292519,,,,
TIC 294153081,5.286082962,1.706107594,,,,
TIC 149930994,5.285697643,0.467406296,,,,
TIC 374860204,5.285538641,0.560015049,,,,
TIC 300655318,5.285376034,1.612547752,,,,
TIC 453096269,5.284658216,2,,,,
TIC 220432160,5.284490519,0.475505929,,,,
TIC 142014255,5.283775649,0.82210434,,,,
TIC 293220069,5.283376584,2,,,,
TIC 271554695,5.282993895,2,,,,
TIC 231083835,5.281197526,0.558594704,,,,
TIC 348841100,5.280764836,0.516874563,,,,
TIC 279356313,5.279998649,2,,,,
TIC 260368482,5.279234951,1.906842701,,,,
TIC 271594769,5.278424762,0.520760748,,,,
TIC 177311890,5.274951736,0.724140391,,,,
TIC 349306470,5.274220469,0.464887216,,,,
TIC 231082245,5.272209472,1.224109043,,,,
TIC 271696495,5.272091581,0.486210827,,,,
TIC 260707989,5.27126041,0.99739304,,,,
TIC 306579834,5.271244489,2,,,,
TIC 349408012,5.270280208,2,,,,
TIC 30470520,5.270034354,0.623667028,,,,
TIC 278824871,5.269965974,1.587329951,,,,
TIC 300448520,5.269335867,2,,,,
TIC 167694349,5.269270567,0.465762986,,,,
TIC 38761440,5.268787044,0.465350657,,,,
TIC 319258166,5.268727621,2,,,,
TIC 300324082,5.268139838,0.466863295,,,,
TIC 167417047,5.267922587,2,,,,
TIC 150189924,5.267532525,2,,,,
TIC 381974261,5.267323011,2,,,,
TIC 300739852,5.267059659,0.637124662,,,,
TIC 220454658,5.266879003,0.837715152,,,,
TIC 271890956,5.266740896,0.465320464,,,,
TIC 358154947,5.266686685,0.561825375,,,,
TIC 29760053,5.264734294,0.543049221,,,,
TIC 140596622,5.26360093,2,,,,
TIC 25196284,5.2635892,1.102737092,,,,
TIC 279251257,5.261556395,2,,,,
TIC 262497523,5.261149332,1.433039481,,,,
TIC 349787593,5.260512017,1.707958861,,,,
TIC 167549848,5.260094608,2,,,,
TIC 177255752,5.258499368,0.46819475,,,,
TIC 271904607,5.25765051,0.46688362,,,,
TIC 167604225,5.256897423,0.497347847,,,,
TIC 167655716,5.25656916,0.581250588,,,,
TIC 177118840,5.25524445,2,,,,
TIC 300239606,5.254004896,0.52740796,,,,
TIC 279482673,5.253422741,0.588701157,,,,
TIC 167814833,5.251556942,2,,,,
TIC 167342784,5.250903093,2,,,,
TIC 260537710,5.250292879,2,,,,
TIC 177171539,5.250074889,2,,,,
TIC 358177589,5.249794909,0.466594253,,,,
TIC 141547830,5.249740101,0.960656835,,,,
TIC 38572974,5.249196159,2,,,,
TIC 220425104,5.248973901,1.218401418,,,,
TIC 38517851,5.248919793,0.616046589,,,,
TIC 364423156,5.248733711,2,,,,
TIC 177022243,5.247610763,2,,,,
TIC 453099738,5.247432065,0.776372881,,,,
TIC 167366196,5.246691488,2,,,,
TIC 149972155,5.246587498,1.010981936,,,,
TIC 299940906,5.245308278,2,,,,
TIC 300562160,5.243758642,0.982223626,,,,
TIC 279055606,5.24371659,2,,,,
TIC 374858462,5.242066721,0.93192516,,,,
TIC 349095016,5.241153641,1.490243102,,,,
TIC 30194399,5.240792934,2,,,,
TIC 391903557,5.2404931,1.633026502,,,,
TIC 167694800,5.240236321,0.872658437,,,,
TIC 141281179,5.239290198,2,,,,
TIC 33880242,5.239272702,1.546176946,,,,
TIC 177349705,5.237893317,0.531650454,,,,
TIC 277017290,5.237025677,0.558391476,,,,
TIC 167891285,5.236279441,0.614457759,,,,
TIC 294098999,5.236230227,0.895666692,,,,
TIC 350433143,5.234311837,0.524628001,,,,
TIC 260653937,5.232327341,0.564241494,,,,
TIC 364422550,5.231944052,2,,,,
TIC 167527307,5.231586417,0.529762263,,,,
TIC 220429111,5.231274865,2,,,,
TIC 220471125,5.231081745,2,,,,
TIC 149631417,5.230468089,2,,,,
TIC 381948899,5.229755006,1.289746952,,,,
TIC 150190691,5.229141182,2,,,,
TIC 350559922,5.228593602,2,,,,
TIC 348960350,5.228442382,2,,,,
TIC 373524217,5.227037318,0.784814428,,,,
TIC 167206626,5.226775635,1.139005237,,,,
TIC 55663141,5.226754078,0.492107181,,,,
TIC 149601156,5.226753525,0.811005155,,,,
TIC 142148950,5.226665483,2,,,,
TIC 167891095,5.226574108,0.744142398,,,,
TIC 150323335,5.2261848,0.995761722,,,,
TIC 231081139,5.224567564,1.634994576,,,,
TIC 38426003,5.224483761,1.675724664,,,,
TIC 38517489,5.224096617,2,,,,
TIC 176935956,5.222972258,2,,,,
TIC 25196521,5.221004846,2,,,,
TIC 348897899,5.219773562,0.469581916,,,,
TIC 279091106,5.219489697,0.756098371,,,,
TIC 453094959,5.219422435,2,,,,
TIC 220421860,5.217721086,0.618219484,,,,
TIC 38761886,5.217719499,0.736703254,,,,
TIC 30403671,5.21756828,2,,,,
TIC 220405220,5.217443873,2,,,,
TIC 389869483,5.217418879,1.069172989,,,,
TIC 29762012,5.216931406,0.464834079,,,,
TIC 294667474,5.215017289,2,,,,
TIC 388129489,5.214439193,0.464827514,,,,
TIC 453079649,5.214144102,0.566275232,,,,
TIC 300443382,5.213696131,0.469820204,,,,
TIC 279157455,5.212941343,2,,,,
TIC 220480967,5.211508675,2,,,,
TIC 382626351,5.211255943,2,,,,
TIC 149539130,5.21037802,0.846059904,,,,
TIC 350142634,5.208203479,2,,,,
TIC 150320712,5.205752157,0.55415162,,,,
TIC 279571026,5.205686709,0.500893253,,,,
TIC 453080061,5.204736018,2,,,,
TIC 38635398,5.202324642,2,,,,
TIC 38423801,5.200171438,2,,,,
TIC 370223119,5.199978074,2,,,,
TIC 300651835,5.198497561,0.693242995,,,,
TIC 391895153,5.197985465,2,,,,
TIC 41233160,5.197028647,2,,,,
TIC 389505394,5.196883773,2,,,,
TIC 279092533,5.195621169,2,,,,
TIC 348960980,5.194995858,0.464852653,,,,
TIC 167044654,5.194845479,0.524744654,,,,
TIC 167749605,5.194325188,0.540823883,,,,
TIC 167042472,5.193081129,2,,,,
TIC 38810867,5.192943125,1.006117446,,,,
TIC 177238387,5.191880225,2,,,,
TIC 382517206,5.191554116,1.885626693,,,,
TIC 349572706,5.191359123,0.660486444,,,,
TIC 38633137,5.190999635,2,,,,
TIC 279481941,5.189930841,0.528468946,,,,
TIC 166969346,5.188438463,0.465594507,,,,
TIC 364591223,5.188214244,0.468405693,,,,
TIC 177351052,5.1880817,0.484256833,,,,
TIC 38813059,5.186893988,2,,,,
TIC 38633349,5.186072203,1.789214209,,,,
TIC 231095496,5.185566093,2,,,,
TIC 177242874,5.18492975,2,,,,
TIC 38570500,5.184904397,1.058019836,,,,
TIC 339669749,5.183987753,2,,,,
TIC 349767833,5.183706813,0.464835714,,,,
TIC 407620769,5.183376511,1.08048981,,,,
TIC 300708250,5.182870799,0.478279124,,,,
TIC 31513956,5.181807792,0.485896361,,,,
TIC 294785485,5.181163584,1.632889039,,,,
TIC 271695581,5.180961706,2,,,,
TIC 177016680,5.18054699,1.393066405,,,,
TIC 167415654,5.180222011,2,,,,
TIC 177352234,5.179743185,2,,,,
TIC 231738987,5.178347098,2,,,,
TIC 149934854,5.176664464,0.792050651,,,,
TIC 364538452,5.176520254,0.472675754,,,,
TIC 220478259,5.176068673,0.832962927,,,,
TIC 349057647,5.176067037,2,,,,
TIC 142143886,5.175435174,2,,,,
TIC 279476069,5.175297131,2,,,,
TIC 388106580,5.174929065,0.502685533,,,,
TIC 33838936,5.174852527,0.900454329,,,,
TIC 177076070,5.174252102,2,,,,
TIC 167042366,5.173013625,2,,,,
TIC 349309475,5.172122336,0.977101984,,,,
TIC 348899935,5.171597562,0.494450811,,,,
TIC 231097186,5.170650212,0.838809359,,,,
TIC 176871828,5.170407717,2,,,,
TIC 150164665,5.16989488,2,,,,
TIC 220477003,5.16971448,0.842734397,,,,
TIC 38699203,5.169655779,2,,,,
TIC 29761804,5.169136912,2,,,,
TIC 389621419,5.168404641,1.386706014,,,,
TIC 31313940,5.167624173,0.52585778,,,,
TIC 370105438,5.167308766,1.534651763,,,,
TIC 271808746,5.167099925,1.143029032,,,,
TIC 306469891,5.166909604,2,,,,
TIC 55273436,5.166202862,0.491271244,,,,
TIC 391925969,5.165848624,0.46484771,,,,
TIC 260635200,5.165592444,2,,,,
TIC 349059308,5.165554079,2,,,,
TIC 388106173,5.162915241,2,,,,
TIC 150187352,5.16258782,2,,,,
TIC 25131760,5.162441401,1.504999936,,,,
TIC 287408257,5.162000133,0.52781664,,,,
TIC 375033634,5.16152295,0.731508762,,,,
TIC 374860614,5.161505899,0.670372327,,,,
TIC 287273304,5.161418774,1.437575303,,,,
TIC 300163693,5.160721701,2,,,,
TIC 141710122,5.160706655,2,,,,
TIC 388106643,5.159309555,1.236736094,,,,
TIC 55500860,5.158022523,0.479817862,,,,
TIC 279954609,5.15741398,2,,,,
TIC 271810430,5.157396775,0.705314806,,,,
TIC 38470334,5.157355725,0.801385028,,,,
TIC 177035811,5.156731651,2,,,,
TIC 231090455,5.156011079,0.679635908,,,,
TIC 220428780,5.155692198,1.933513642,,,,
TIC 167525182,5.154358942,0.704911685,,,,
TIC 38422743,5.152981661,0.573816347,,,,
TIC 25155310,5.151506076,0.473041436,,,,
TIC 31269361,5.151378929,2,,,,
TIC 349096119,5.150609944,2,,,,
TIC 391905238,5.150539788,0.484715893,,,,
TIC 167890991,5.149687221,0.489703231,,,,
TIC 396694704,5.149275381,1.075443533,,,,
TIC 55759794,5.148921742,0.704634219,,,,
TIC 167793630,5.148048588,0.512257469,,,,
TIC 141436215,5.147493231,1.438602444,,,,
TIC 370105522,5.145213584,1.960053517,,,,
TIC 140662515,5.144006771,1.542077034,,,,
TIC 231738722,5.143310114,0.61788983,,,,
TIC 300162424,5.143273062,1.818570565,,,,
TIC 271796176,5.142445035,1.204744564,,,,
TIC 176937262,5.141464022,0.485380584,,,,
TIC 348997961,5.138638565,0.938039131,,,,
TIC 349677553,5.138259729,1.725726061,,,,
TIC 176982701,5.137300291,2,,,,
TIC 294785670,5.137027197,2,,,,
TIC 177177303,5.134447318,2,,,,
TIC 38828793,5.133621598,2,,,,
TIC 38426368,5.13315773,1.576610353,,,,
TIC 220411281,5.132897978,2,,,,
TIC 389619472,5.132734028,1.327524106,,,,
TIC 389446026,5.130851167,1.924098262,,,,
TIC 30270183,5.130148619,0.483390377,,,,
TIC 260605524,5.129992025,0.47784623,,,,
TIC 300159675,5.129572051,0.466183152,,,,
TIC 231080200,5.128190249,0.966945893,,,,
TIC 349055715,5.127683496,2,,,,
TIC 272087221,5.127373948,2,,,,
TIC 38877264,5.126951675,2,,,,
TIC 350029822,5.126695718,2,,,,
TIC 300089241,5.126663845,0.544888886,,,,
TIC 38601162,5.125543694,2,,,,
TIC 141422497,5.125126618,2,,,,
TIC 300706634,5.12428932,1.102253005,,,,
TIC 38815619,5.124080619,2,,,,
TIC 141413307,5.12383269,2,,,,
TIC 38711433,5.123813129,1.56044716,,,,
TIC 271796382,5.123405022,1.176023044,,,,
TIC 375036921,5.122707418,1.882290174,,,,
TIC 453097873,5.122287379,1.220588896,,,,
TIC 167527076,5.121174877,1.117514346,,,,
TIC 140600147,5.121123041,0.899571579,,,,
TIC 167169719,5.119885368,2,,,,
TIC 31413568,5.118248669,0.476747016,,,,
TIC 349156162,5.118016084,2,,,,
TIC 177022274,5.117887011,2,,,,
TIC 33864480,5.117733133,2,,,,
TIC 25134401,5.114995381,2,,,,
TIC 279509999,5.114293829,1.563952917,,,,
TIC 150167874,5.113965871,2,,,,
TIC 349909526,5.113737917,0.493642206,,,,
TIC 38461087,5.113475216,0.532955742,,,,
TIC 140609057,5.113375773,1.013687501,,,,
TIC 38634572,5.112362281,1.348213237,,,,
TIC 391927511,5.112281072,0.728753583,,,,
TIC 176874812,5.112036609,2,,,,
TIC 349788630,5.111823667,2,,,,
TIC 141471781,5.111713152,2,,,,
TIC 38634806,5.110850078,2,,,,
TIC 349647345,5.109886271,0.685053313,,,,
TIC 140599690,5.107578554,0.557961678,,,,
TIC 389791171,5.107337642,2,,,,
TIC 38828597,5.106885121,2,,,,
TIC 30406104,5.106809495,0.789326098,,,,
TIC 453078966,5.1057148,1.396233204,,,,
TIC 349768557,5.101824348,0.58095382,,,,
TIC 349408027,5.101278117,0.894363968,,,,
TIC 349646495,5.100617071,2,,,,
TIC 25153041,5.099884297,0.464879087,,,,
TIC 167418534,5.099491942,2,,,,
TIC 348898031,5.099037402,0.470366137,,,,
TIC 140663885,5.098784884,0.464953295,,,,
TIC 55604793,5.097999631,0.470307911,,,,
TIC 373838549,5.097826582,0.467648833,,,,
TIC 348900289,5.09712495,2,,,,
TIC 30853990,5.09486583,0.709152881,,,,
TIC 176872316,5.090432377,2,,,,
TIC 374858885,5.088471389,0.518543783,,,,
TIC 30636219,5.087190067,0.515137027,,,,
TIC 141422232,5.08698691,1.548029078,,,,
TIC 38510273,5.085690707,2,,,,
TIC 272085385,5.084350214,1.790220165,,,,
TIC 231073505,5.084349683,0.521022356,,,,
TIC 29778605,5.084336222,0.739726659,,,,
TIC 30035258,5.083242517,2,,,,
TIC 348992696,5.083242016,0.464822332,,,,
TIC 391903549,5.082373241,1.06221406,,,,
TIC 300513188,5.081619612,0.465118394,,,,
TIC 294272359,5.081491471,2,,,,
TIC 453080267,5.08078211,0.491249578,,,,
TIC 141547748,5.079502635,2,,,,
TIC 33839617,5.078601437,2,,,,
TIC 167419764,5.077628772,1.551946879,,,,
TIC 374994669,5.076078969,2,,,,
