Name,vsini,e_vsini,prot,e_prot,e_prot(L),e_prot(U)
Kepler-244,1.2,1,,,,
Kepler-243,2.4,1,,,,
Kepler-242,3,1,,,,
Kepler-240,2.8,1,,,,
Kepler-24,25.2,1,,,,
Kepler-239,1.7,1,,,,
Kepler-238,3,1,,,,
Kepler-237,2,1,,,,
Kepler-234,3.5,1,,,,
Kepler-230,0.6,1,,,,
Kepler-23,1.4,1,,,,
Kepler-229,2.1,1,,,,
Kepler-228,2.6,1,,,,
Kepler-227,0.8,1,,,,
Kepler-226,0.6,1,,,,
Kepler-224,2.8,1,,,,
Kepler-223,2.2,1,,,,
Kepler-222,4.2,1,,,,
Kepler-221,4.5,1,,,,
Kepler-220,3.1,1,,,,
Kepler-22,0,1,,,,
Kepler-219,3.5,1,,,,
Kepler-218,1.4,1,,,,
Kepler-217,15,1,,,,
Kepler-216,7.1,1,,,,
Kepler-215,0.6,1,,,,
Kepler-214,6.5,1,,,,
Kepler-213,2.3,1,,,,
Kepler-212,3.8,1,,,,
Kepler-211,2.8,1,,,,
Kepler-210,238,33,,,,
Kepler-209,0.6,1,,,,
Kepler-208,5.1,1,,,,
Kepler-207,5.3,1,,,,
Kepler-206,0.7,1,,,,
Kepler-204,2.6,1,,,,
Kepler-203,2.8,1,,,,
Kepler-202,1.6,1,,,,
Kepler-201,2.7,1,,,,
Kepler-200,1.3,1,,,,
Kepler-20,0,1,,,,
Kepler-199,1.4,1,,,,
Kepler-198,3.1,1,,,,
Kepler-197,0.6,1,,,,
Kepler-196,1.7,1,,,,
Kepler-195,0.4,1,,,,
Kepler-194,0.9,1,,,,
Kepler-193,3.7,1,,,,
Kepler-192,1.3,1,,,,
Kepler-191,1.8,1,,,,
Kepler-190,1.7,1,,,,
Kepler-19,0,1,,,,
Kepler-189,1.8,1,,,,
Kepler-188,2.1,1,,,,
Kepler-187,4.3,1,,,,
Kepler-185,1.2,1,,,,
Kepler-184,0.4,1,,,,
Kepler-183,1.6,1,,,,
Kepler-182,3.6,1,,,,
Kepler-181,2,1,,,,
Kepler-18,0,1,,,,
Kepler-179,1.8,1,,,,
Kepler-178,0.8,1,,,,
Kepler-177,1.7,1,,,,
Kepler-176,1.4,1,,,,
Kepler-175,2.3,1,,,,
Kepler-174,2.1,1,,,,
Kepler-173,3.6,1,,,,
Kepler-172,2.2,1,,,,
Kepler-171,1.5,1,,,,
Kepler-170,1.8,1,,,,
Kepler-17,4.5,1,,,,
Kepler-169,2.7,1,,,,
Kepler-167,2.1,1,,,,
Kepler-1662,3.1,1,,,,
Kepler-166,0.5,1,,,,
Kepler-1657,2.3,1,,,,
Kepler-1656,2.8,1,,,,
Kepler-1655,3,1,,,,
Kepler-1651,168,158,,,,
Kepler-165,1.3,1,,,,
Kepler-164,3.3,1,,,,
Kepler-1636,1.3,1,,,,
Kepler-1635,0.7,1,,,,
Kepler-1625,1.9,1,,,,
Kepler-1622,6.8,1,,,,
Kepler-1620,2.5,1,,,,
Kepler-162,3,1,,,,
Kepler-1619,1.4,1,,,,
Kepler-1618,10.7,1,,,,
Kepler-1617,2,1,,,,
Kepler-1616,9.5,1,,,,
Kepler-1613,6.5,1,,,,
Kepler-161,2.4,1,,,,
Kepler-1607,5.8,1,,,,
Kepler-1605,2.8,1,,,,
Kepler-1604,1.8,1,,,,
Kepler-1602,4.2,1,,,,
Kepler-1601,2.1,1,,,,
Kepler-1600,1.5,1,,,,
Kepler-160,1.3,1,,,,
Kepler-1598,2.7,1,,,,
Kepler-1597,10,1,,,,
Kepler-1593,3.9,1,,,,
Kepler-1590,0.3,1,,,,
Kepler-159,4.4,1,,,,
Kepler-1588,1.2,1,,,,
Kepler-1587,3.5,1,,,,
Kepler-1586,5,1,,,,
Kepler-1583,1.9,1,,,,
Kepler-1581,3.7,1,,,,
Kepler-1580,8.2,1,,,,
Kepler-158,2.6,1,,,,
Kepler-1576,6.4,1,,,,
Kepler-1572,1.8,1,,,,
Kepler-1571,3.1,1,,,,
Kepler-1570,2.1,1,,,,
Kepler-157,1.5,1,,,,
Kepler-1569,6.6,1,,,,
Kepler-1568,3.3,1,,,,
Kepler-1566,0.9,1,,,,
Kepler-1563,3,1,,,,
Kepler-1560,3.5,1,,,,
Kepler-156,2.6,1,,,,
Kepler-1559,2,1,,,,
Kepler-1558,3.7,1,,,,
Kepler-1554,1.9,1,,,,
Kepler-1552,2.5,1,,,,
Kepler-1547,2.7,1,,,,
Kepler-1544,2.9,1,,,,
Kepler-1542,1.1,1,,,,
Kepler-1541,3.8,1,,,,
Kepler-154,1.1,1,,,,
Kepler-1533,7.1,1,,,,
Kepler-1531,6.6,1,,,,
Kepler-1530,2.6,1,,,,
Kepler-153,0.3,1,,,,
Kepler-1525,2.4,1,,,,
Kepler-1523,1.5,1,,,,
Kepler-1521,4.9,1,,,,
Kepler-152,1.7,1,,,,
Kepler-1515,10.7,1,,,,
Kepler-1514,8.1,1,,,,
Kepler-1513,1.5,1,,,,
Kepler-1512,4.6,1,,,,
Kepler-1507,2.8,1,,,,
Kepler-1505,8,1,,,,
Kepler-1501,3.7,1,,,,
Kepler-150,1.8,1,,,,
Kepler-15,2.9,1,,,,
Kepler-1499,3.4,1,,,,
Kepler-149,1.2,1,,,,
Kepler-1488,3.9,1,,,,
Kepler-1485,3.9,1,,,,
Kepler-1482,1.9,1,,,,
Kepler-1479,1,1,,,,
Kepler-1473,2.7,1,,,,
Kepler-147,4.1,1,,,,
Kepler-1466,0.2,1,,,,
Kepler-1464,3.2,1,,,,
Kepler-146,3.6,1,,,,
Kepler-1458,2.3,1,,,,
Kepler-1457,3,1,,,,
Kepler-1452,7.3,1,,,,
Kepler-145,6.7,1,,,,
Kepler-1446,3.8,1,,,,
Kepler-1445,3.6,1,,,,
Kepler-1444,4.9,1,,,,
Kepler-1443,11.6,1,,,,
Kepler-1442,12.8,1,,,,
Kepler-1440,2.4,1,,,,
Kepler-144,6.8,1,,,,
Kepler-1435,9.6,1,,,,
Kepler-1434,10.1,1,,,,
Kepler-143,2.4,1,,,,
Kepler-1428,17.3,1,,,,
Kepler-1425,2.1,1,,,,
Kepler-1424,0.9,1,,,,
Kepler-1421,6.2,1,,,,
Kepler-142,2.1,1,,,,
Kepler-1417,2.8,1,,,,
Kepler-1415,1.6,1,,,,
Kepler-1412,2.4,1,,,,
Kepler-141,1.9,1,,,,
Kepler-1409,3.4,1,,,,
Kepler-1408,5.4,1,,,,
Kepler-140,4.4,1,,,,
Kepler-14,7.4,1,,,,
Kepler-1398,3.3,1,,,,
Kepler-1397,8.2,1,,,,
Kepler-1395,5.2,1,,,,
Kepler-1394,9.9,1,,,,
Kepler-1393,2.3,1,,,,
Kepler-1391,2.7,1,,,,
Kepler-139,1.4,1,,,,
Kepler-1389,2.2,1,,,,
Kepler-1388,2.4,1,,,,
Kepler-1385,2.2,1,,,,
Kepler-1383,6,1,,,,
Kepler-1382,7.5,1,,,,
Kepler-1373,5.4,1,,,,
Kepler-1371,1.5,1,,,,
Kepler-1370,6.3,1,,,,
Kepler-137,0.1,1,,,,
Kepler-1365,1.8,1,,,,
Kepler-1361,1.5,1,,,,
Kepler-136,9.6,1,,,,
Kepler-1359,3.2,1,,,,
Kepler-1352,1.7,1,,,,
Kepler-135,5.5,1,,,,
Kepler-1349,4.2,1,,,,
Kepler-1347,1.6,1,,,,
Kepler-1345,7.5,1,,,,
Kepler-1344,2.4,1,,,,
Kepler-1341,2.5,1,,,,
Kepler-1340,3.1,1,,,,
Kepler-134,2,1,,,,
Kepler-1339,3.2,1,,,,
Kepler-1338,2.3,1,,,,
Kepler-1336,2.5,1,,,,
Kepler-1332,1,1,,,,
Kepler-133,4,1,,,,
Kepler-1328,2,1,,,,
Kepler-1327,1.5,1,,,,
Kepler-1323,4.6,1,,,,
Kepler-132,3.5,1,,,,
Kepler-1316,3,1,,,,
Kepler-1315,2.4,1,,,,
Kepler-1313,6.8,1,,,,
Kepler-1312,7.7,1,,,,
Kepler-1311,1.8,1,,,,
Kepler-1310,1.1,1,,,,
Kepler-131,0.3,1,,,,
Kepler-1300,7,1,,,,
Kepler-130,0.9,1,,,,
Kepler-1298,10.3,1,,,,
Kepler-1293,7.2,1,,,,
Kepler-129,2.9,1,,,,
Kepler-1288,18.1,1,,,,
Kepler-1285,7.4,1,,,,
Kepler-1280,9.1,1,,,,
Kepler-128,6.1,1,,,,
Kepler-1279,7.5,1,,,,
Kepler-1278,4.2,1,,,,
Kepler-1277,1.3,1,,,,
Kepler-1276,6.2,1,,,,
Kepler-1274,6.8,1,,,,
Kepler-1271,4.4,1,,,,
Kepler-1270,3.2,1,,,,
Kepler-127,6.6,1,,,,
Kepler-1269,4.5,1,,,,
Kepler-1266,1.4,1,,,,
Kepler-1264,1.1,1,,,,
Kepler-126,8.7,1,,,,
Kepler-1258,1.2,1,,,,
Kepler-1256,5,1,,,,
Kepler-1253,1.8,1,,,,
Kepler-1248,5.8,1,,,,
Kepler-1240,2.1,1,,,,
Kepler-124,1.3,1,,,,
Kepler-1235,1.1,1,,,,
Kepler-1232,1.3,1,,,,
Kepler-123,5.9,1,,,,
Kepler-1228,2.1,1,,,,
Kepler-1227,1.5,1,,,,
Kepler-1226,5.2,1,,,,
Kepler-1224,5.3,1,,,,
Kepler-1222,1.5,1,,,,
Kepler-122,4,1,,,,
Kepler-1219,5.5,1,,,,
Kepler-1218,2.4,1,,,,
Kepler-1213,3.9,1,,,,
Kepler-1211,2.9,1,,,,
Kepler-1209,6.6,1,,,,
Kepler-12,1.7,1,,,,
Kepler-1199,2.3,1,,,,
Kepler-1197,3.9,1,,,,
Kepler-1194,1.8,1,,,,
Kepler-1193,3.6,1,,,,
Kepler-1179,1,1,,,,
Kepler-1173,1.9,1,,,,
Kepler-117,7.4,1,,,,
Kepler-1169,4.5,1,,,,
Kepler-1164,3.1,1,,,,
Kepler-1163,7.9,1,,,,
Kepler-116,7.9,1,,,,
Kepler-1156,0.8,1,,,,
Kepler-115,3.5,1,,,,
Kepler-1141,3.3,1,,,,
Kepler-114,3.1,1,,,,
Kepler-1139,2.5,1,,,,
Kepler-1130,0.3,1,,,,
Kepler-113,2.2,1,,,,
Kepler-1129,3.1,1,,,,
Kepler-1126,1.4,1,,,,
Kepler-1121,8.8,1,,,,
Kepler-112,0.8,1,,,,
Kepler-1117,2.3,1,,,,
Kepler-1114,1.4,1,,,,
Kepler-111,2.8,1,,,,
Kepler-1107,3.6,1,,,,
Kepler-1104,16.4,1,,,,
Kepler-1103,7.4,1,,,,
Kepler-1100,2.6,1,,,,
Kepler-110,3.3,1,,,,
Kepler-11,0.9,1,,,,
Kepler-1093,11.4,1,,,,
Kepler-1092,212,47,,,,
Kepler-1090,2.2,1,,,,
Kepler-109,2.8,1,,,,
Kepler-1088,3.6,1,,,,
Kepler-1087,1.6,1,,,,
Kepler-1085,1.9,1,,,,
Kepler-1082,1.6,1,,,,
Kepler-1081,1.7,1,,,,
Kepler-108,3.2,1,,,,
Kepler-1072,4.1,1,,,,
Kepler-1071,2.8,1,,,,
Kepler-1070,5.3,1,,,,
Kepler-107,3.1,1,,,,
Kepler-1069,2.7,1,,,,
Kepler-1068,2,1,,,,
Kepler-1067,2.3,1,,,,
Kepler-1066,6,1,,,,
Kepler-1064,1.6,1,,,,
Kepler-1061,4.5,1,,,,
Kepler-106,0.6,1,,,,
Kepler-1055,3.9,1,,,,
Kepler-1054,4,1,,,,
Kepler-1052,3.3,1,,,,
Kepler-1051,10,1,,,,
Kepler-1050,2.5,1,,,,
Kepler-105,2.9,1,,,,
Kepler-1047,4.6,1,,,,
Kepler-1046,4.8,1,,,,
Kepler-1040,2.2,1,,,,
Kepler-104,0,1,,,,
Kepler-1039,3,1,,,,
Kepler-1036,2.3,1,,,,
Kepler-1035,2.7,1,,,,
Kepler-103,3.1,1,,,,
Kepler-1027,3.5,1,,,,
Kepler-1025,4.3,1,,,,
Kepler-1023,1.4,1,,,,
Kepler-1020,1.6,1,,,,
Kepler-102,0.7,1,,,,
Kepler-1017,2,1,,,,
Kepler-1016,1.7,1,,,,
Kepler-1015,18.6,1,,,,
Kepler-1012,2.7,1,,,,
Kepler-101,2.5,1,,,,
Kepler-1008,2.7,1,,,,
Kepler-1005,1.6,1,,,,
Kepler-1004,3.1,1,,,,
Kepler-1003,2,1,,,,
Kepler-1002,7.2,1,,,,
Kepler-1001,2.1,1,,,,
Kepler-1000,17.1,1,,,,
Kepler-100,2.7,1,,,,
Kepler-10,0,1,,,,
Kepler-1,1.3,1,,,,
IRSF J05392077-6902118,126,22,,,,
IRSF J05391675-6903276,425,39,,,,
IRSF J05384106-6906599,106,20,,,,
IRSF J05383202-6902525,138,20,,,,
IRSF J05374670-6909112,91,10,,,,
IRSF J05373989-6905468,345,20,,,,
IRAS F18489+4904,316,68,,,,
IRAS F18481+4834,288,90,,,,
IRAS 20009+4634,229,155,,,,
IRAS 20001+4328,128,95,,,,
IRAS 19584+4659,355,61,,,,
IRAS 19569+4407,313,128,,,,
IRAS 19566+4140,155,84,,,,
IRAS 19541+4824,205,126,,,,
IRAS 19469+4543,145,96,,,,
IRAS 19468+4019,382,46,,,,
IRAS 19437+4128,284,139,,,,
IRAS 19429+4521,372,42,,,,
IRAS 19408+4520,305,108,,,,
IRAS 19400+3935,270,93,,,,
IRAS 19397+4941,191,131,,,,
IRAS 19383+4545,230,155,,,,
IRAS 19375+4316,162,125,,,,
IRAS 19372+4742,177,99,,,,
IRAS 19369+4953,212,95,,,,
IRAS 19358+5046,339,86,,,,
IRAS 19339+4652,321,76,,,,
IRAS 19288+4852,181,159,,,,
IRAS 19286+4115,295,73,,,,
IRAS 19281+3731,246,84,,,,
IRAS 19243+4348,229,149,,,,
IRAS 19242+3700,231,62,,,,
IRAS 19241+3902,369,53,,,,
IRAS 19221+4308,132,117,,,,
IRAS 19214+4520,262,99,,,,
IRAS 19209+4413,227,143,,,,
IRAS 19207+4409,194,125,,,,
IRAS 19194+4808,312,87,,,,
IRAS 19192+3917,179,115,,,,
IRAS 19190+3929,311,71,,,,
IRAS 19141+3913,309,94,,,,
IRAS 19109+3908,343,86,,,,
IRAS 19061+4817,172,103,,,,
IRAS 19036+3730,207,84,,,,
IRAS 18572+4033,265,114,,,,
IRAS 18541+4006,362,32,,,,
IRAS 18523+4903,379,39,,,,
IRAS 18520+4604,224,102,,,,
IRAS 18520+4522,368,81,,,,
IRAS 18491+4458,399,4,,,,
HD 99383,4,2,,,,
HD 98280,16,1,,,,
HD 97916,10.2,2,,,,
HD 97889,139,9,,,,
HD 97125,106,8,,,,
HD 97,4.2,2,,,,
HD 93529,8,2,,,,
HD 88815,45,2,,,,
HD 88230,2.8,1.4,,,,
HD 86986,13,2,,,,
HD 85773,7,2,,,,
HD 84937,5.2,2,,,,
HD 84903,6,2,,,,
HD 83220,8,2,,,,
HD 83212,6,2,,,,
HD 82327,41,2,,,,
HD 79248,44,1,,,,
HD 79211,2.8,1.2,,,,
HD 79210,2.9,1.2,,,,
HD 78913,10,2,,,,
HD 76932,5,2,,,,
HD 76757,116,4,,,,
HD 75469,20,1,,,,
HD 74721,1,2,,,,
HD 6960,33,4,,,,
HD 67959,19,3,,,,
HD 65900,35,3,,,,
HD 63598,4.5,2,,,,
HD 6268,7.5,2,,,,
HD 58552,16,1,,,,
HD 56274,5,2,,,,
HD 5550,17,2,,,,
HD 55075,62,3,,,,
HD 5426,5.2,2,,,,
HD 51929,3,2,,,,
HD 51754,3.5,2,,,,
HD 47863,43,5,,,,
HD 46341,4,2,,,,
HD 45947,28,1,,,,
HD 45282,3,2,,,,
HD 44007,5,2,,,,
HD 4222,38,2,,,,
HD 41076,14,1,,,,
HD 39985,28,3,,,,
HD 39662,163,6,,,,
HD 37788,29,1,,,,
HD 36702,5.6,2,,,,
HD 349726,2.8,1.6,,,,
HD 34328,5.5,2,,,,
HD 34109,190,16,,,,
HD 33266,15,1,,,,
HD 32781,21,2,,,,
HD 31943,6,2,,,,
HD 31134,60,1,,,,
HD 30752,116,8,,,,
HD 30321,132,4,,,,
HD 2924,31,2,,,,
HD 27928,4,2,,,,
HD 274939,3,2,,,,
HD 27026,242,18,,,,
HD 26297,5,2,,,,
HD 26171,40,4,,,,
HD 25704,4.8,2,,,,
HD 25175,55,3,,,,
HD 24289,6.3,2,,,,
HD 2421,14,1,,,,
HD 239960B,4.7,1.5,,,,
HD 23798,6.2,2,,,,
HD 234999,159,63,,,,
HD 234824,182,79,,,,
HD 22879,4.7,2,,,,
HD 227103,127,92,,,,
HD 227011,234,86,,,,
HD 226873,175,54,,,,
HD 226793,125,75,,,,
HD 226700,121,85,,,,
HD 226697,243,33,,,,
HD 226690,156,47,,,,
HD 226556,140,116,,,,
HD 226482,187,68,,,,
HD 226336,227,51,,,,
HD 226306,316,60,,,,
HD 226295,136,100,,,,
HD 226264,223,82,,,,
HD 226262,128,104,,,,
HD 226139,194,51,,,,
HD 226123,259,66,,,,
HD 226068,154,35,,,,
HD 226050,210,69,,,,
HD 226009,265,59,,,,
HD 225986,184,53,,,,
HD 225977,143,100,,,,
HD 225971,208,54,,,,
HD 225948,126,34,,,,
HD 225927,267,81,,,,
HD 225916,261,40,,,,
HD 225906,266,43,,,,
HD 225905,226,63,,,,
HD 225828,228,76,,,,
HD 225785,187,62,,,,
HD 225753,319,106,,,,
HD 225739,138,89,,,,
HD 225704,261,28,,,,
HD 225570,332,33,,,,
HD 225544,133,105,,,,
HD 225531,145,91,,,,
HD 225524,182,48,,,,
HD 225515,136,88,,,,
HD 225511,260,47,,,,
HD 225362,132,56,,,,
HD 222434,5.4,2,,,,
HD 219617,6.2,2,,,,
HD 21661,15,2,,,,
HD 21581,5,2,,,,
HD 215257,3,2,,,,
HD 212038,4.4,2,,,,
HD 208108,28,2,,,,
HD 206739,5.3,2,,,,
HD 204754,19,2,,,,
HD 204543,4,2,,,,
HD 20346,21,2,,,,
HD 201834,30,4,,,,
HD 20149,23,1,,,,
HD 201099,5.3,2,,,,
HD 200973,4.8,2,,,,
HD 200654,4,2,,,,
HD 19978,119,2,,,,
HD 199289,4,2,,,,
HD 199288,5,2,,,,
HD 198552,54,2,,,,
HD 196821,24,3,,,,
HD 194668,163,11,,,,
HD 19445,10,2,,,,
HD 192278,132,85,,,,
HD 192140,122,92,,,,
HD 192031,5,2,,,,
HD 191999,126,101,,,,
HD 191669,131,126,,,,
HD 191157,288,52,,,,
HD 190655,5.3,1,,,,
HD 19065,39,3,,,,
HD 190586,184,113,,,,
HD 190569,131,106,,,,
HD 190293,190,69,,,,
HD 190191,123,100,,,,
HD 189917,213,66,,,,
HD 189795,278,47,,,,
HD 189558,5.2,2,,,,
HD 189159,124,107,,,,
HD 188910,139,110,,,,
HD 188890,128,97,,,,
HD 188832,237,69,,,,
HD 188385,119,11,,,,
HD 18778,26,3,,,,
HD 187340,15,1,,,,
HD 187119,142,128,,,,
HD 186997,228,52,,,,
HD 186744,164,44,,,,
HD 186568,20,1,,,,
HD 186465,243,61,,,,
HD 186377,16,1,,,,
HD 186019,151,88,,,,
HD 185374,4.7,1,,,,
HD 184711,8.2,2,,,,
HD 184629,196,156,,,,
HD 184266,8.5,2,,,,
HD 184147,226,43,,,,
HD 184086,204,66,,,,
HD 184023,177,36,,,,
HD 183955,122,98,,,,
HD 183829,249,55,,,,
HD 18369,131,4,,,,
HD 183204,292,50,,,,
HD 182952,126,86,,,,
HD 182691,76,1,,,,
HD 182192,239,71,,,,
HD 181902,208,57,,,,
HD 181826,176,43,,,,
HD 181491,149,100,,,,
HD 181068,13.6,,,,,
HD 180374,125,125,,,,
HD 179626,4,2,,,,
HD 179588,32,3,,,,
HD 179260,122,26,,,,
HD 179070,7.3,1,,,,
HD 179069,202,66,,,,
HD 178306,121,103,,,,
HD 178089,22,2,,,,
HD 177061,241,131,,,,
HD 176845,123,157,,,,
HD 176693,2.8,1,,,,
HD 175289,13,1,,,,
HD 175179,4.4,2,,,,
HD 174567,15,2,,,,
HD 174262,134,4,,,,
HD 174177,73,2,,,,
HD 173664,74,4,,,,
HD 172864,124,17,,,,
HD 172728,30,2,,,,
HD 171496,7,2,,,,
HD 169981,16,1,,,,
HD 169111,109,5,,,,
HD 16861,18,2,,,,
HD 16855,26,2,,,,
HD 16769,40,2,,,,
HD 165358,124,6,,,,
HD 163810,6,2,,,,
HD 163799,5.2,2,,,,
HD 16350,22,3,,,,
HD 162132,39,3,,,,
HD 161941,34,1,,,,
HD 161770,5.8,2,,,,
HD 160617,6.2,2,,,,
HD 159834,18,2,,,,
HD 159482,5,2,,,,
HD 159082,21,1,,,,
HD 158809,5,2,,,,
HD 158716,15,1,,,,
HD 158261,17,1,,,,
HD 157881,2.8,1.1,,,,
HD 157087,15,1,,,,
HD 156653,45,2,,,,
HD 15633,36,4,,,,
HD 155102,38,1,,,,
HD 154228,44,2,,,,
HD 149996,5,2,,,,
HD 149414,5,2,,,,
HD 148816,5.7,2,,,,
HD 148704,6.2,2,,,,
HD 147550,15,1,,,,
HD 14622,43,2,,,,
HD 145788,16,1,,,,
HD 145598,5,2,,,,
HD 145417,5,2,,,,
HD 14272,17,2,,,,
HD 14171,26,2,,,,
HD 141653,109,6,,,,
HD 140283,5,2,,,,
HD 139493,198,3,,,,
HD 137928,38,1,,,,
HD 13780,10,2,,,,
HD 136316,4,2,,,,
HD 134169,5.2,2,,,,
HD 133994,66,2,,,,
HD 132475,5,2,,,,
HD 132145,15,1,,,,
HD 132029,62,5,,,,
HD 130817,19,1,,,,
HD 130095,7,2,,,,
HD 12884,114,5,,,,
HD 128279,5,2,,,,
HD 127304,14,1,,,,
HD 126238,5,2,,,,
HD 125111,15,1,,,,
HD 124931,68,2,,,,
HD 122956,8,2,,,,
HD 122563,5,2,,,,
HD 121261,5,2,,,,
HD 118055,5,2,,,,
HD 117880,16.5,2,,,,
HD 115709,64,6,,,,
HD 115227,129,4,,,,
HD 113083,4.5,2,,,,
HD 111980,4,2,,,,
HD 111777,5,2,,,,
HD 111721,5,2,,,,
HD 110184,4,2,,,,
HD 109860,74,1,,,,
HD 107655,47,4,,,,
HD 106304,5,2,,,,
HD 104893,6,2,,,,
HD 103545,5.7,2,,,,
HD 101063,5,2,,,,
HAT 199-35000,161,77,,,,
HAT 199-28363,177,122,,,,
HAT 199-22082,277,33,,,,
HAT 199-21354,334,56,,,,
HAT 199-16627,133,120,,,,
HAT 199-14209,132,96,,,,
HAT 199-12392,251,32,,,,
HAT 199-08841,339,53,,,,
HAT 199-07607,210,134,,,,
HAT 199-06296,378,18,,,,
HAT 199-03874,273,100,,,,
HAT 199-00485,350,54,,,,
HAT 199-00391,260,85,,,,
GSC 03562-00961,127,103,,,,
GSC 03145-01147,129,93,,,,
GPM 281.035929+45.175354,257,154,,,,
G 99-49,7.39,0.8,,,,
G 89-32,7.9,2.1,,,,
G 51-15,8.1,1.1,,,,
G 258-33,14.6,1,,,,
G 24-16,32,2,,,,
G 208-45,6.8,1.9,,,,
G 205-48,290,120,,,,
FBS 1858+411,312,60,,,,
EM* StHA 166,275,86,,,,
CPD-69 470,65,10,,,,
Cl* NGC 6811 SAN 97,150,50,,,,
Cl* NGC 6811 SAN 79,122,33,,,,
Cl* NGC 6811 SAN 206,241,35,,,,
Cl* NGC 6811 SAN 161,192,49,,,,
Cl* NGC 6811 SAN 144,147,43,,,,
Cl* NGC 6811 SAN 113,131,49,,,,
Cl* NGC 2070 SMB 84,278,30,,,,
Cl* NGC 2070 SMB 81,162,30,,,,
Cl* NGC 2070 SMB 55,133,30,,,,
Cl* NGC 2070 SMB 455,193,30,,,,
Cl* NGC 2070 SMB 414,93,20,,,,
Cl* NGC 2070 SMB 401,241,30,,,,
Cl* NGC 2070 SMB 384,82,30,,,,
Cl* NGC 2070 SMB 365,220,60,,,,
Cl* NGC 2070 SMB 347,159,30,,,,
Cl* NGC 2070 SMB 346,196,30,,,,
Cl* NGC 2070 SMB 343,98,20,,,,
Cl* NGC 2070 SMB 333,77,20,,,,
Cl* NGC 2070 SMB 318,92,20,,,,
Cl* NGC 2070 SMB 309,189,30,,,,
Cl* NGC 2070 SMB 294,58,8,,,,
Cl* NGC 2070 SMB 293,93,30,,,,
Cl* NGC 2070 SMB 267,91,30,,,,
Cl* NGC 2070 SMB 265,101,20,,,,
Cl* NGC 2070 SMB 239,66,20,,,,
Cl* NGC 2070 SMB 233,122,20,,,,
Cl* NGC 2070 SMB 226,281,30,,,,
Cl* NGC 2070 SMB 224,62,20,,,,
Cl* NGC 2070 SMB 218,434,32,,,,
Cl* NGC 2070 SMB 213,108,20,,,,
Cl* NGC 2070 SMB 209,200,30,,,,
Cl* NGC 2070 SMB 206,194,30,,,,
Cl* NGC 2070 SMB 194,198,30,,,,
Cl* NGC 2070 SMB 175,91,30,,,,
Cl* NGC 2070 SMB 174,76,20,,,,
Cl* NGC 2070 SMB 171,94,30,,,,
Cl* NGC 2070 SMB 158,218,30,,,,
Cl* NGC 2070 SMB 143,145,30,,,,
Cl* NGC 2070 SMB 138,145,30,,,,
Cl* NGC 2070 SMB 131,277,30,,,,
Cl* NGC 2070 SMB 124,180,30,,,,
Cl* NGC 2070 SMB 118,60,20,,,,
Cl* NGC 2070 MH 986,91,20,,,,
Cl* NGC 2070 MH 917,97,30,,,,
Cl* NGC 2070 MH 17,120,20,,,,
Cl* NGC 2070 MH 123,106,20,,,,
Cl* NGC 2070 MH 1003,87,20,,,,
Cl* NGC 2070 MEL 80,72,9,,,,
Cl* NGC 2070 MEL 59a,128,20,,,,
Cl* NGC 2070 MEL 58,134,20,,,,
Cl* NGC 2070 MEL 55,230,30,,,,
Cl* NGC 2070 MEL 47,200,30,,,,
Cl* NGC 2070 MEL 27b,102,20,,,,
Cl* NGC 2070 MEL 27,76,16,,,,
Cl* NGC 2070 MEL 25,149,30,,,,
Cl* NGC 2070 MEL 23,97,30,,,,
CD-24 1782,8,2,,,,
Brey 74a,356,30,,,,
BI 253,445,30,,,,
BD-11 3759,2.7,1.6,,,,
BD-10 548,4,2,,,,
BD-09 5831,3,2,,,,
BD-01 2582,10,2,,,,
BD-01 1792,4.6,2,,,,
BD+51 2502,121,73,,,,
BD+49 3106,228,63,,,,
BD+49 3093,128,100,,,,
BD+49 3019,165,80,,,,
BD+48 2973,260,45,,,,
BD+48 2952,204,50,,,,
BD+48 2912,205,59,,,,
BD+48 2893,0,1,,,,
BD+48 2854,149,51,,,,
BD+48 2781,279,51,,,,
BD+47 2971,210,48,,,,
BD+47 2936,3.2,1,,,,
BD+47 2925,241,79,,,,
BD+47 2846,5.2,1,,,,
BD+47 2698,121,42,,,,
BD+46 2791,169,151,,,,
BD+46 2763,155,81,,,,
BD+46 2731,202,44,,,,
BD+46 2726,2.4,1,,,,
BD+46 2678,256,64,,,,
BD+46 2612,172,67,,,,
BD+46 2597,10.8,1,,,,
BD+45 2977,145,33,,,,
BD+45 2960,7.8,1,,,,
BD+45 2954,195,60,,,,
BD+45 2889,203,78,,,,
BD+45 2860,5.3,1,,,,
BD+44 3222,218,49,,,,
BD+44 3156,198,78,,,,
BD+44 3113,153,45,,,,
BD+44 3084,213,38,,,,
BD+44 3074,232,61,,,,
BD+44 3063,132,92,,,,
BD+44 3020,0,1,,,,
BD+44 2051B,7.7,1.7,,,,
BD+43 3384,174,99,,,,
BD+43 3383,238,43,,,,
BD+43 3371,206,44,,,,
BD+43 3199,224,82,,,,
BD+42 3558,224,79,,,,
BD+42 3527,227,89,,,,
BD+42 3456,192,57,,,,
BD+42 3451,159,119,,,,
BD+42 3433,156,57,,,,
BD+42 3365,137,41,,,,
BD+42 3250,169,149,,,,
BD+42 3227,214,55,,,,
BD+41 3476B,174,52,,,,
BD+41 3389,191,74,,,,
BD+41 3376,309,31,,,,
