Name,prot,e_prot
TYC 2717-351-1,1.18113,
TYC 2717-1970-1,0.934239,
TYC 2717-138-1,0.944724,
TYC 2717-1271-1,1.04543,
TYC 2717-1131-1,0.896114,
TYC 2717-1109-1,1.78085,
TYC 2716-680-1,29.5334,
TYC 2716-59-1,0.626924,
TYC 2716-388-1,1.15282,
TYC 2716-281-1,8.69263,
TYC 2716-270-1,47.641701,
TYC 2716-26-1,37.133301,
TYC 2716-255-1,45.495899,
TYC 2716-2533-1,8.26583,
TYC 2716-2440-1,32.372898,
TYC 2716-2412-1,0.532136,
TYC 2716-228-1,47.641701,
TYC 2716-1714-1,0.729208,
TYC 2716-163-1,45.495899,
TYC 2716-1366-1,0.66011,
TYC 2716-1127-1,15.0308,
TYC 2716-1002-1,0.717808,
TYC 2715-742-1,0.635203,
TYC 2715-3937-1,0.719342,
TYC 2715-389-1,1.02945,
TYC 2715-3509-1,0.5244,
TYC 2715-308-1,1.18251,
TYC 2715-2909-1,17.658501,
TYC 2715-284-1,50,
TYC 2715-2790-1,1.16344,
TYC 2715-2397-1,20.955601,
TYC 2715-2330-1,8.61846,
TYC 2714-962-1,0.971997,
TYC 2714-95-1,1.18668,
TYC 2714-433-1,0.765111,
TYC 2714-391-1,15.2579,
TYC 2714-2646-1,45.495899,
TYC 2714-2448-1,0.664889,
TYC 2714-2225-1,1.08706,
TYC 2714-2184-1,0.921455,
TYC 2714-2057-1,29.5334,
TYC 2714-1991-1,28.694401,
TYC 2714-1954-1,16.7785,
TYC 2714-1940-1,14.1864,
TYC 2714-1884-1,47.641701,
TYC 2714-1773-1,8.92299,
TYC 2714-177-1,26.441,
TYC 2714-1360-1,9.33533,
TYC 2714-1313-1,0.963651,
TYC 2714-1242-1,50,
TYC 2714-1232-1,28.694401,
TYC 2714-1201-1,0.95095,
TYC 2713-878-1,0.88512,
TYC 2713-649-1,0.57549,
TYC 2713-570-1,2.64978,
TYC 2713-2814-1,2.44457,
TYC 2713-2761-1,1.86296,
TYC 2713-2701-1,0.742065,
TYC 2713-2343-1,1.02945,
TYC 2713-2067-1,0.562354,
TYC 2713-2060-1,28.694401,
TYC 2713-2015-1,7.58323,
TYC 2713-1416-1,13.6129,
TYC 2712-986-1,1.02736,
TYC 2712-907-1,7.64059,
TYC 2712-845-1,45.495899,
TYC 2712-830-1,0.649916,
TYC 2712-77-1,50,
TYC 2712-55-1,50,
TYC 2712-516-1,29.5334,
TYC 2712-302-1,1.0305,
TYC 2712-2666-1,25.7666,
TYC 2712-261-1,50,
TYC 2712-2499-1,16.239,
TYC 2712-2356-1,33.444801,
TYC 2712-2324-1,0.505505,
TYC 2712-2255-1,0.585837,
TYC 2712-2232-1,35.816601,
TYC 2712-2135-1,1.13724,
TYC 2712-1872-1,0.929938,
TYC 2712-1834-1,2.7965,
TYC 2712-1616-1,45.495899,
TYC 2712-1558-1,1.06081,
TYC 2712-1311-1,0.813809,
TYC 2712-1201-1,1.06641,
TYC 2712-1014-1,0.923139,
TYC 2711-87-1,43.535,
TYC 2711-733-1,0.630839,
TYC 2711-460-1,33.444801,
TYC 2711-361-1,13.2556,
TYC 2711-348-1,0.578456,
TYC 2711-326-1,5.04541,
TYC 2711-2949-1,1.02423,
TYC 2711-1984-1,1.63924,
TYC 2711-1858-1,47.641701,
TYC 2711-1742-1,1.10854,
TYC 2711-150-1,0.958166,
TYC 2711-1438-1,21.8627,
TYC 2711-1189-1,1.68294,
TYC 2711-1187-1,0.950056,
TYC 2710-948-1,1.15545,
TYC 2710-925-1,0.912301,
TYC 2710-866-1,0.95095,
TYC 2710-803-1,2.8926,
TYC 2710-667-1,50,
TYC 2710-642-1,1.87333,
TYC 2710-586-1,0.96827,
TYC 2710-2486-1,13.4318,
TYC 2710-2423-1,38.550499,
TYC 2710-240-1,0.961816,
TYC 2710-206-1,0.761649,
TYC 2710-2044-1,0.632419,
TYC 2710-1851-1,0.916439,
TYC 2710-1801-1,0.964571,
TYC 2710-1633-1,10.3918,
TYC 2710-1577-1,1.38902,
TYC 2710-1349-1,2.17599,
TYC 2710-1082-1,0.919777,
TYC 2709-907-1,0.664015,
TYC 2709-842-1,0.972933,
TYC 2709-640-1,11.1982,
TYC 2709-440-1,8.33403,
TYC 2709-2677-1,43.535,
TYC 2709-2212-1,0.650335,
TYC 2709-2066-1,11.1982,
TYC 2709-1893-1,1.75,
TYC 2709-1595-1,0.757083,
TYC 2709-1586-1,0.719854,
TYC 2709-1535-1,1.02527,
TYC 2709-1480-1,2.29986,
TYC 2709-1434-1,1.05306,
TYC 2709-1387-1,1.23454,
TYC 2709-1131-1,0.719854,
TYC 2709-1099-1,0.522772,
TYC 2709-1087-1,1.11712,
TYC 2708-963-1,11.7178,
TYC 2708-847-1,0.526039,
TYC 2708-621-1,0.638415,
TYC 2708-2675-1,47.641701,
TYC 2708-2406-1,2.29986,
TYC 2708-2202-1,1.12084,
TYC 2708-2127-1,0.955447,
TYC 2708-2121-1,35.816601,
TYC 2708-1914-1,38.550499,
TYC 2708-1497-1,0.961816,
TYC 2708-1345-1,0.532697,
TYC 2707-989-1,1.0232,
TYC 2707-835-1,0.962733,
TYC 2707-823-1,0.925677,
TYC 2707-323-1,1.13981,
TYC 2707-310-1,10.0806,
TYC 2707-2524-1,37.133301,
TYC 2707-2514-1,1.27345,
TYC 2707-2425-1,29.5334,
TYC 2707-23-1,0.871376,
TYC 2707-2268-1,0.869875,
TYC 2707-2267-1,12.9166,
TYC 2707-2142-1,0.51321,
TYC 2707-2128-1,6.86201,
TYC 2707-190-1,0.650754,
TYC 2707-1807-1,1.0422,
TYC 2707-1719-1,43.535,
TYC 2707-1593-1,1.0422,
TYC 2707-158-1,0.778677,
TYC 2707-1531-1,18.986099,
TYC 2707-1528-1,0.565819,
TYC 2707-1382-1,0.56709,
TYC 2707-1227-1,18.986099,
TYC 2707-1195-1,0.577134,
TYC 2707-1023-1,0.505505,
TYC 2706-963-1,0.951846,
TYC 2706-894-1,0.547124,
TYC 2706-751-1,0.651593,
TYC 2706-617-1,1.02113,
TYC 2706-565-1,9.42241,
TYC 2706-540-1,4.67202,
TYC 2706-506-1,24.5158,
TYC 2706-3503-1,1.02216,
TYC 2706-3474-1,5.48366,
TYC 2706-3349-1,1.16883,
TYC 2706-32-1,0.883572,
TYC 2706-3186-1,2.27397,
TYC 2706-3118-1,0.634007,
TYC 2706-3111-1,29.5334,
TYC 2706-2800-1,1.72313,
TYC 2706-2324-1,0.97013,
TYC 2706-2151-1,19.3498,
TYC 2706-2082-1,1.63658,
TYC 2706-1984-1,12.7535,
TYC 2706-1764-1,0.954545,
TYC 2706-1472-1,0.505505,
TYC 2706-1255-1,0.961816,
TYC 2706-120-1,0.958166,
TYC 2705-968-1,33.444801,
TYC 2705-638-1,45.495899,
TYC 2705-461-1,1.04652,
TYC 2705-446-1,0.508303,
TYC 2705-400-1,1.02631,
TYC 2705-375-1,1.02113,
TYC 2705-329-1,0.97013,
TYC 2705-3226-1,27.9018,
TYC 2705-2901-1,22.8519,
TYC 2705-2853-1,0.878959,
TYC 2705-265-1,15.2579,
TYC 2705-2355-1,1.09294,
TYC 2705-2066-1,0.782901,
TYC 2705-1992-1,0.625371,
TYC 2705-1696-1,19.7278,
TYC 2705-1419-1,47.641701,
TYC 2705-1318-1,0.964571,
TYC 2704-44-1,0.972933,
TYC 2704-4-1,1.62082,
TYC 2704-2378-1,1.62604,
TYC 2704-1809-1,0.621523,
TYC 2704-1182-1,38.550499,
TYC 2704-1061-1,8.61846,
TYC 2704-103-1,1.81934,
TYC 2703-952-1,0.964571,
TYC 2703-907-1,0.94296,
TYC 2703-785-1,1.20078,
TYC 2703-62-1,1.80633,
TYC 2703-516-1,0.964571,
TYC 2703-178-1,35.816601,
TYC 2703-1721-1,38.550499,
TYC 2703-1691-1,25.7666,
TYC 2703-1606-1,20.955601,
TYC 2703-1271-1,33.444801,
TYC 2703-1265-1,0.617722,
TYC 2703-1243-1,0.895319,
TYC 2703-1080-1,0.758219,
TYC 2702-952-1,2.81992,
TYC 2702-819-1,0.592017,
TYC 2702-498-1,3.52933,
TYC 2702-399-1,1.08823,
TYC 2702-278-1,0.624598,
TYC 2702-2734-1,0.581118,
TYC 2702-2693-1,0.938579,
TYC 2702-2056-1,45.495899,
TYC 2702-1987-1,1.0232,
TYC 2702-1868-1,6.77002,
TYC 2702-1677-1,0.967343,
TYC 2702-1320-1,22.8519,
TYC 2702-1173-1,1.05306,
TYC 2702-1006-1,0.651593,
TYC 2701-961-1,0.972933,
TYC 2701-931-1,0.703314,
TYC 2701-872-1,0.662274,
TYC 2701-556-1,1.14498,
TYC 2701-552-1,40.0802,
TYC 2701-3818-1,29.5334,
TYC 2701-371-1,0.555549,
TYC 2701-369-1,1.02527,
TYC 2701-362-1,13.9899,
TYC 2701-2569-1,13.0839,
TYC 2701-2113-1,0.516358,
TYC 2701-181-1,40.0802,
TYC 2701-1786-1,19.7278,
TYC 2701-1741-1,28.694401,
TYC 2701-167-1,0.593408,
TYC 2701-1643-1,0.965493,
TYC 2701-1471-1,1.19936,
TYC 2701-1365-1,29.5334,
TYC 2701-1231-1,1.02736,
TYC 2700-980-1,50,
TYC 2700-3590-1,16.7785,
TYC 2700-3542-1,1.36833,
TYC 2700-320-1,0.771539,
TYC 2700-2838-1,0.778077,
TYC 2700-2528-1,0.505758,
TYC 2700-1907-1,1.02423,
TYC 2700-177-1,1.0232,
TYC 2700-1613-1,0.585497,
TYC 2700-1611-1,37.133301,
TYC 2700-1529-1,50,
TYC 2700-1404-1,0.570613,
TYC 2700-1274-1,7.25637,
TYC 2700-1103-1,35.816601,
TYC 2699-836-1,40.0802,
TYC 2699-544-1,2.69215,
TYC 2699-474-1,1.07663,
TYC 2699-36-1,2.88434,
TYC 2699-340-1,1.35729,
TYC 2699-3400-1,43.535,
TYC 2699-3350-1,0.588225,
TYC 2699-2601-1,43.535,
TYC 2699-240-1,0.800903,
TYC 2699-1828-1,1.0732,
TYC 2699-1710-1,0.520885,
TYC 2699-151-1,1.04652,
TYC 2699-1475-1,6.77002,
TYC 2699-1453-1,1.04543,
TYC 2699-1146-1,37.133301,
TYC 2698-758-1,1.30808,
TYC 2698-611-1,16.5044,
TYC 2698-571-1,0.948272,
TYC 2698-352-1,5.45405,
TYC 2698-1456-1,0.959988,
TYC 2698-144-1,3.11565,
TYC 2698-1398-1,1.17975,
TYC 2698-139-1,0.954545,
TYC 2698-1371-1,15.0308,
TYC 2698-1314-1,6.07755,
TYC 2698-1025-1,1.04543,
TYC 2697-916-1,2.60872,
TYC 2697-806-1,1.36833,
TYC 2697-442-2,1.45087,
TYC 2697-388-1,0.936838,
TYC 2697-366-1,13.7988,
TYC 2697-34-1,4.13633,
TYC 2697-1581-1,0.898505,
TYC 2697-141-1,41.736198,
TYC 2697-1265-1,26.441,
TYC 2697-1182-1,0.829855,
TYC 2697-1143-1,0.961816,
TYC 2697-111-1,1.18528,
TYC 2696-559-1,1.45505,
TYC 2696-309-1,0.531576,
TYC 2696-303-1,1.05969,
TYC 2696-2604-1,1.02216,
TYC 2696-2603-1,50,
TYC 2696-2398-1,0.909017,
TYC 2696-2207-1,0.622289,
TYC 2696-2120-1,0.915608,
TYC 2696-1887-1,0.710737,
TYC 2696-1879-1,1.91234,
TYC 2696-1859-1,0.961816,
TYC 2696-1533-1,1.16883,
TYC 2696-1394-1,0.97013,
TYC 2696-1290-1,0.837423,
TYC 2696-1120-1,0.96827,
TYC 2695-935-1,1.16883,
TYC 2695-932-1,43.535,
TYC 2695-525-1,1.16883,
TYC 2695-3910-1,17.355101,
TYC 2695-383-1,1.0284,
TYC 2695-3667-1,45.495899,
TYC 2695-3625-1,0.506011,
TYC 2695-2813-1,2.81992,
TYC 2695-2465-1,25.7666,
TYC 2695-1660-1,0.647002,
TYC 2695-1573-1,5.54385,
TYC 2695-1490-1,6.86201,
TYC 2695-1409-1,1.06192,
TYC 2695-1362-1,1.69139,
TYC 2695-1276-1,9.42241,
TYC 2695-1250-1,5.02033,
TYC 2694-804-1,0.874393,
TYC 2694-788-1,2.93462,
TYC 2694-733-1,0.562354,
TYC 2694-517-1,23.380899,
TYC 2694-328-1,1.02736,
TYC 2694-278-1,0.508303,
TYC 2694-2137-1,13.6129,
TYC 2694-1904-1,3.49272,
TYC 2694-1852-1,0.698934,
TYC 2694-1846-1,0.965493,
TYC 2694-1781-1,40.0802,
TYC 2694-174-1,0.954545,
TYC 2694-1627-1,1.69707,
TYC 2694-1510-1,1.45505,
TYC 2694-1486-1,0.621141,
TYC 2694-1339-1,1.65536,
TYC 2693-705-1,1.84932,
TYC 2693-180-1,12.4394,
TYC 2693-1484-1,43.535,
TYC 2693-1144-1,2.37001,
TYC 2692-620-1,34.590099,
TYC 2692-474-1,11.5835,
TYC 2692-3400-1,1.0232,
TYC 2692-2635-1,3.23541,
TYC 2692-2377-1,4.54587,
TYC 2692-2376-1,0.960901,
TYC 2692-2029-1,1.92326,
TYC 2692-1694-1,2.08611,
TYC 2692-1664-1,47.641701,
TYC 2692-1451-1,47.641701,
TYC 2692-136-1,11.0754,
TYC 2691-725-1,1.66903,
TYC 2691-578-1,16.7785,
TYC 2691-437-1,1.57778,
TYC 2691-2932-1,50,
TYC 2691-2861-1,1.07093,
TYC 2691-276-1,47.641701,
TYC 2691-2634-1,0.949163,
TYC 2691-2502-1,0.837423,
TYC 2691-2420-1,7.69882,
TYC 2691-2158-1,0.831221,
TYC 2691-2144-1,0.508559,
TYC 2691-2089-1,0.748111,
TYC 2691-2033-1,0.746453,
TYC 2691-20-1,0.974811,
TYC 2691-1910-1,13.9899,
TYC 2691-1728-1,1.04652,
TYC 2691-1663-1,0.518745,
TYC 2691-1625-1,29.5334,
TYC 2691-1562-1,1.02113,
TYC 2691-1532-1,1.06192,
TYC 2691-1501-1,0.567727,
TYC 2691-147-1,7.69882,
TYC 2691-1244-1,29.5334,
TYC 2690-889-1,20.529699,
TYC 2690-697-1,0.928229,
TYC 2690-474-1,0.805373,
TYC 2690-299-1,1.05526,
TYC 2690-1528-1,1.02216,
TYC 2690-132-1,4.29461,
TYC 2690-1064-1,27.9018,
TYC 2690-1043-1,31.367599,
TYC 2690-1029-1,0.546236,
TYC 2689-988-1,1.50267,
TYC 2689-849-1,0.505505,
TYC 2689-604-1,1.14498,
TYC 2689-426-1,38.550499,
TYC 2689-334-1,1.10854,
TYC 2689-1751-1,0.967343,
TYC 2689-1538-1,1.20364,
TYC 2689-146-1,17.9727,
TYC 2689-1457-1,20.529699,
TYC 2689-1040-1,0.799635,
TYC 2688-972-1,0.773311,
TYC 2688-759-1,0.73773,
TYC 2688-549-1,1.42227,
TYC 2688-464-1,2.03157,
TYC 2688-3541-1,1.70567,
TYC 2688-3408-1,28.694401,
TYC 2688-3032-1,2.96912,
TYC 2688-2706-1,34.590099,
TYC 2688-2576-1,6.72495,
TYC 2688-2389-1,50,
TYC 2688-2040-1,1.27667,
TYC 2688-202-1,0.506265,
TYC 2688-1978-1,13.9899,
TYC 2688-187-1,1.28153,
TYC 2687-967-1,1.08124,
TYC 2687-875-1,40.0802,
TYC 2687-61-1,45.495899,
TYC 2687-475-1,38.550499,
TYC 2687-245-1,1.04435,
TYC 2687-2113-1,50,
TYC 2687-1573-1,0.974811,
TYC 2687-1445-1,0.962733,
TYC 2687-1219-1,0.971997,
TYC 2687-1084-1,0.850109,
TYC 2686-685-1,37.133301,
TYC 2686-350-1,5.90005,
TYC 2686-202-1,1.06753,
TYC 2685-345-1,45.495899,
TYC 2684-784-1,29.5334,
TYC 2684-1684-1,7.00476,
TYC 2683-912-1,1.04543,
TYC 2683-2989-1,1.77459,
TYC 2683-1957-1,6.95652,
TYC 2682-2990-1,50,
TYC 2681-855-1,0.959076,
TYC 2681-8-1,0.506265,
TYC 2681-725-1,0.959076,
TYC 2681-624-1,0.950056,
TYC 2681-580-1,9.88338,
TYC 2681-1358-1,2.77346,
TYC 2681-1258-1,13.6129,
TYC 2680-845-1,8.69263,
TYC 2680-749-1,1.49822,
TYC 2680-615-1,21.3995,
TYC 2680-192-1,14.3885,
TYC 2680-1611-1,0.973871,
TYC 2680-1288-1,0.665766,
TYC 2680-1048-1,0.679196,
TYC 2680-1039-1,33.444801,
TYC 2679-283-1,1.20364,
TYC 2679-2608-1,1.2799,
TYC 2679-2495-1,0.939452,
TYC 2679-1683-1,1.02113,
TYC 2679-1327-1,0.538662,
TYC 2678-818-1,0.623057,
TYC 2678-727-1,6.22743,
TYC 2678-390-1,35.816601,
TYC 2678-2097-1,0.697005,
TYC 2678-2077-1,30.422899,
TYC 2677-446-1,1.02216,
TYC 2677-384-1,9.42241,
TYC 2677-1269-1,0.644525,
TYC 2676-812-1,1.05197,
TYC 2676-692-1,9.33533,
TYC 2676-1541-1,1.02527,
TYC 2676-1428-1,0.972933,
TYC 2676-1368-1,0.509843,
TYC 2675-663-1,0.578125,
TYC 2675-2571-1,0.590287,
TYC 2675-2266-1,1.19793,
TYC 2675-1676-1,45.495899,
TYC 2674-930-1,2.90091,
TYC 2674-2697-1,0.545646,
TYC 2674-1793-1,4.85154,
TYC 2674-1391-1,2.38118,
TYC 2673-729-1,2.36446,
TYC 2673-4193-1,1.0284,
TYC 2673-360-1,6.38488,
TYC 2673-35-1,1.04978,
TYC 2673-31-1,37.133301,
TYC 2673-2663-1,11.5835,
TYC 2673-2340-1,0.971062,
TYC 2673-175-1,47.641701,
TYC 2672-49-1,0.705278,
TYC 2672-2094-1,1.04328,
TYC 2672-1938-1,0.762224,
TYC 2671-611-1,12.5945,
TYC 2671-51-1,4.50532,
TYC 2671-19-1,13.4318,
TYC 2671-1640-1,2.39814,
TYC 2671-1472-1,0.524128,
TYC 2671-1187-1,0.73185,
TYC 2670-3342-1,4.05334,
TYC 2670-2961-1,0.902519,
TYC 2670-2756-1,0.793979,
TYC 2670-1439-1,45.495899,
TYC 2669-895-1,1.45715,
TYC 2669-66-1,1.73795,
TYC 2669-4009-1,50,
TYC 2669-1983-1,3.78029,
TYC 2669-1344-1,43.535,
TYC 2668-87-1,21.3995,
TYC 2668-843-1,0.73773,
TYC 2668-780-1,0.73773,
TYC 2668-720-1,0.505505,
TYC 2668-66-1,9.08348,
TYC 2668-658-1,45.495899,
TYC 2667-873-1,1.90154,
TYC 2667-851-1,1.71727,
TYC 2667-848-1,0.950056,
TYC 2667-734-1,0.687049,
TYC 2667-655-1,1.52537,
TYC 2667-596-1,0.873637,
TYC 2667-593-1,35.816601,
TYC 2667-548-1,0.697968,
TYC 2667-499-1,17.355101,
TYC 2667-432-1,0.950056,
TYC 2667-388-1,29.5334,
TYC 2667-385-1,47.641701,
TYC 2667-297-1,9.08348,
TYC 2667-279-1,0.613595,
TYC 2667-164-1,1.85611,
TYC 2667-15-1,0.819753,
TYC 2667-116-1,47.641701,
TYC 2667-105-1,0.97013,
TYC 2666-851-1,24.219,0.232
TYC 2666-599-1,22.069,0.408
TYC 2666-593-1,1.017,
TYC 2666-473-1,14.219,0.234
TYC 2666-394-1,9.923,
TYC 2666-3-1,51.063,0.794
TYC 2666-284-1,28.694401,
TYC 2666-267-1,19.251,0.748
TYC 2666-234-1,12.518,
TYC 2666-23-1,4.268,0.02
TYC 2666-1962-1,0.511391,
TYC 2666-1945-1,0.657104,
TYC 2666-1920-1,1.51394,
TYC 2666-1773-1,0.663579,
TYC 2666-1562-1,0.740977,
TYC 2666-1549-1,11.77,
TYC 2666-1510-1,1.0232,
TYC 2666-1468-1,1.51,
TYC 2666-1385-1,7.284,0.047
TYC 2666-130-1,1.69707,
TYC 2666-1102-1,5.753,0.777
TYC 2666-1033-1,6.98,0.247
TYC 2665-96-1,1.40643,
TYC 2665-771-1,0.509328,
TYC 2665-769-1,14.8104,
TYC 2665-549-1,0.75257,
TYC 2665-429-1,0.963651,
TYC 2665-328-1,0.518745,
TYC 2665-2024-1,0.554939,
TYC 2665-173-1,1.25916,
TYC 2665-1445-1,0.779879,
TYC 2665-1320-1,2.54946,
TYC 2665-1287-1,0.563924,
TYC 2665-1203-1,0.526587,
TYC 2664-894-1,9.24984,
TYC 2664-867-1,35.816601,
TYC 2664-854-1,7.818,
TYC 2664-404-1,50,
TYC 2664-1411-1,37.133301,
TYC 2664-1181-1,0.717298,
TYC 2663-875-1,1.02736,
TYC 2663-607-1,1.95679,
TYC 2663-56-1,40.0802,
TYC 2663-529-1,0.769189,
TYC 2663-401-1,10.7227,
TYC 2663-391-1,1.0422,
TYC 2663-302-1,0.67152,
TYC 2663-267-1,0.846547,
TYC 2663-143-1,50,
TYC 2663-1146-1,0.843718,
TYC 2663-114-1,0.553722,
TYC 2663-107-1,1.04328,
TYC 2662-894-1,0.508815,
TYC 2662-435-1,40.0802,
TYC 2662-414-1,43.535,
TYC 2662-399-1,3.3873,
TYC 2662-347-1,1.08589,
TYC 2662-234-1,0.951846,
TYC 2662-2097-1,47.641701,
TYC 2662-2090-1,1.02423,
TYC 2662-2002-1,23.380899,
TYC 2662-1924-1,1.31318,
TYC 2662-1784-1,0.542132,
TYC 2662-13-1,1.07778,
TYC 2662-1271-1,11.0754,
TYC 2661-974-1,0.92483,
TYC 2661-950-1,50,
TYC 2661-708-1,47.641701,
TYC 2661-667-1,1.0232,
TYC 2661-623-1,1.10975,
TYC 2661-584-1,0.509328,
TYC 2661-2388-1,1.02216,
TYC 2661-2337-1,0.973871,
TYC 2661-2319-1,3.79449,
TYC 2661-2227-1,1.0305,
TYC 2661-2176-1,12.288,
TYC 2661-2121-1,0.505252,
TYC 2661-1887-1,3.79449,
TYC 2661-1739-1,1.53464,
TYC 2661-1497-1,24.5158,
TYC 2661-1305-1,1.07893,
TYC 2661-1273-1,0.946495,
TYC 2661-1263-1,1.02631,
TYC 2660-520-1,27.9018,
TYC 2660-3369-1,19.7278,
TYC 2660-2932-1,26.441,
TYC 2660-2186-1,13.7988,
TYC 2660-2158-1,0.966417,
TYC 2660-1904-1,37.133301,
TYC 2660-184-1,0.941203,
TYC 2659-93-1,1.02736,
TYC 2659-821-1,11.5835,
TYC 2659-771-1,11.9962,
TYC 2659-413-1,1.45296,
TYC 2659-388-1,41.736198,
TYC 2659-387-1,2.69215,
TYC 2659-1452-1,1.35004,
TYC 2658-935-1,0.507282,
TYC 2658-867-1,17.355101,
TYC 2658-849-1,0.972933,
TYC 2658-610-1,0.91894,
TYC 2658-536-1,18.986099,
TYC 2658-412-1,0.509072,
TYC 2658-299-1,0.890583,
TYC 2658-183-1,0.509585,
TYC 2658-1588-1,32.372898,
TYC 2658-158-1,6.38488,
TYC 2658-152-1,4.65051,
TYC 2658-1409-1,47.641701,
TYC 2658-1381-1,26.441,
TYC 2658-1340-1,0.522772,
TYC 2658-1241-1,4.44583,
TYC 2658-1137-1,1.1951,
TYC 2658-1080-1,14.3885,
TYC 2658-1049-1,16.7785,
TYC 2658-1018-1,0.565819,
TYC 2657-814-1,1.46774,
TYC 2657-657-1,1.04869,
TYC 2657-613-1,43.535,
TYC 2657-524-1,47.641701,
TYC 2657-440-1,0.507282,
TYC 2657-321-1,1.06528,
TYC 2657-272-1,1.31832,
TYC 2657-2630-1,6.5083,
TYC 2657-2625-1,1.66628,
TYC 2657-2597-1,0.641659,
TYC 2657-2528-1,0.964571,
TYC 2657-2432-1,0.600821,
TYC 2657-2376-1,1.0284,
TYC 2657-2198-1,0.77688,
TYC 2657-2190-1,43.535,
TYC 2657-2147-1,47.641701,
TYC 2657-189-1,0.963651,
TYC 2657-1860-1,0.914779,
TYC 2657-1843-1,9.00252,
TYC 2657-1559-1,30.422899,
TYC 2657-1272-1,30.422899,
TYC 2657-1266-1,0.86838,
TYC 2657-1084-1,4.85154,
TYC 2657-1050-1,0.974811,
TYC 2657-103-1,45.495899,
TYC 2656-1692-1,1.83922,
TYC 2655-958-1,1.02113,
TYC 2655-793-1,3.19448,
TYC 2655-4051-2,1.10854,
TYC 2655-3890-1,0.716281,
TYC 2655-3256-1,29.5334,
TYC 2655-2950-1,13.0839,
TYC 2655-2534-1,0.507792,
TYC 2655-2130-1,1.06192,
TYC 2655-2103-1,1.22258,
TYC 2655-1594-1,1.0422,
TYC 2655-1508-1,50,
TYC 2655-1161-1,35.816601,
TYC 2654-739-1,0.800269,
TYC 2654-718-1,1.32873,
TYC 2654-2589-1,19.7278,
TYC 2654-2160-1,0.702336,
TYC 2654-180-1,1.49379,
TYC 2654-1527-1,30.422899,
TYC 2654-1356-2,1.32177,
TYC 2654-1180-1,0.651173,
TYC 2654-1173-1,0.91894,
TYC 2653-979-1,0.662708,
TYC 2653-901-1,0.529347,
TYC 2653-854-1,0.953643,
TYC 2653-81-1,0.902519,
TYC 2653-730-1,1.0732,
TYC 2653-66-1,0.534671,
TYC 2653-536-1,13.4318,
TYC 2653-345-1,8.69263,
TYC 2653-2382-1,0.933376,
TYC 2653-2360-1,0.84868,
TYC 2653-2311-1,2.00337,
TYC 2653-2096-1,0.633609,
TYC 2653-199-1,1.95301,
TYC 2653-191-1,24.5158,
TYC 2653-1647-1,1.02113,
TYC 2653-1537-1,0.538375,
TYC 2653-1377-1,0.645761,
TYC 2653-1153-1,0.835345,
TYC 2653-1146-1,47.641701,
TYC 2653-1139-1,0.602613,
TYC 2653-1105-1,1.06528,
TYC 2652-883-1,0.608787,
TYC 2652-829-1,46.053,1.45
TYC 2652-748-1,8.706,0.259
TYC 2652-601-1,32.522,1.203
TYC 2652-551-1,22.8519,
TYC 2652-415-1,0.741521,
TYC 2652-4-1,4.05334,
TYC 2652-310-1,0.660541,
TYC 2652-253-1,1.674,
TYC 2652-1481-1,1.18807,
TYC 2652-13-1,9.00252,
TYC 2652-1051-1,1.19228,
TYC 2651-937-1,2.5052,
TYC 2651-423-1,0.698934,
TYC 2651-2471-1,0.54447,
TYC 2651-1865-1,12.5945,
TYC 2651-1664-1,7.15359,
TYC 2651-1515-1,1.72019,
TYC 2651-1389-1,1.88381,
TYC 2651-1296-1,25.7666,
TYC 2651-1267-1,5.90005,
TYC 2651-120-1,29.5334,
TYC 2650-750-1,0.538375,
TYC 2650-707-1,50,
TYC 2650-706-1,10.6101,
TYC 2650-544-1,0.96827,
TYC 2650-529-1,0.526039,
TYC 2650-425-1,1.10975,
TYC 2650-2061-1,8.19874,
TYC 2650-1919-1,1.10975,
TYC 2650-15-1,0.602254,
TYC 2650-1333-1,1.12208,
TYC 2649-891-1,3.05904,
TYC 2649-858-1,0.519545,
TYC 2649-578-1,5.07074,
TYC 2649-345-1,29.5334,
TYC 2649-312-1,0.81578,
TYC 2649-207-1,28.694401,
TYC 2649-167-1,13.7988,
TYC 2649-154-1,29.5334,
TYC 2649-1448-1,1.02113,
TYC 2648-734-1,0.540392,
TYC 2648-61-1,6.63658,
TYC 2648-418-1,16.5044,
TYC 2648-1870-1,1.02945,
TYC 2648-1639-1,0.806016,
TYC 2648-1360-1,1.95301,
TYC 2648-1227-1,1.24673,
TYC 2648-1096-1,0.703314,
TYC 2647-930-1,0.565502,
TYC 2647-846-1,43.535,
TYC 2647-817-1,0.636805,
TYC 2647-775-1,15.4919,
TYC 2647-454-1,0.940327,
TYC 2647-319-1,1.9994,
TYC 2647-261-1,0.97013,
TYC 2647-2573-1,7.30887,
TYC 2647-2559-1,1.08473,
TYC 2647-2200-1,5.17464,
TYC 2647-1946-1,0.53895,
TYC 2647-1935-1,2.19491,
TYC 2647-1851-1,4.94658,
TYC 2647-1421-1,11.3237,
TYC 2647-1155-1,1.65536,
TYC 2647-1135-1,6.0412,
TYC 2646-960-1,1.08941,
TYC 2646-295-1,3.97362,
TYC 2646-292-1,2.83575,
TYC 2646-2401-1,3.19448,
TYC 2646-2399-1,50,
TYC 2646-2054-1,0.784726,
TYC 2646-2041-1,0.670183,
