Name,prot,e_prot
KIC 6675953,19.629,0.032
KIC 5903649,19.629,0.137
KIC 9630570,19.628,0.223
KIC 2995880,19.616,0.021
KIC 10526369,19.616,0.019
KIC 9520317,19.614,0.081
KIC 7744209,19.612,0.095
KIC 2973500,19.597,0.091
KIC 6763859,19.596,0.104
KIC 4041351,19.594,0.143
KIC 6851603,19.589,0.099
KIC 7350384,19.576,0.191
KIC 4351676,19.575,0.066
KIC 2558016,19.574,0.101
KIC 11083822,19.572,0.135
KIC 4161376,19.571,0.065
KIC 11409059,19.571,0.162
KIC 3735299,19.57,0.085
KIC 11415766,19.564,0.032
KIC 11617931,19.563,0.062
KIC 7203529,19.562,0.21
KIC 9777909,19.558,0.027
KIC 10321405,19.556,0.114
KIC 7036714,19.549,0.11
KIC 10447556,19.546,0.07
KIC 3424832,19.535,0.056
KIC 6777781,19.53,0.241
KIC 7834941,19.529,0.061
KIC 8456181,19.528,0.183
KIC 6278192,19.527,0.269
KIC 7418238,19.526,0.039
KIC 6438439,19.524,0.147
KIC 9367345,19.522,0.143
KIC 11080039,19.516,0.224
KIC 8739070,19.513,0.049
KIC 11769123,19.513,0.042
KIC 9163494,19.505,0.109
KIC 10014945,19.505,0.061
KIC 4543084,19.502,0.325
KIC 9934865,19.501,0.045
KIC 2311508,19.485,0.107
KIC 11295854,19.482,0.382
KIC 11517027,19.481,0.538
KIC 6023713,19.478,0.219
KIC 5296631,19.478,0.098
KIC 6288404,19.465,0.132
KIC 9228962,19.449,0.206
KIC 5536388,19.449,0.205
KIC 2851273,19.447,0.337
KIC 8365200,19.444,0.28
KIC 11868456,19.443,0.215
KIC 11819287,19.442,0.058
KIC 7259930,19.433,0.066
KIC 10064620,19.431,0.08
KIC 6607696,19.43,0.119
KIC 5701773,19.426,0.025
KIC 12253362,19.424,0.093
KIC 9026619,19.421,0.112
KIC 10296300,19.418,0.158
KIC 7659172,19.416,0.093
KIC 10082082,19.415,0.045
KIC 10006579,19.415,0.05
KIC 9772862,19.413,0.058
KIC 3743324,19.408,0.128
KIC 8024053,19.406,0.088
KIC 5964734,19.405,0.095
KIC 10384323,19.405,0.026
KIC 8546136,19.401,0.029
KIC 7192620,19.399,0.044
KIC 11924189,19.399,0.118
KIC 8007636,19.398,0.061
KIC 9272511,19.397,0.047
KIC 11908188,19.397,0.173
KIC 10862283,19.394,0.041
KIC 6141071,19.389,0.287
KIC 9472943,19.388,0.048
KIC 9527194,19.385,0.137
KIC 11759643,19.38,0.023
KIC 11657899,19.376,0.051
KIC 7543515,19.372,0.18
KIC 10275039,19.372,0.114
KIC 7826323,19.371,0.224
KIC 6209318,19.369,0.103
KIC 6752030,19.368,0.025
KIC 8610545,19.366,0.025
KIC 10917186,19.364,0.022
KIC 9450259,19.362,0.078
KIC 11770410,19.358,0.03
KIC 3939069,19.354,0.023
KIC 5651940,19.353,0.19
KIC 11305240,19.353,0.058
KIC 6804013,19.347,0.046
KIC 3736360,19.34,0.214
KIC 7257681,19.338,0.058
KIC 4562228,19.338,0.063
KIC 9913861,19.335,0.038
KIC 8806179,19.335,0.07
KIC 12401540,19.334,0.169
KIC 5813705,19.324,0.103
KIC 5547013,19.32,0.135
TYC 3558-2007-1,19.311,0.137
KIC 6850802,19.302,0.168
KIC 7284908,19.297,0.118
KIC 5304150,19.293,0.124
KIC 8098975,19.29,0.019
KIC 10162201,19.279,0.053
KIC 12404369,19.273,0.066
KIC 6599612,19.271,0.056
KIC 7123119,19.269,0.147
KIC 8082910,19.262,0.331
KIC 6267288,19.261,0.129
KIC 6139946,19.253,0.023
KIC 3869879,19.244,0.299
KIC 2849477,19.244,0.106
KIC 9291325,19.243,0.068
KIC 4814913,19.243,0.045
KIC 3956991,19.235,0.043
KIC 9658673,19.233,0.02
KIC 9692944,19.229,0.143
KIC 9472897,19.228,1.029
KIC 10230653,19.223,0.164
KIC 5796208,19.221,0.178
KIC 11721265,19.216,0.568
KIC 12688834,19.214,0.056
KIC 6368104,19.213,0.111
KIC 11036614,19.209,0.066
KIC 7049758,19.206,0.39
KIC 5185561,19.205,0.105
KIC 9396990,19.199,0.055
KIC 6197136,19.185,0.061
KIC 11027001,19.181,0.082
KIC 5611572,19.177,0.211
KIC 9520963,19.173,0.106
KIC 9348964,19.171,0.09
KIC 8479655,19.165,0.008
KIC 1995526,19.163,0.335
KIC 11655984,19.163,0.104
KIC 7744150,19.162,0.093
KIC 4270543,19.159,0.084
KIC 8561453,19.156,0.108
KIC 11409732,19.151,0.097
KIC 8717150,19.149,0.01
KIC 7739597,19.136,0.124
KIC 8866467,19.133,0.038
KIC 3348835,19.13,0.083
KIC 9331054,19.129,0.054
KIC 3431662,19.128,0.023
KIC 5561695,19.126,0.147
KIC 5200500,19.125,0.054
KIC 4044840,19.125,0.039
KIC 10019358,19.123,0.169
KIC 8359252,19.122,0.034
KIC 8740808,19.119,0.095
KIC 11308209,19.118,0.07
KIC 7660542,19.117,0.029
KOI-7426,19.116,0.055
KIC 7185248,19.114,0.106
KIC 9159119,19.113,0.212
KIC 2017135,19.106,0.178
KIC 12267497,19.105,0.062
KIC 10977459,19.105,0.049
KIC 9279516,19.103,0.073
KIC 7433941,19.096,0.775
KIC 5610815,19.09,0.066
KIC 2985935,19.09,0.399
KIC 10600218,19.09,0.134
KIC 9526927,19.087,0.07
KIC 2850788,19.081,0.093
KIC 8681477,19.073,0.098
KIC 7448969,19.07,0.1
KIC 7033239,19.066,0.087
KIC 5260180,19.065,0.12
KIC 7739267,19.063,0.046
KIC 7594065,19.06,0.046
KIC 9573722,19.055,0.048
KIC 12304013,19.055,0.248
KIC 12689849,19.053,0.058
KIC 5009403,19.044,0.028
KIC 9955089,19.04,0.045
KIC 12455597,19.04,1.235
KIC 9491147,19.037,0.166
KIC 11961565,19.037,0.047
KIC 11404918,19.034,0.084
KIC 10960118,19.033,0.022
KIC 7620991,19.032,0.2
KIC 5087582,19.03,0.12
KIC 11772191,19.024,0.048
KIC 7186098,19.023,0.089
KIC 9534862,19.022,0.345
KIC 12056457,19.022,0.135
KIC 8571480,19.021,0.457
KIC 3756669,19.02,0.053
KIC 11337763,19.018,0.173
KIC 7829827,19.017,0.063
KIC 5550330,19.013,0.096
KIC 7259125,19.006,0.17
KIC 8637098,19.005,0.068
KIC 7284415,18.981,0.037
KOI-6276,18.979,0.072
KIC 9693387,18.972,0.133
KIC 5388916,18.961,0.086
TYC 3141-2872-1,18.96,0.248
KIC 11085503,18.959,0.122
KIC 6362879,18.958,0.804
KIC 11515617,18.957,0.121
KIC 5899553,18.956,0.229
KIC 9517766,18.954,0.231
KIC 6593797,18.945,0.117
KIC 11305314,18.945,0.242
KIC 10448333,18.945,0.038
KIC 9536311,18.943,0.216
KIC 11352148,18.94,0.195
KIC 9575042,18.935,0.128
KIC 3643000,18.931,0.061
KIC 11958409,18.917,0.025
KIC 8548407,18.915,0.094
KIC 10920804,18.915,0.07
KIC 7729329,18.914,0.303
KIC 9181959,18.908,0.089
KIC 8446863,18.906,0.48
KIC 8867191,18.899,0.044
KIC 6838434,18.898,0.035
TYC 3140-1706-1,18.896,0.073
KIC 8881894,18.896,0.133
KIC 7026358,18.887,0.03
KIC 10324900,18.882,0.188
KIC 8957999,18.88,0.334
KIC 7091554,18.877,0.018
KIC 4819498,18.873,0.085
KOI-6982,18.871,0.008
KIC 3322943,18.869,0.049
KIC 7503630,18.859,0.031
KIC 11043446,18.854,0.014
KIC 8611277,18.851,0.038
KIC 5427241,18.851,0.163
KIC 11662769,18.85,0.099
KIC 5437200,18.84,0.099
KIC 7460330,18.839,0.111
KIC 10517972,18.837,0.167
KIC 8941398,18.832,0.038
KIC 9032386,18.827,0.093
KIC 3355796,18.819,0.179
KIC 11135115,18.798,0.052
KIC 1871091,18.794,0.252
KIC 8417564,18.792,0.168
KIC 10140708,18.791,0.08
KIC 3541894,18.783,0.236
KIC 10093782,18.783,0.037
KIC 10018237,18.775,0.054
KIC 12021540,18.772,0.081
KIC 8393582,18.769,0.069
KIC 3103684,18.768,0.095
KIC 5807208,18.767,0.09
KIC 6311620,18.766,0.115
KIC 6115379,18.766,0.155
KIC 4142890,18.765,0.068
KIC 9712941,18.76,0.088
KIC 8142997,18.759,0.208
TYC 3132-1704-1,18.758,0.134
KIC 5783919,18.752,0.146
KIC 4751044,18.752,0.084
KIC 8757629,18.751,0.102
KIC 11144871,18.741,0.488
KIC 9222284,18.739,0.038
KIC 8211970,18.739,0.129
KIC 8043841,18.736,0.362
KIC 12107069,18.731,0.072
KIC 7703608,18.73,0.144
KIC 11707574,18.725,0.124
KIC 7104517,18.723,0.332
TYC 3134-381-1,18.722,0.015
KIC 12216258,18.721,0.045
KIC 5473087,18.717,0.02
KIC 7939786,18.714,0.157
KIC 4079165,18.714,0.091
KIC 7093721,18.713,0.016
KIC 7031066,18.712,0.019
KIC 12458985,18.712,0.062
KIC 7102272,18.711,0.069
LP  230-39,18.71,0.155
KIC 7385313,18.705,0.12
KIC 5716224,18.703,0.14
KIC 2425184,18.7,0.078
KIC 9815113,18.696,0.048
KIC 8430369,18.696,0.03
KIC 9812086,18.694,0.098
KIC 5556976,18.688,0.14
KIC 3241630,18.688,0.083
KIC 10592371,18.687,0.047
KIC 2692400,18.684,0.079
KIC 10927581,18.684,0.031
KIC 10354593,18.684,0.113
KIC 4136396,18.676,0.011
KIC 7103083,18.675,0.033
KIC 9992816,18.671,0.243
KIC 10976790,18.667,0.157
KIC 9534366,18.665,0.102
KIC 3750727,18.665,0.163
KIC 6293236,18.661,0.203
KIC 7115733,18.655,0.058
KIC 7016864,18.655,0.112
KIC 9946930,18.646,2.603
KIC 5906103,18.646,0.109
KIC 8394724,18.643,0.109
KIC 7129058,18.637,0.039
KIC 9165748,18.636,0.029
KIC 5473443,18.633,0.009
KIC 8638263,18.632,0.115
KIC 4148191,18.629,0.01
KIC 10212988,18.623,0.025
KIC 8364437,18.619,0.187
KIC 4242953,18.613,0.099
KIC 10527775,18.613,0.022
KIC 7053722,18.609,0.234
KIC 8461279,18.605,0.129
KIC 4148317,18.596,0.077
KIC 9225647,18.594,0.064
KIC 9139582,18.591,0.075
KIC 9703555,18.59,0.084
KIC 11071041,18.59,0.108
KIC 6875640,18.589,0.09
KIC 5983256,18.585,0.195
KIC 6945591,18.584,0.028
KIC 5632313,18.581,0.119
KIC 7686180,18.572,0.055
KIC 5473157,18.572,0.064
KIC 11026925,18.57,0.115
KIC 11138482,18.569,0.389
TYC 3130-627-1,18.567,0.077
KIC 8346064,18.564,0.121
KIC 10453357,18.564,0.239
KIC 2302288,18.563,0.069
KIC 6779113,18.557,0.138
KIC 11254493,18.555,0.026
KIC 9657726,18.554,0.112
KIC 7422001,18.554,0.074
KIC 10023642,18.552,0.166
TYC 3545-1673-1,18.546,0.184
KIC 7283365,18.545,0.036
KIC 8446325,18.542,0.68
KIC 4852834,18.542,0.142
KIC 7671410,18.538,0.325
KIC 7779611,18.534,0.171
KIC 4255219,18.532,0.054
KIC 6387418,18.529,0.162
KIC 11714399,18.526,0.091
KIC 11082527,18.526,0.07
KIC 8813205,18.519,0.33
KIC 10925070,18.519,0.099
KIC 3629100,18.518,0.211
KIC 6609906,18.517,0.233
KIC 12059995,18.516,0.333
KIC 7768898,18.513,0.053
KIC 3111275,18.512,0.028
KIC 7008244,18.511,0.13
KIC 5954624,18.511,0.033
KIC 9395373,18.51,0.053
KIC 8077859,18.503,0.051
KIC 11502174,18.503,4.202
KIC 11175768,18.503,0.068
KIC 10854499,18.503,0.197
KIC 12165032,18.5,0.12
KIC 10800330,18.491,0.179
KIC 2572490,18.489,0.181
KIC 8935605,18.486,0.064
KIC 2847186,18.482,0.205
KIC 8415119,18.472,0.942
KIC 4948108,18.472,0.564
KIC 4565726,18.465,0.739
KIC 4951385,18.462,0.015
KIC 7293865,18.461,0.044
KIC 6714721,18.461,0.042
KIC 4639291,18.461,0.023
KIC 6636266,18.456,0.054
KIC 11521443,18.448,0.132
KIC 10796933,18.448,0.11
KIC 8454322,18.443,0.258
KIC 11668948,18.442,0.065
KIC 8087329,18.441,0.067
KIC 2722262,18.439,0.06
KIC 4042141,18.434,0.617
KIC 12736718,18.426,0.065
KIC 10063612,18.423,0.043
KIC 9710941,18.422,0.044
KIC 11141099,18.421,3.155
KIC 8772564,18.41,0.044
KIC 4850610,18.41,0.099
KIC 7294746,18.397,0.006
KIC 9826668,18.396,0.111
KIC 5620591,18.395,0.279
KIC 12254596,18.395,0.134
KIC 7757806,18.384,0.028
KIC 7738973,18.384,0.023
KIC 7177249,18.38,0.12
KIC 7335857,18.354,0.063
KIC 11974160,18.351,0.065
KIC 5520736,18.349,0.349
KIC 3355907,18.346,0.235
KIC 12556969,18.344,0.148
KIC 10208502,18.34,0.552
KIC 5352283,18.338,0.12
KIC 8367410,18.337,0.064
KIC 3322957,18.337,0.115
KIC 9935213,18.335,0.173
KIC 11810074,18.334,0.059
KIC 4055390,18.328,0.035
KIC 10666394,18.328,0.027
KIC 6879639,18.322,0.09
KIC 3457337,18.321,0.225
KIC 6507505,18.318,0.121
KIC 6838270,18.317,0.051
KIC 9535182,18.307,0.137
KIC 9994206,18.306,0.459
KIC 4829624,18.306,0.06
KIC 8555903,18.302,0.122
KIC 3548410,18.3,0.033
TYC 3565-1198-1,18.291,0.208
KIC 9427368,18.288,0.16
KIC 9004514,18.286,0.066
KIC 8776824,18.273,0.083
KIC 10716868,18.27,0.068
KIC 11663221,18.268,0.034
KIC 10959367,18.251,0.148
KIC 11558146,18.25,0.136
KIC 8087274,18.248,0.036
KIC 11962488,18.247,0.017
KIC 7935631,18.238,0.041
KIC 7938821,18.237,0.302
KIC 11355855,18.236,0.122
KIC 10904621,18.235,0.066
KIC 9895019,18.234,0.077
KIC 5876629,18.234,0.069
KIC 11455908,18.234,0.045
KIC 8025747,18.231,0.15
KIC 10426470,18.231,0.203
KIC 11910449,18.228,0.062
KIC 7502259,18.223,0.062
TYC 3121-383-1,18.22,0.067
KIC 9304752,18.22,0.103
KIC 8609985,18.22,0.098
KIC 9207031,18.216,0.058
KIC 8279651,18.214,0.099
KIC 4279354,18.212,0.089
KIC 9004058,18.209,0.06
KIC 8113552,18.208,0.257
KIC 7510887,18.207,0.096
KIC 7207391,18.204,0.243
KIC 5483179,18.202,0.193
KIC 11197834,18.202,0.027
KIC 7533707,18.201,0.403
KIC 7808484,18.197,0.036
KIC 8802684,18.183,0.19
KIC 7750728,18.182,0.141
KIC 6610837,18.18,0.122
KIC 11612768,18.173,0.07
KIC 6387679,18.171,0.234
KIC 11913313,18.171,0.053
KIC 12784183,18.169,0.104
KIC 10614833,18.167,0.022
KIC 6939538,18.165,0.376
KIC 8012936,18.162,0.044
KIC 11029066,18.156,0.168
KIC 9215644,18.153,0.205
KIC 9598483,18.149,0.253
KIC 7254864,18.147,0.078
KIC 8639408,18.143,0.099
KIC 8564714,18.126,0.932
KIC 9847115,18.121,0.152
KIC 7116382,18.12,0.295
KIC 8235797,18.119,0.318
KIC 5446881,18.116,0.218
KIC 3099900,18.095,0.087
KIC 9875865,18.09,0.141
KIC 7523688,18.067,0.175
KIC 9289916,18.065,0.072
KIC 4907701,18.061,0.274
KIC 4931205,18.058,0.042
KIC 11910956,18.057,0.323
KIC 7602845,18.056,0.189
KIC 10598045,18.045,0.136
KIC 11462734,18.041,0.135
KIC 7622850,18.034,0.338
KIC 12207560,18.033,0.132
KIC 8288542,18.025,0.327
KIC 3529021,18.02,0.328
KIC 11455657,18,0.099
KIC 7090348,17.998,0.361
KIC 7987934,17.995,0.063
KIC 11606756,17.993,0.208
KIC 7420658,17.99,0.118
KIC 10461340,17.99,0.103
KIC 11400372,17.989,0.276
KIC 5553327,17.984,0.448
KIC 5179584,17.982,0.246
KIC 4148125,17.982,0.091
KIC 7905458,17.979,0.04
KIC 4908726,17.979,0.122
KIC 12168957,17.979,0.088
KIC 12061183,17.976,0.058
KIC 9028551,17.975,0.15
KIC 6305570,17.975,0.184
KIC 6461305,17.973,0.868
KIC 12155159,17.97,0.248
KIC 11031912,17.967,0.065
KIC 9940997,17.964,0.18
KIC 12109114,17.962,0.184
KIC 6945655,17.958,0.182
KIC 3745742,17.958,0.078
KIC 10099790,17.957,0.103
KIC 9006891,17.955,0.094
KIC 5034559,17.955,0.255
KIC 9228398,17.954,0.151
KIC 7211380,17.952,0.413
KIC 10960624,17.952,0.058
KIC 9772788,17.95,0.074
KIC 9517991,17.95,0.133
KIC 4917316,17.949,0.09
KIC 6363125,17.946,0.036
KIC 9111333,17.945,0.147
KIC 5779298,17.944,0.047
KIC 5648509,17.943,0.032
TYC 3128-137-1,17.942,0.072
KIC 4997281,17.935,0.098
UCAC4 672-080641,17.934,0.275
KIC 7178178,17.932,0.139
KIC 8041971,17.931,0.06
KIC 5175379,17.931,0.095
KIC 9712259,17.93,0.128
KIC 10015379,17.928,0.272
KIC 8291864,17.927,0.121
KIC 3832957,17.921,0.019
KIC 6126911,17.92,0.011
KIC 6387819,17.918,0.064
KIC 9366643,17.917,0.029
KIC 7215890,17.912,0.049
KIC 7538638,17.911,0.018
KIC 6955009,17.911,0.016
KIC 6037132,17.911,0.018
KIC 9401571,17.91,0.08
KIC 9272197,17.91,3.937
KIC 11304499,17.91,3.191
KIC 10978283,17.91,3.541
KIC 4543226,17.905,0.041
KIC 10732845,17.904,0.068
KIC 6523093,17.903,0.016
KIC 12108870,17.903,0.029
KIC 9839872,17.901,0.05
KIC 7284329,17.899,0.013
KIC 7120041,17.899,0.056
KIC 9958544,17.897,0.045
KIC 6864624,17.896,0.131
KIC 4144893,17.896,0.014
KIC 10459910,17.896,0.126
KIC 8742704,17.894,0.061
KIC 4284493,17.893,0.051
KIC 11181817,17.886,0.053
KIC 3955962,17.881,0.129
KIC 6966825,17.877,0.044
KIC 10141132,17.873,0.06
KIC 7603569,17.869,0.044
KIC 3323215,17.868,0.171
KIC 11081359,17.866,0.082
KIC 10387162,17.866,0.058
TYC 3546-141-1,17.865,0.676
KIC 9969800,17.864,0.498
KIC 7667213,17.863,0.052
KIC 4455274,17.857,0.664
KIC 6546398,17.855,0.105
KIC 2697236,17.855,0.092
KIC 7131594,17.854,0.275
KIC 6870964,17.849,0.076
KIC 5395519,17.84,0.251
KIC 6044117,17.834,0.033
KIC 4659530,17.834,0.057
StKM 1-1681,17.827,0.403
KIC 5369565,17.819,0.584
KIC 4242828,17.819,0.086
KIC 8883308,17.818,0.234
KIC 7950773,17.818,0.185
KIC 1719166,17.815,0.144
KIC 9825515,17.811,0.085
KIC 5977935,17.808,0.099
KIC 11230554,17.806,0.168
KIC 4456427,17.805,0.204
KIC 10919037,17.805,0.134
KIC 12167907,17.802,0.237
KIC 8179388,17.801,0.168
KIC 5898578,17.8,0.206
KIC 7269729,17.797,0.066
KIC 4378621,17.797,0.105
KIC 10471508,17.797,0.333
KIC 9141737,17.793,0.116
KIC 11973320,17.791,0.858
KIC 5794566,17.787,0.265
KOI-6336,17.785,0.27
KIC 10356697,17.785,0.116
KIC 10682595,17.784,0.131
KIC 9304963,17.763,0.071
KIC 10001129,17.763,0.072
[HGM2009b] WOCS 029039,17.76,0.087
KIC 10199446,17.743,0.195
KIC 7173174,17.739,0.153
KIC 8415336,17.728,0.041
KIC 3122575,17.728,0.099
KIC 10592683,17.725,0.026
KIC 12011958,17.722,0.211
KIC 6879770,17.716,0.091
KIC 8479326,17.71,0.133
KIC 11461439,17.706,3.395
KIC 5110116,17.699,0.038
KIC 7206829,17.698,0.162
KIC 10139572,17.693,0.062
KIC 9702922,17.69,0.591
KIC 7531570,17.689,0.059
KIC 7421015,17.689,0.067
KIC 12417702,17.689,0.335
KIC 8616682,17.688,0.267
KIC 10975367,17.688,0.028
KIC 10752773,17.684,0.032
KIC 7739818,17.682,0.128
KIC 12316586,17.681,0.034
KIC 10721949,17.68,0.122
KIC 9995787,17.676,0.045
KIC 8517490,17.676,0.07
KIC 12315148,17.669,0.025
KIC 8376901,17.667,0.053
KIC 11760815,17.663,0.067
KIC 6716981,17.659,0.317
KIC 2988458,17.658,0.523
KIC 6213173,17.656,0.058
KIC 12456050,17.656,0.058
KIC 7951037,17.651,0.098
KIC 5621194,17.648,0.211
KOI-7605,17.638,0.297
KIC 8837573,17.629,0.016
KIC 7770929,17.629,0.064
KIC 5791714,17.626,0.068
KIC 3114095,17.624,0.192
KIC 9481758,17.621,0.077
KIC 3343185,17.62,0.108
KIC 10480233,17.617,0.263
KIC 4256388,17.616,0.364
KIC 8872202,17.615,0.102
KIC 5557472,17.613,0.031
KIC 10854959,17.611,0.053
KIC 10197545,17.607,0.112
KIC 11199437,17.606,0.045
KIC 9164811,17.604,0.242
KIC 8422949,17.603,0.571
KIC 8128926,17.601,0.371
KIC 9835691,17.595,0.385
KIC 10976641,17.591,0.054
KIC 5544985,17.59,0.063
KIC 2577795,17.59,0.078
KIC 1432847,17.588,0.025
KIC 12783393,17.585,0.231
KIC 5306240,17.571,0.105
KIC 5165872,17.566,0.088
KIC 8039726,17.565,0.158
KIC 2693535,17.561,0.145
TYC 3569-388-1,17.557,0.207
KIC 8743047,17.556,0.236
KIC 7834016,17.548,0.023
KIC 9002074,17.547,0.098
KIC 6392963,17.541,0.144
KIC 7125853,17.54,0.122
KIC 10279858,17.54,0.17
KIC 2581298,17.539,0.038
KIC 7529513,17.526,0.023
KIC 11821308,17.525,0.094
KIC 9825404,17.524,0.064
KIC 6125999,17.519,0.04
KIC 12600143,17.51,0.024
KIC 8964050,17.509,0.162
KIC 9823179,17.508,0.121
KIC 7421353,17.507,0.169
KIC 7038372,17.505,0.028
KIC 5374749,17.505,0.036
KIC 8555785,17.502,0.034
KIC 9812320,17.495,0.095
KIC 11153346,17.489,0.051
KIC 12120914,17.485,0.165
KIC 10549100,17.485,0.041
KIC 8826273,17.484,0.019
KIC 8629771,17.483,0.044
KIC 2853317,17.483,0.286
KIC 11809965,17.482,0.039
TYC 3554-1762-1,17.472,0.345
KIC 10579993,17.472,0.041
KIC 5962129,17.471,0.027
KIC 10725005,17.468,0.046
KIC 7258965,17.461,0.01
KIC 8571989,17.459,0.041
KIC 8740627,17.456,0.068
KIC 10529176,17.456,0.216
KIC 10809623,17.439,0.376
KIC 8182610,17.436,0.187
KIC 7367641,17.436,0.061
KIC 10802565,17.433,0.06
KIC 3101646,17.428,0.133
KIC 3527979,17.421,0.075
KIC 10070991,17.418,0.061
KIC 10397291,17.415,0.035
KIC 8046654,17.407,0.033
KIC 10644522,17.407,0.032
KIC 10644236,17.405,0.201
KIC 8548079,17.4,0.188
KIC 6036812,17.399,0.101
KIC 3848294,17.397,0.24
KIC 11247375,17.393,0.06
KIC 2424793,17.39,0.122
KIC 8028465,17.388,0.162
KIC 4144355,17.385,0.128
KIC 12110798,17.385,0.168
KIC 10618475,17.385,0.111
KOI-7338,17.384,0.029
KIC 6690942,17.381,0.327
KIC 3432077,17.38,0.06
KIC 2714887,17.379,0.666
KIC 11766670,17.375,0.37
TYC 3140-2425-1,17.374,0.077
KIC 5197187,17.371,0.058
KIC 8961875,17.369,0.821
KIC 7686262,17.367,0.052
KIC 7206604,17.365,0.025
KIC 6937073,17.365,0.044
KIC 3425850,17.362,0.104
KIC 11253938,17.361,0.429
KIC 7045361,17.358,0.109
KIC 3533706,17.354,0.04
KIC 12106365,17.354,0.063
KIC 8552365,17.352,0.533
KIC 3429369,17.347,0.035
KIC 4941180,17.346,0.019
KIC 10219019,17.344,0.04
KIC 7133987,17.343,0.307
KIC 6961499,17.342,0.034
KIC 3632054,17.342,0.101
KIC 10026372,17.342,0.044
KIC 6922454,17.339,0.05
KIC 11724090,17.339,0.097
KIC 5286386,17.335,0.086
KIC 7018437,17.332,0.03
KIC 7440570,17.329,0.226
KIC 3541607,17.327,0.031
KIC 5612508,17.325,0.307
KIC 9174418,17.323,0.443
KIC 4833344,17.318,0.482
KIC 6221648,17.316,0.041
KIC 6290888,17.315,0.04
KIC 7365314,17.311,0.024
KIC 10918025,17.309,0.073
KIC 8565615,17.298,0.029
KIC 9224204,17.296,0.178
KIC 4949544,17.293,0.038
KIC 4351278,17.282,0.045
KIC 12119316,17.281,0.241
TYC 3551-732-1,17.278,0.079
KIC 5983877,17.278,0.093
KIC 6503138,17.276,0.116
KIC 10879981,17.276,0.084
KIC 9292041,17.274,0.526
KIC 7283180,17.269,0.041
KIC 7586032,17.267,0.071
KIC 3659811,17.267,0.044
KIC 8676163,17.263,0.138
HD 187160,17.259,0.026
KIC 8040409,17.257,0.066
KIC 6191854,17.248,0.04
KIC 10188654,17.248,0.077
KIC 7939051,17.245,0.015
KIC 10029943,17.24,0.029
KIC 5440042,17.237,0.057
KIC 3340117,17.228,0.03
KIC 6784907,17.224,0.228
KIC 6521467,17.224,0.027
KIC 5987983,17.224,0.085
KIC 6849658,17.223,0.063
KIC 12507231,17.223,0.073
KIC 3663215,17.221,0.032
KIC 8570515,17.219,0.122
KIC 6544841,17.219,0.253
KIC 8349926,17.218,0.129
KIC 8351396,17.214,0.041
KIC 7513008,17.21,0.119
KIC 8183402,17.206,0.16
KIC 2304140,17.206,0.069
KIC 2141865,17.206,0.126
KIC 7698362,17.205,0.076
KIC 9368681,17.204,0.052
KIC 8962775,17.201,0.208
KIC 8545795,17.196,0.201
KIC 7732722,17.195,3.352
KIC 10780589,17.192,0.059
KIC 1295069,17.187,0.54
KIC 5978533,17.184,0.116
KIC 10098671,17.184,0.022
KIC 5113825,17.174,0.12
KIC 5821441,17.173,0.19
KIC 11205702,17.169,0.652
KIC 4478397,17.163,0.053
KIC 6057113,17.159,0.066
KIC 6469920,17.158,0.161
KIC 12402078,17.156,0.048
KIC 5782096,17.154,3.617
KIC 10396224,17.153,0.033
KIC 8012338,17.152,0.073
KIC 9713715,17.149,0.031
KIC 6048460,17.147,0.042
TYC 3148-373-1,17.146,0.163
KIC 9520539,17.146,0.132
KIC 11912709,17.144,0.038
KIC 11454321,17.142,0.013
KIC 11767516,17.14,0.042
KIC 5954222,17.137,0.05
KIC 9073762,17.136,0.024
KIC 7677406,17.136,0.034
KIC 1872802,17.136,0.088
KIC 12201892,17.133,0.026
KIC 6035247,17.132,0.022
KIC 9154246,17.131,0.053
KIC 7189198,17.131,0.039
KIC 11236046,17.13,0.16
KIC 11462884,17.129,0.009
KIC 6050230,17.127,0.244
KIC 11663118,17.125,0.198
KIC 2714860,17.123,0.025
KIC 9834508,17.119,0.023
KIC 7958926,17.115,0.269
KIC 9729127,17.113,0.049
KIC 5551222,17.113,0.216
KIC 11773245,17.109,0.025
KIC 7429941,17.107,0.077
KIC 9760640,17.101,0.053
KIC 6633724,17.099,0.036
KIC 8111145,17.096,0.035
KIC 4357520,17.096,0.387
KIC 2160105,17.089,0.93
KIC 6149578,17.082,0.057
KIC 8807928,17.074,0.065
KIC 7033500,17.066,0.2
KIC 6786006,17.064,0.037
KIC 6276707,17.062,0.049
KIC 10847736,17.062,0.043
KIC 7207013,17.061,0.053
KIC 10722215,17.056,0.12
KIC 8416293,17.051,0.035
KIC 6694227,17.046,0.041
KIC 1430893,17.045,0.026
KIC 11904423,17.044,0.171
KIC 10149096,17.043,0.026
KIC 6214028,17.037,0.031
KIC 5950611,17.036,0.032
KIC 9710739,17.029,0.061
KIC 11445163,17.017,0.016
KIC 11499548,17.012,0.083
KIC 9812065,16.999,0.044
KIC 3248972,16.998,0.101
KIC 11603305,16.997,0.086
KIC 9570426,16.996,0.05
KIC 12217824,16.988,0.103
KIC 5566531,16.983,0.092
KIC 7215832,16.979,0.192
KIC 7765697,16.976,0.113
KIC 8248415,16.974,0.805
KIC 9570305,16.969,0.099
KIC 8445389,16.965,0.241
KIC 11415401,16.964,0.115
KIC 10603357,16.961,0.112
KIC 6038432,16.959,0.076
