3.6,1,14.998,0.581,1.113,0.0325
2.5,1,11.88703035,0.511198295,1.386,0.032
2.9,1,24.36173232,0.411969441,1.273,0.0345
2.2,1,19.374,0.369,0.992,0.036
1.8,1,14.92130711,0.363968279,0.986,0.031
3.6,1,22.33216251,0.313767208,1.335,0.032
3.8,1,21.59894671,0.283527933,1.456,0.032
3.4,1,23.32462955,0.281371216,1.424,0.034
6.4,1,15.86323775,0.279193402,2.018,0.0365
6.6,1,9.200247981,0.261983004,1.259,0.032
0.8,1,24.61501354,0.260551857,0.834,0.0325
7.9,1,8.834753042,0.255086915,1.377,0.035
6.8,1,10.23892582,0.252772186,1.437,0.034
10.2,1,7.457770264,0.249230215,1.545,0.0355
9.5,1,7.254010195,0.234392215,1.36,0.0315
3.1,1,18.84028296,0.225343749,1.436,0.0335
5.4,1,13.05890847,0.21213891,1.442,0.0325
4.2,1,6.926154805,0.207161638,1.413,0.0375
5.3,1,15.9259086,0.206031332,1.678,0.04
10,1,7.116868179,0.198055807,1.385,0.031
12.7,1,5.301016921,0.186422522,1.371,0.033
7,1,8.291,0.185,1.336,0.031
2.4,1,12.0753341,0.181024723,1.168,0.0315
10.7,1,7.157437472,0.172101809,1.552,0.0375
14,1,4.707440084,0.169581752,1.325,0.035
4.4,1,11.39278979,0.161777466,1.165,0.0335
1.5,1,14.812,0.158,0.982,0.037
1.1,1,20.24171655,0.14327999,0.967,0.034
3.9,1,17.332,0.133,1.595,0.0355
6.8,1,8.745060908,0.130834422,1.32,0.029
8.8,1,7.425,0.128,1.43,0.03
1.8,1,17.73040312,0.117201578,0.842,0.0145
8.7,1,7.333816952,0.116003927,1.41,0.0275
2.4,1,16.675,0.115,0.999,0.0185
2.7,1,16.76209185,0.113297806,0.976,0.022
3.1,1,15.88885692,0.112027282,1.188,0.0275
7.8,1,9.203390418,0.108616312,1.438,0.0335
0.9,1,28.051,0.108,0.706,0.0205
1.3,1,23.637,0.107,0.701,0.0125
2.8,1,16.957,0.105,1.112,0.022
2.3,1,16.36981685,0.104736472,0.812,0.016
2.8,1,15.033,0.104,0.921,0.022
3.3,1,13.57095443,0.103551774,0.838,0.035
6.6,1,11.72417565,0.103151464,1.554,0.0355
1.8,1,17.97966304,0.102471754,0.912,0.0175
0.5,1,18.944,0.101,0.837,0.03
2.9,1,13.10338199,0.100588934,1.03,0.0235
3,1,15.32467755,0.100056611,0.938,0.0175
7.5,1,19.41328531,0.096599034,1.447,0.03
6.6,1,10.20251535,0.096390612,1.368,0.028
0.6,1,20.894,0.094,0.878,0.0155
6.9,1,8.415270407,0.093823653,1.158,0.0235
3.8,1,19.4287154,0.093270475,0.718,0.011
2.3,1,15.04614608,0.093194599,1.159,0.0235
2.8,1,15.23015829,0.09259443,1.032,0.023
3.5,1,17.101,0.09,1.167,0.024
2.8,1,11.13182241,0.089925107,0.817,0.014
13.6,1,5.398872276,0.089319289,1.428,0.035
2.7,1,25.433,0.089,0.75,0.013
2.9,1,18.73759127,0.088375542,0.825,0.0195
1.8,1,20.912,0.087,0.764,0.0135
5.3,1,10.53603161,0.086889887,1.18,0.0255
2.6,1,22.059,0.086,0.702,0.0115
2.7,1,14.21375243,0.083541752,0.936,0.0195
0.2,1,14.922,0.083,0.946,0.0165
3.2,1,25.343,0.082,0.67,0.0185
2.5,1,16.9411413,0.08108484,0.981,0.026
7.4,1,8.759777477,0.079868063,1.465,0.0305
1.1,1,16.746,0.077,0.976,0.0195
2.4,1,23.175,0.076,0.779,0.016
5.2,1,11.871,0.075,1.206,0.0285
1.3,1,27.859,0.075,0.819,0.0205
1.4,1,34.16,0.075,0.8,0.016
3.6,1,12.46278626,0.073037283,0.923,0.023
