FolderLabel,Name,Teff,e_Teff,Logg,e_Logg,FeH,e_FeH,Kepler Mag,e_Kepler Mag,Parallax,e_Parallax
258,Kepler-949,5129.9,60,4.685,0.1,-0.013,0.04,14.548,0.1,2.028589887,0.022622897
259,Kepler-431,5976.1,60,4.099,0.1,-0.012,0.04,11.973,0.1,2.026578566,0.019793885
260,Kepler-1197,4761.7,60,4.574,0.1,0.165,0.04,15.13,0.1,2.025210172,0.027306271
261,Kepler-326,5183.7,60,4.669,0.1,0.208,0.04,13.693,0.1,2.023076849,0.044553538
262,Kepler-4,5826.9,60,4.089,0.1,0.177,0.04,12.211,0.1,2.020933161,0.024299396
263,Kepler-318,5872.9,60,4.558,0.1,0.33,0.04,13.297,0.1,2.015548533,0.013350161
264,Kepler-1036,5476.1,60,4.553,0.1,0.185,0.04,13.8,0.1,2.014356537,0.015790863
265,Kepler-1050,5845.9,60,4.422,0.1,0.1,0.04,13.127,0.1,2.009927746,0.014376196
266,KOI-4011,5907.9,60,4.189,0.1,0.172,0.04,12.521,0.1,2.008271305,0.023126555
267,Kepler-795,5581.7,60,4.334,0.1,-0.02,0.04,13.331,0.1,2.003308705,0.019186337
268,Kepler-1395,6069,60,4.311,0.1,0.125,0.04,12.581,0.1,2.000426162,0.028555429
269,KOI-4613,5442.7,60,4.546,0.1,-0.127,0.04,13.885,0.1,2.000172523,0.013385574
270,Kepler-1505,5525.4,60,4.505,0.1,-0.287,0.04,12.988,0.1,1.991463677,0.033175493
271,Kepler-1389,4962.4,60,4.655,0.1,-0.113,0.04,14.699,0.1,1.982944675,0.01887624
272,KOI-3422,5879.3,60,4.561,0.1,0.157,0.04,13.201,0.1,1.976877048,0.018555953
273,KOI-1715,5788.9,60,4.3,0.1,-0.232,0.04,12.9,0.1,1.966389032,0.019352155
274,Kepler-324,5232.5,60,4.468,0.1,0.176,0.04,14.122,0.1,1.964867929,0.014417866
275,Kepler-1560,5766.8,60,4.497,0.1,0.241,0.04,13.421,0.1,1.961280553,0.016627982
276,KOI-1169,5638,60,4.36,0.1,0.119,0.04,13.248,0.1,1.958121625,0.012222568
277,KOI-2875,4965.5,60,4.608,0.1,-0.096,0.04,14.828,0.1,1.954067491,0.02706215
278,Kepler-882,5319.9,60,4.462,0.1,0.081,0.04,14.083,0.1,1.95296367,0.016047212
279,Kepler-1209,6150.2,60,4.329,0.1,0.003,0.04,12.476,0.1,1.949730604,0.029639553
280,Kepler-1445,6077.9,60,4.287,0.1,-0.101,0.04,12.405,0.1,1.946354025,0.025617385
281,KOI-3908,5720.5,60,3.876,0.1,0.028,0.04,12.07,0.1,1.939112871,0.021284991
282,KOI-6927,4930.5,60,4.613,0.1,0.131,0.04,14.795,0.1,1.937918047,0.02319825
283,Kepler-651,5349.3,60,4.513,0.1,-0.136,0.04,13.94,0.1,1.934191641,0.013521391
284,KOI-2469,4837.7,60,4.642,0.1,-0.01,0.04,15.048,0.1,1.92048817,0.025328382
285,Kepler-112,5500.5,60,4.488,0.1,-0.403,0.04,13.771,0.1,1.919758376,0.015927157
286,Kepler-649,5694.1,60,4.47,0.1,-0.399,0.04,13.437,0.1,1.917680934,0.016787659
287,Kepler-1253,5710.8,60,4.203,0.1,-0.329,0.04,12.464,0.1,1.914867349,0.021351735
288,KOI-2737,5641,60,4.04,0.1,0.36,0.04,12.428,0.1,1.911835572,0.02008936
289,Kepler-1371,5259.5,60,4.507,0.1,-0.068,0.04,13.851,0.1,1.911788481,0.020502896
290,Kepler-1228,4766.6,60,4.515,0.1,-0.607,0.04,14.859,0.1,1.911381029,0.020258635
291,Kepler-783,5381.2,60,4.493,0.1,-0.007,0.04,13.916,0.1,1.908871095,0.017509264
292,KOI-1537,6218.5,60,4.145,0.1,-0.131,0.04,11.74,0.1,1.904503872,0.021906165
293,KOI-4251,5513.6,60,4.525,0.1,0.039,0.04,13.795,0.1,1.902767735,0.015032502
294,Kepler-607,5079,60,4.522,0.1,0.115,0.04,14.405,0.1,1.897631855,0.01991237
295,KOI-308,6236.5,60,4.371,0.1,0.018,0.04,12.351,0.1,1.887263225,0.056567882
296,KOI-4482,6241,60,4.271,0.1,-0.047,0.04,12.642,0.1,1.88677666,0.022506647
297,Kepler-1169,6028,60,4.271,0.1,0.227,0.04,12.716,0.1,1.883972197,0.018452095
298,KOI-3195,6039.7,60,3.952,0.1,-0.325,0.04,11.496,0.1,1.878653094,0.024828016
299,KOI-686,5598.5,60,4.327,0.1,0.003,0.04,13.579,0.1,1.874280836,0.016699338
300,Kepler-107,5866.5,60,4.114,0.1,0.323,0.04,12.487,0.1,1.872491336,0.020218511
301,Kepler-176,5105.9,60,4.577,0.1,0.131,0.04,14.55,0.1,1.867770447,0.0213837
302,KOI-350,5785.1,60,4.454,0.1,0.058,0.04,13.387,0.1,1.86682266,0.014243754
303,Kepler-36,5979.2,60,4.106,0.1,-0.179,0.04,11.866,0.1,1.865432656,0.021493004
304,Kepler-1332,5580.9,60,4.566,0.1,-0.009,0.04,13.756,0.1,1.862657215,0.014944967
305,Kepler-905,5434.7,60,4.514,0.1,0.145,0.04,13.984,0.1,1.86055158,0.014273372
306,Kepler-1104,6385.8,60,4.26,0.1,0.206,0.04,12.189,0.1,1.856970782,0.044186513
307,KOI-3052,5370.6,60,4.603,0.1,-0.122,0.04,13.573,0.1,1.847500013,0.014119578
308,Kepler-1408,6017.6,60,4.12,0.1,-0.069,0.04,12.003,0.1,1.840343943,0.021972325
309,KOI-2248,5148.2,60,4.572,0.1,0.122,0.04,15.498,0.1,1.835714868,0.706973331
310,Kepler-922,5533.6,60,4.436,0.1,-0.073,0.04,13.757,0.1,1.835674265,0.013308773
311,KOI-1316,5846.6,60,3.967,0.1,0.319,0.04,11.926,0.1,1.827268471,0.020650734
312,Kepler-1515,6338.7,60,4.274,0.1,-0.025,0.04,12.04,0.1,1.825551974,0.022264401
313,KOI-2159,5760.8,60,4.425,0.1,0.124,0.04,13.482,0.1,1.823984587,0.014513919
314,Kepler-1235,5326.6,60,4.332,0.1,0.083,0.04,13.889,0.1,1.820943276,0.014804075
315,Kepler-1604,4884.2,60,4.549,0.1,0.067,0.04,14.915,0.1,1.819115519,0.021205872
316,KOI-360,5990.8,60,4.295,0.1,-0.092,0.04,13.021,0.1,1.81336702,0.018852614
317,KOI-4556,5437.2,60,3.829,0.1,-0.107,0.04,11.981,0.1,1.813226427,0.023101985
318,KOI-1411,5671.6,60,4.22,0.1,0.342,0.04,13.377,0.1,1.812269381,0.015836792
319,KOI-3382,5370.9,60,4.416,0.1,0.15,0.04,13.857,0.1,1.811927542,0.020392851
320,Kepler-1061,5994.4,60,4.516,0.1,-0.089,0.04,13.263,0.1,1.81152474,0.014645463
321,Kepler-1298,6237.6,60,4.059,0.1,-0.022,0.04,11.392,0.1,1.809055088,0.022626368
322,Kepler-1458,5413.6,60,4.621,0.1,0.054,0.04,14.19,0.1,1.807913603,0.016229372
323,Kepler-999,6200.9,60,4.195,0.1,0.04,0.04,12.239,0.1,1.806315377,0.026983422
324,Kepler-956,5918.4,60,4.495,0.1,0.053,0.04,13.345,0.1,1.806220135,0.014234483
325,Kepler-1605,5087,60,3.81,0.1,-0.296,0.04,12.429,0.1,1.802086871,0.02208954
326,KOI-3236,6297.9,60,4.234,0.1,0.071,0.04,12.31,0.1,1.800008011,0.029210594
327,Kepler-986,5610.6,60,4.378,0.1,0.251,0.04,13.668,0.1,1.794931422,0.019423627
328,Kepler-142,5759,60,4.314,0.1,0.048,0.04,13.203,0.1,1.793686744,0.013506008
329,KOI-2749,6259.7,60,4.06,0.1,0.021,0.04,11.075,0.1,1.792082599,0.029560912
330,Kepler-1046,6004.2,60,4.499,0.1,0.036,0.04,13.286,0.1,1.789544152,0.092411543
331,KOI-4651,5714.9,60,4.571,0.1,0.04,0.04,13.818,0.1,1.782488168,0.020203203
332,Kepler-1586,6130.5,60,4.299,0.1,-0.206,0.04,13.096,0.1,1.780989874,0.014710781
333,Kepler-465,6207.3,60,4.348,0.1,-0.164,0.04,12.663,0.1,1.779437794,0.022422357
334,Kepler-605,5349.7,60,4.488,0.1,0.055,0.04,14.14,0.1,1.767899903,0.016790792
335,Kepler-640,5599.9,60,4.4,0.1,0.142,0.04,13.721,0.1,1.764021336,0.015340893
336,KOI-2733,4849.1,60,4.718,0.1,0.038,0.04,14.009,0.1,1.762279521,0.362856165
337,Kepler-165,5099.7,60,4.742,0.1,-0.248,0.04,14.802,0.1,1.754176579,0.019752832
338,Kepler-1035,5737.3,60,4.331,0.1,0.192,0.04,12.987,0.1,1.752964222,0.06186826
339,Kepler-145,6110.2,60,4.039,0.1,0.058,0.04,11.931,0.1,1.735662614,0.025527682
340,Kepler-1482,5427.8,60,4.558,0.1,0.004,0.04,13.747,0.1,1.73382932,0.034628371
341,Kepler-1005,5728.4,60,4.308,0.1,0.021,0.04,13.25,0.1,1.732303507,0.01351127
342,Kepler-1117,5428.6,60,4.479,0.1,0.218,0.04,14.102,0.1,1.730314863,0.01835797
343,Kepler-853,6318.2,60,4.255,0.1,0.119,0.04,12.32,0.1,1.729809608,0.021453923
344,KOI-2968,6211.6,60,3.997,0.1,-0.109,0.04,11.912,0.1,1.728522547,0.022834829
345,Kepler-477,5035.1,60,4.563,0.1,-0.375,0.04,13.536,0.1,1.725242739,0.085863867
346,Kepler-1199,5843.4,60,4.247,0.1,-0.382,0.04,13.037,0.1,1.719779887,0.099669534
347,KOI-3283,4835.6,60,4.745,0.1,-0.039,0.04,15.322,0.1,1.715058897,0.024099814
348,Kepler-961,5560,60,4.637,0.1,0.05,0.04,14.101,0.1,1.712437192,0.017326817
349,KOI-3046,5671.5,60,4.227,0.1,0.276,0.04,13.308,0.1,1.712095255,0.012733184
350,Kepler-828,4964.9,60,4.693,0.1,-0.083,0.04,15.055,0.1,1.709447177,0.019495085
351,Kepler-209,5563.9,60,4.482,0.1,0.14,0.04,13.998,0.1,1.704495607,0.016563872
352,KOI-4686,5697.4,60,3.9,0.1,0.334,0.04,12.327,0.1,1.70402493,0.024426218
353,KOI-2781,5700.5,60,4.164,0.1,-0.443,0.04,12.743,0.1,1.702522571,0.02903603
354,KOI-981,5049.6,60,3.303,0.1,-0.141,0.04,10.733,0.1,1.702273592,0.02388896
355,KOI-3907,6542.5,60,4.424,0.1,-0.123,0.04,12.642,0.1,1.701246157,0.024831914
356,Kepler-965,5880.7,60,4.316,0.1,-0.048,0.04,13.35,0.1,1.687100313,0.018151354
357,Kepler-140,6023.6,60,4.318,0.1,-0.028,0.04,12.996,0.1,1.684057603,0.020418452
358,KOI-4054,5253.4,60,4.615,0.1,0.108,0.04,14.566,0.1,1.683210318,0.019639566
359,Kepler-585,5542.3,60,4.551,0.1,0.264,0.04,14.034,0.1,1.680051727,0.016047558
360,KOI-4699,6114.6,60,4.287,0.1,0.052,0.04,12.889,0.1,1.678593082,0.018722745
361,Kepler-110,5956.1,60,4.273,0.1,-0.099,0.04,12.935,0.1,1.676379966,0.023378672
362,Kepler-6,5659.7,60,4.153,0.1,0.359,0.04,13.303,0.1,1.674652661,0.014482032
363,KOI-4421,5997.2,60,4.155,0.1,0.049,0.04,12.788,0.1,1.67280157,0.026649735
364,Kepler-436,4734.3,60,4.794,0.1,-0.088,0.04,15.856,0.1,1.67104619,0.043739008
365,KOI-4318,6466.8,60,4.321,0.1,-0.035,0.04,12.583,0.1,1.66940854,0.019297625
366,Kepler-189,5045.3,60,4.576,0.1,-0.036,0.04,14.859,0.1,1.661828406,0.019997496
367,KOI-2367,6064.6,60,4.138,0.1,0.159,0.04,12.618,0.1,1.661689554,0.021235387
368,Kepler-1443,6343.9,60,4.484,0.1,-0.068,0.04,12.278,0.1,1.658214984,0.059647217
369,KOI-4037,6190.8,60,4.297,0.1,-0.026,0.04,12.853,0.1,1.656961289,0.024555189
370,KOI-4961,4826,60,4.547,0.1,0.253,0.04,15.325,0.1,1.656955119,0.032429152
371,Kepler-831,5687.7,60,4.374,0.1,-0.076,0.04,13.687,0.1,1.656038349,0.015522971
372,Kepler-191,5191.1,60,4.688,0.1,0.13,0.04,14.808,0.1,1.653588548,0.022142507
373,Kepler-206,5690.8,60,4.293,0.1,0.056,0.04,13.484,0.1,1.653404246,0.013796305
374,KOI-2037,4882.9,60,4.643,0.1,0.205,0.04,15.213,0.1,1.651266088,0.02621578
375,Kepler-653,5612.1,60,4.236,0.1,0.327,0.04,13.387,0.1,1.650004807,0.012676472
376,KOI-2590,6205.6,60,3.996,0.1,-0.011,0.04,11.638,0.1,1.649895012,0.026773343
377,Kepler-889,5884.8,60,4.09,0.1,0.217,0.04,12.71,0.1,1.642704482,0.021014652
378,Kepler-242,4875.7,60,4.728,0.1,-0.023,0.04,15.376,0.1,1.637732272,0.030673098
379,Kepler-179,5256.9,60,4.503,0.1,0.121,0.04,14.613,0.1,1.622339422,0.017759598
380,KOI-3787,5672.8,60,4.436,0.1,0.107,0.04,13.891,0.1,1.615813096,0.019608869
381,Kepler-1442,6387.9,60,4.202,0.1,0.146,0.04,12.146,0.1,1.614387477,0.024924645
382,Kepler-181,5120,60,4.538,0.1,-0.045,0.04,14.707,0.1,1.612666173,0.021239697
383,Kepler-1274,6197.4,60,4.035,0.1,0.17,0.04,11.752,0.1,1.598613487,0.029259018
384,Kepler-1359,4698.9,60,4.651,0.1,-0.029,0.04,15.768,0.1,1.598535104,0.037043379
385,Kepler-1559,5223.5,60,4.44,0.1,0.13,0.04,14.5,0.1,1.59804903,0.024993287
386,KOI-2960,5913.4,60,4.211,0.1,0.069,0.04,13.147,0.1,1.595900761,0.011687877
387,Kepler-1485,5980.3,60,4.21,0.1,0.054,0.04,13.204,0.1,1.595555017,0.016700414
388,Kepler-339,5446.3,60,4.684,0.1,-0.002,0.04,14.531,0.1,1.593197477,0.024371328
389,KOI-1463,6532,60,4.187,0.1,-0.04,0.04,12.328,0.1,1.591343968,0.058704208
390,KOI-2396,5229.8,60,4.6,0.1,0.103,0.04,14.672,0.1,1.585461642,0.02175385
391,Kepler-1598,5763.2,60,4.515,0.1,0.053,0.04,13.874,0.1,1.584533821,0.018637775
392,KOI-3943,6175.4,60,4.228,0.1,-0.072,0.04,12.626,0.1,1.584119459,0.022934517
393,Kepler-561,5479.2,60,4.485,0.1,0.265,0.04,14.361,0.1,1.580852078,0.023988984
394,Kepler-115,5999.6,60,4.367,0.1,-0.024,0.04,13.431,0.1,1.574883976,0.017722515
395,Kepler-1227,5485.1,60,4.504,0.1,-0.069,0.04,14.183,0.1,1.574514518,0.015639239
396,Kepler-402,6119.1,60,4.381,0.1,-0.055,0.04,13.268,0.1,1.570408265,0.01852782
397,Kepler-246,5088.5,60,4.583,0.1,0.203,0.04,15.024,0.1,1.568774122,0.022608277
398,KOI-1311,5863.6,60,4.373,0.1,-0.242,0.04,13.498,0.1,1.566542218,0.015459255
399,KOI-2829,5875.3,60,4.136,0.1,0.002,0.04,12.824,0.1,1.565883443,0.02236247
400,Kepler-883,5953.4,60,4.334,0.1,-0.429,0.04,13.029,0.1,1.564979301,0.017691525
401,KOI-1315,6079.4,60,4.313,0.1,0.052,0.04,13.137,0.1,1.560329412,0.012830993
402,Kepler-491,5521.8,60,4.228,0.1,0.369,0.04,14.014,0.1,1.556527968,0.015883573
403,Kepler-1466,5551.5,60,4.473,0.1,-0.429,0.04,13.926,0.1,1.553599179,0.015354239
404,KOI-1754,6156.9,60,4.36,0.1,-0.038,0.04,13.964,0.1,1.551586592,0.014629782
405,Kepler-1232,5213.5,60,4.599,0.1,-0.017,0.04,14.803,0.1,1.551440952,0.01879241
406,Kepler-213,5658.2,60,4.277,0.1,0.154,0.04,13.648,0.1,1.546225132,0.017899989
407,Kepler-716,5063.6,60,4.703,0.1,-0.061,0.04,15.193,0.1,1.546180619,0.02159711
408,Kepler-549,5332.9,60,4.584,0.1,0.137,0.04,14.621,0.1,1.545670386,0.017089507
409,Kepler-648,5693.3,60,4.414,0.1,0.226,0.04,13.939,0.1,1.543547988,0.019252384
410,Kepler-201,6151.9,60,4.223,0.1,-0.028,0.04,13.004,0.1,1.542787752,0.023590243
411,Kepler-1593,4757.5,60,4.604,0.1,0.072,0.04,15.873,0.1,1.538857134,0.031932004
412,Kepler-569,5560.3,60,4.421,0.1,-0.063,0.04,14.106,0.1,1.537889477,0.017281963
413,Kepler-805,6111.6,60,4.139,0.1,-0.122,0.04,12.547,0.1,1.537741262,0.024426215
414,Kepler-522,6338,60,4.169,0.1,0.256,0.04,12.211,0.1,1.535859187,0.024901469
415,Kepler-77,5595.7,60,4.372,0.1,0.371,0.04,13.938,0.1,1.535181833,0.017124781
416,Kepler-803,5854.2,60,4.254,0.1,0.027,0.04,13.672,0.1,1.534325595,0.015970114
417,Kepler-1394,6421.5,60,3.949,0.1,-0.006,0.04,11.801,0.1,1.532808978,0.019658256
418,Kepler-57,5203.1,60,4.557,0.1,0.081,0.04,14.809,0.1,1.523858003,0.020635663
419,KOI-4329,6207.4,60,4.247,0.1,0.085,0.04,12.018,0.1,1.521597067,0.019348788
420,Kepler-11,5763.2,60,4.28,0.1,0.052,0.04,13.709,0.1,1.518406348,0.015144842
421,KOI-4850,5570.5,60,4.41,0.1,0.05,0.04,14.147,0.1,1.512016219,0.016636048
422,KOI-682,5620.4,60,4.303,0.1,0.335,0.04,13.916,0.1,1.511143267,0.017563116
423,Kepler-804,5704.5,60,4.318,0.1,-0.023,0.04,13.749,0.1,1.510501917,0.015071885
424,KOI-1928,5859.8,60,4.405,0.1,0.233,0.04,13.605,0.1,1.506975704,0.013673402
425,Kepler-192,5527.3,60,4.362,0.1,0.307,0.04,14.129,0.1,1.505708431,0.015758884
426,Kepler-511,5836.8,60,4.163,0.1,-0.352,0.04,12.747,0.1,1.505199366,0.02404775
427,Kepler-195,5232.3,60,4.641,0.1,0.039,0.04,14.813,0.1,1.504954341,0.020500992
428,Kepler-133,5711.8,60,4.151,0.1,0.286,0.04,12.848,0.1,1.502924249,0.044539344
429,Kepler-218,5593.7,60,4.316,0.1,0.371,0.04,13.967,0.1,1.494716198,0.014638372
430,Kepler-478,5154.2,60,4.521,0.1,-0.199,0.04,13.938,0.1,1.494237593,0.350628549
431,KOI-1901,5998.6,60,4.299,0.1,0.142,0.04,13.34,0.1,1.493174798,0.013870649
432,Kepler-111,5905.2,60,4.284,0.1,0.224,0.04,13.492,0.1,1.492720539,0.013696437
433,KOI-4674,5699.8,60,4.23,0.1,0.197,0.04,13.59,0.1,1.48882524,0.013955724
434,KOI-319,5955.8,60,3.977,0.1,0.173,0.04,12.711,0.1,1.486249411,0.022175156
435,Kepler-247,5059.6,60,4.475,0.1,0.296,0.04,15.067,0.1,1.478462145,0.030650469
436,Kepler-200,5784.9,60,4.476,0.1,-0.031,0.04,13.984,0.1,1.472910425,0.015989635
437,Kepler-526,5798.5,60,4.161,0.1,0.381,0.04,13.046,0.1,1.472501985,0.01799474
438,Kepler-1531,6183.8,60,4.3,0.1,-0.05,0.04,13.194,0.1,1.471875003,0.012360563
439,Kepler-464,5919.8,60,4.098,0.1,0.262,0.04,12.702,0.1,1.469305163,0.021342709
440,KOI-2815,5876.2,60,4.281,0.1,-0.054,0.04,13.529,0.1,1.469095169,0.017663258
441,Kepler-1067,5584.1,60,4.613,0.1,0.275,0.04,14.305,0.1,1.468965071,0.018309979
442,KOI-3023,6215.4,60,4.413,0.1,-0.098,0.04,13.33,0.1,1.463915568,0.024934281
443,Kepler-1547,5839.5,60,4.248,0.1,0.116,0.04,13.447,0.1,1.453290574,0.013029564
444,Kepler-1571,5638.2,60,4.59,0.1,-0.016,0.04,13.767,0.1,1.452130213,0.016935123
445,KOI-683,5869.4,60,4.318,0.1,0.152,0.04,13.714,0.1,1.452065422,0.015865002
446,Kepler-337,5634.4,60,3.96,0.1,0.066,0.04,12.727,0.1,1.446312858,0.020068496
447,Kepler-1327,5646.2,60,4.382,0.1,-0.273,0.04,13.914,0.1,1.445898165,0.012405286
448,Kepler-985,5425.2,60,4.672,0.1,0,0.04,14.767,0.1,1.443311042,0.019824617
449,Kepler-392,5951.3,60,4.384,0.1,-0.351,0.04,13.455,0.1,1.438731211,0.01640082
450,KOI-2758,5219.1,60,3.745,0.1,0.337,0.04,11.893,0.1,1.432253631,0.023520037
451,Kepler-535,6127.6,60,4.306,0.1,0.203,0.04,13.174,0.1,1.42972724,0.012494868
452,Kepler-204,5877.1,60,4.432,0.1,0.065,0.04,13.909,0.1,1.427374256,0.014879705
453,Kepler-212,5879.6,60,4.141,0.1,0.222,0.04,13.178,0.1,1.426452186,0.017717473
454,Kepler-1385,5727.1,60,4.182,0.1,0.32,0.04,12.858,0.1,1.423669279,0.032629585
455,KOI-5790,4877.1,60,4.591,0.1,0.145,0.04,15.518,0.1,1.420537671,0.026132291
456,KOI-1917,5935.5,60,4.341,0.1,-0.063,0.04,13.624,0.1,1.41974036,0.014099997
457,Kepler-554,5457.9,60,4.367,0.1,0.341,0.04,14.313,0.1,1.419466313,0.017912924
458,KOI-3608,5773.7,60,4.264,0.1,-0.113,0.04,13.556,0.1,1.419345541,0.015511872
459,KOI-644,5684.6,60,4.155,0.1,-0.095,0.04,13.725,0.1,1.41851728,0.019113545
460,Kepler-1156,5667.4,60,4.495,0.1,-0.189,0.04,14.152,0.1,1.417670808,0.014991449
461,Kepler-297,5692.6,60,4.514,0.1,-0.106,0.04,14.232,0.1,1.416010818,0.016555926
462,Kepler-461,5779.4,60,4.338,0.1,-0.064,0.04,13.704,0.1,1.415925738,0.013663699
463,Kepler-1100,5882.1,60,4.393,0.1,-0.064,0.04,13.862,0.1,1.412971119,0.016573189
464,Kepler-243,5149.3,60,4.511,0.1,0.263,0.04,15.086,0.1,1.412540981,0.019920037
465,Kepler-290,4962.3,60,4.714,0.1,-0.102,0.04,15.596,0.1,1.411326548,0.029263171
466,Kepler-1409,5112.8,60,4.621,0.1,0.179,0.04,15.168,0.1,1.410398663,0.020146514
467,Kepler-1069,5579,60,4.074,0.1,0.228,0.04,13.153,0.1,1.407991946,0.013065769
468,Kepler-424,5481.7,60,4.315,0.1,0.419,0.04,14.256,0.1,1.402773127,0.020297495
469,Kepler-1288,6431.4,60,4.339,0.1,0.033,0.04,13.321,0.1,1.400379638,0.09146995
470,Kepler-203,5886.6,60,4.407,0.1,0.079,0.04,13.989,0.1,1.393288293,0.019077365
471,Kepler-1435,6234.2,60,4.268,0.1,-0.138,0.04,12.938,0.1,1.39134075,0.018622362
472,Kepler-289,5989,60,4.596,0.1,0.027,0.04,13.956,0.1,1.390925441,0.017615177
473,KOI-2470,5846.5,60,4.215,0.1,0.301,0.04,13.655,0.1,1.383363964,0.024602713
474,KOI-3889,5752.4,60,4.192,0.1,0.202,0.04,13.608,0.1,1.381276735,0.014143864
475,Kepler-886,5856.7,60,4.494,0.1,-0.207,0.04,13.939,0.1,1.377044561,0.014027884
476,KOI-4002,5209.8,60,4.584,0.1,0.214,0.04,15.04,0.1,1.372614386,0.025217741
477,KOI-3338,6137.8,60,4.296,0.1,-0.169,0.04,13.427,0.1,1.371125739,0.013891325
478,Kepler-330,5027.8,60,4.515,0.1,0.158,0.04,15.261,0.1,1.365268554,0.026606414
479,Kepler-1258,5627.2,60,4.323,0.1,-0.327,0.04,13.835,0.1,1.36484884,0.016934351
480,KOI-4014,5942.5,60,4.313,0.1,0.066,0.04,13.685,0.1,1.364763632,0.016523116
481,Kepler-301,5656.5,60,4.455,0.1,0.184,0.04,14.271,0.1,1.36181592,0.019896945
482,Kepler-17,5722.4,60,4.534,0.1,0.333,0.04,14.141,0.1,1.358859913,0.019756621
483,KOI-2874,5234.2,60,4.465,0.1,-0.087,0.04,14.867,0.1,1.355740669,0.021611634
484,Kepler-422,5891.2,60,4.21,0.1,0.21,0.04,13.435,0.1,1.354645298,0.012515861
485,KOI-4431,6275,60,4.156,0.1,-0.128,0.04,12.674,0.1,1.35245124,0.020784164
486,KOI-4775,5209.7,60,3.804,0.1,0.465,0.04,12.999,0.1,1.351348257,0.017585001
487,KOI-2319,6097.3,60,4.312,0.1,-0.019,0.04,13.355,0.1,1.350574222,0.01591257
488,KOI-4580,5891.8,60,4.199,0.1,-0.183,0.04,13.01,0.1,1.34913919,0.019927774
489,KOI-2250,4958.3,60,4.63,0.1,0.133,0.04,15.622,0.1,1.34841771,0.028139038
490,KOI-1863,5988.6,60,4.415,0.1,0.198,0.04,13.631,0.1,1.346294725,0.012853027
491,Kepler-553,5182.1,60,4.389,0.1,0.183,0.04,14.924,0.1,1.344234837,0.023498586
492,Kepler-1479,5713.4,60,4.221,0.1,-0.049,0.04,13.785,0.1,1.343585755,0.016550736
493,KOI-4480,5633.9,60,4.425,0.1,0.32,0.04,14.122,0.1,1.342847879,0.018639204
494,KOI-2559,5859.6,60,4.312,0.1,0.122,0.04,13.799,0.1,1.341391415,0.014030221
495,Kepler-69,5629.6,60,4.292,0.1,-0.219,0.04,13.749,0.1,1.339891664,0.014232247
496,KOI-4226,5843.6,60,3.866,0.1,0.346,0.04,12.83,0.1,1.337057647,0.031187366
497,Kepler-520,6009.3,60,4.451,0.1,-0.087,0.04,12.797,0.1,1.336981184,0.124295725
498,KOI-2969,6023.5,60,4.051,0.1,0.193,0.04,12.567,0.1,1.336159645,0.715278602
499,KOI-2949,5913,60,4.163,0.1,0.076,0.04,13.313,0.1,1.33495324,0.013887943
500,Kepler-1619,5649.6,60,4.202,0.1,-0.268,0.04,13.341,0.1,1.332001528,0.014741161
501,KOI-1984,6000.4,60,4.305,0.1,0.128,0.04,13.698,0.1,1.331142288,0.015855571
502,Kepler-170,5573.3,60,4.287,0.1,0.385,0.04,14.387,0.1,1.325139584,0.019816165
503,Kepler-248,4973,60,3.945,0.1,0.165,0.04,15.258,0.1,1.325112841,0.023162745
504,Kepler-1015,6443.3,60,4.299,0.1,0.033,0.04,12.818,0.1,1.324232469,0.026328997
505,Kepler-15,5662.1,60,4.19,0.1,0.266,0.04,13.758,0.1,1.323834068,0.020250726
506,Kepler-1082,5846.7,60,4.146,0.1,-0.127,0.04,13.38,0.1,1.323318013,0.014008929
507,Kepler-230,5253.1,60,4.614,0.1,-0.21,0.04,15.082,0.1,1.32146689,0.024628007
508,KOI-399,6141.7,60,4.491,0.1,0.008,0.04,12.947,0.1,1.317902802,0.021087792
509,Kepler-420,5500.7,60,4.293,0.1,0.317,0.04,14.651,0.1,1.30902354,0.953778337
510,Kepler-1501,6015.9,60,4.308,0.1,-0.154,0.04,13.71,0.1,1.306152153,0.012508873
511,Kepler-527,6208.5,60,4.417,0.1,0.108,0.04,13.39,0.1,1.304417519,0.013409904
512,Kepler-655,6145.4,60,4.356,0.1,-0.111,0.04,13.489,0.1,1.300074188,0.01594935
513,Kepler-1338,5834.2,60,4.167,0.1,0.219,0.04,13.615,0.1,1.298863104,0.018782224
514,Kepler-914,5804.2,60,4.167,0.1,0.257,0.04,13.574,0.1,1.297966278,0.015662122
515,KOI-3240,6073,60,3.875,0.1,0.248,0.04,12.341,0.1,1.295490076,0.026854061
516,KOI-340,5701.2,60,4.08,0.1,0.353,0.04,13.057,0.1,1.295304034,0.014034184
517,Kepler-1412,5759.1,60,4.099,0.1,-0.031,0.04,13.219,0.1,1.29451573,0.015226408
518,Kepler-439,5497.8,60,4.459,0.1,0.102,0.04,14.56,0.1,1.292241906,0.019601819
519,Kepler-725,5399.3,60,4.618,0.1,0.135,0.04,15.011,0.1,1.289909885,0.023519217
520,Kepler-222,5314.6,60,4.555,0.1,0.328,0.04,15.063,0.1,1.289312865,0.025471902
521,Kepler-363,5648.4,60,4.004,0.1,0.443,0.04,13.353,0.1,1.282441021,0.012259394
522,Kepler-85,5519.9,60,4.553,0.1,0.123,0.04,14.779,0.1,1.278619927,0.022803883
