0,1
TYC 3556-143-1,6.492
TYC 3556-1238-1,-1
TYC 3556-1238-1,-1
TYC 3555-856-1,-1
TYC 3555-856-1,-1
TYC 3555-817-1,7.919
TYC 3555-817-1,7.931
TYC 3555-806-1,6.961
TYC 3555-806-1,6.556
TYC 3555-61-1,3.906
TYC 3555-61-1,3.947
TYC 3555-306-1,6.321
TYC 3555-306-1,6.457
TYC 3555-306-1,6.5083
TYC 3555-1408-1,4.741
TYC 3555-1408-1,4.699
TYC 3555-1236-1,3.006
TYC 3555-1236-1,3
TYC 3555-113-1,10.298
TYC 3555-113-1,10.86
TYC 3554-99-1,12.935
TYC 3554-99-1,12.968
TYC 3554-641-1,9.203
TYC 3554-641-1,9.178
TYC 3554-5-1,22.712
TYC 3554-5-1,23.271
TYC 3554-508-1,15.209
TYC 3554-508-1,14.906
TYC 3554-478-1,-1
TYC 3554-478-1,-1
TYC 3554-456-1,10.642
TYC 3554-456-1,10.605
TYC 3554-406-1,5.503
TYC 3554-406-1,5.552
TYC 3554-292-1,3.653
TYC 3554-292-1,3.505
TYC 3554-273-1,6.738
TYC 3554-273-1,6.725
TYC 3554-1762-1,17.516
TYC 3554-1762-1,17.472
TYC 3553-243-1,1.549
TYC 3553-243-1,1.564
TYC 3551-827-1,1.569
TYC 3551-827-1,1.572
TYC 3551-732-1,17.49
TYC 3551-732-1,17.278
TYC 3551-2403-1,-1
TYC 3551-2403-1,-1
TYC 3551-2031-1,2.204
TYC 3551-2031-1,2.206
TYC 3551-2016-1,4.78
TYC 3551-2016-1,4.709
TYC 3551-1435-1,4.649
TYC 3551-1435-1,4.62
TYC 3551-1407-1,12.913
TYC 3551-1407-1,12.938
TYC 3550-977-1,1.573
TYC 3550-977-1,1.57287
TYC 3550-736-1,13.983
TYC 3550-736-1,13.9899
TYC 3550-518-1,8.931
TYC 3550-518-1,8.927
TYC 3550-34-1,13.257
TYC 3550-34-1,13.252
TYC 3550-1768-1,2.238
TYC 3550-1768-1,2.198
TYC 3550-1621-1,20.769
TYC 3550-1621-1,20.927
TYC 3550-1330-1,7.248
TYC 3550-1330-1,7.288
TYC 3550-1330-1,7.30887
TYC 3550-1167-1,11.233
TYC 3550-1167-1,11.11
TYC 3549-411-1,12.667
TYC 3549-411-1,12.284
TYC 3549-2269-1,3.961
TYC 3549-2269-1,3.868
TYC 3549-2100-1,11.469
TYC 3549-2100-1,11.465
TYC 3547-702-1,5.999
TYC 3547-702-1,5.985
TYC 3547-539-1,-1
TYC 3547-539-1,-1
TYC 3547-321-1,6.376
TYC 3547-321-1,6.367
TYC 3547-2595-1,8.08
TYC 3547-2595-1,8.073
TYC 3547-2270-1,1.093
TYC 3547-2270-1,0.712
TYC 3547-1294-1,7.667
TYC 3547-1294-1,7.741
TYC 3547-1020-1,-1
TYC 3547-1020-1,-1
TYC 3546-902-1,-1
TYC 3546-902-1,-1
TYC 3546-833-1,-1
TYC 3546-833-1,-1
TYC 3546-2310-1,9.668
TYC 3546-2310-1,9.546
TYC 3546-2088-1,6.06
TYC 3546-2088-1,6.094
TYC 3546-1876-1,6.511
TYC 3546-1876-1,6.541
TYC 3546-1701-1,1.164
TYC 3546-1701-1,1.15943
TYC 3546-141-1,18.776
TYC 3546-141-1,17.865
TYC 3545-2661-1,-1
TYC 3545-2661-1,-1
TYC 3545-2661-1,-1
TYC 3545-2636-1,7.311
TYC 3545-2636-1,7.345
TYC 3545-2631-1,-1
TYC 3545-2631-1,-1
TYC 3545-2587-1,-1
TYC 3545-2587-1,-1
TYC 3545-1673-1,18.827
TYC 3545-1673-1,18.546
TYC 3545-1179-1,-1
TYC 3545-1179-1,-1
TYC 3545-1085-1,15.382
TYC 3545-1085-1,14.912
TYC 3544-96-1,15.304
TYC 3544-96-1,15.621
TYC 3544-68-1,1.615
TYC 3544-68-1,1.618
TYC 3544-2720-1,9.999
TYC 3544-2720-1,9.987
TYC 3544-261-1,7.162
TYC 3544-261-1,7.162
TYC 3544-2321-1,7.675
TYC 3544-2321-1,7.724
TYC 3544-2084-1,3.124
TYC 3544-2084-1,3.172
TYC 3544-2081-1,1.739
TYC 3544-2081-1,1.727
TYC 3544-1122-1,6.331
TYC 3544-1122-1,6.324
TYC 3544-1063-1,24.084
TYC 3544-1063-1,24.205
TYC 3543-999-1,8.597
TYC 3543-999-1,8.542
TYC 3543-810-1,6.583
TYC 3543-810-1,6.597
TYC 3543-776-1,3.464
TYC 3543-776-1,3.24
TYC 3543-370-1,5.397
TYC 3543-370-1,5.409
TYC 3543-3100-1,-1
TYC 3543-3100-1,-1
TYC 3543-2415-1,15.266
TYC 3543-2415-1,15.173
TYC 3543-1631-1,9.473
TYC 3543-1631-1,9.564
TYC 3543-1210-1,5.895
TYC 3543-1210-1,6.06
TYC 3542-87-1,23.01
TYC 3542-87-1,22.921
TYC 3542-604-1,6.243
TYC 3542-604-1,6.332
TYC 3542-364-1,-1
TYC 3542-364-1,-1
TYC 3542-364-1,-1
TYC 3542-346-1,1.427
TYC 3542-346-1,1.43
TYC 3542-2641-1,7.407
TYC 3542-2641-1,7.17
TYC 3542-2641-1,7.30887
TYC 3542-2333-1,9.262
TYC 3542-2333-1,9.172
TYC 3542-2238-1,15.652
TYC 3542-2238-1,15.4919
TYC 3542-2140-1,7.498
TYC 3542-2140-1,7.483
TYC 3542-2094-1,4.899
TYC 3542-2094-1,4.908
TYC 3542-1826-1,1.708
TYC 3542-1826-1,1.717
TYC 3542-1826-1,0.782295
TYC 3542-1226-1,1.491
TYC 3542-1226-1,1.496
TYC 3542-1020-1,5.431
TYC 3542-1020-1,5.292
TYC 3541-30-1,-1
TYC 3541-30-1,-1
TYC 3541-2403-1,10.1
TYC 3541-2403-1,9.962
TYC 3541-2308-1,-1
TYC 3541-2308-1,-1
TYC 3541-2308-1,-1
TYC 3541-1771-1,14.962
TYC 3541-1771-1,14.49
TYC 3540-728-1,10.681
TYC 3540-728-1,10.057
TYC 3540-675-1,7.414
TYC 3540-675-1,7.462
TYC 3540-2662-1,15.317
TYC 3540-2662-1,15.759
TYC 3540-2440-1,21.201
TYC 3540-2440-1,21.014
TYC 3531-6-1,4.705
TYC 3531-6-1,4.995
TYC 3531-504-1,14.308
TYC 3531-504-1,14.147
TYC 3531-1243-1,6.515
TYC 3531-1243-1,6.515
TYC 3531-1064-1,4.239
TYC 3531-1064-1,3.992
TYC 3162-551-1,5.117
TYC 3162-551-1,5.223
TYC 3149-952-1,8.782
TYC 3149-952-1,8.916
TYC 3149-836-1,1.032
TYC 3149-836-1,1.03
TYC 3149-686-1,6.157
TYC 3149-686-1,6.168
TYC 3149-617-1,13.333
TYC 3149-617-1,12.646
TYC 3149-445-1,1.037
TYC 3149-445-1,1.035
TYC 3149-391-1,10.899
TYC 3149-391-1,10.763
TYC 3149-274-1,2.946
TYC 3149-274-1,2.947
TYC 3149-229-1,10.11
TYC 3149-229-1,10.043
TYC 3149-1681-1,4.2
TYC 3149-1681-1,4.318
TYC 3149-1428-1,6.492
TYC 3149-1428-1,6.414
TYC 3149-139-1,10.666
TYC 3149-139-1,10.461
TYC 3149-1222-1,16.948
TYC 3149-1222-1,16.658
TYC 3149-1003-1,2.835
TYC 3149-1003-1,2.837
TYC 3148-694-1,5.981
TYC 3148-694-1,5.93
TYC 3148-681-1,14.883
TYC 3148-681-1,15.08
TYC 3148-567-1,2.859
TYC 3148-567-1,2.864
TYC 3148-454-1,3.211
TYC 3148-454-1,3.19448
TYC 3148-451-1,3.767
TYC 3148-451-1,3.752
TYC 3148-373-1,16.975
TYC 3148-373-1,17.146
TYC 3148-2358-1,1.88
TYC 3148-2358-1,1.787
TYC 3148-2329-1,-1
TYC 3148-2329-1,-1
TYC 3148-2223-1,2.501
TYC 3148-2223-1,2.45
TYC 3148-2216-1,2.021
TYC 3148-2216-1,2.027
TYC 3148-2163-1,2.55
TYC 3148-2163-1,2.523
TYC 3148-212-1,9.272
TYC 3148-212-1,9.215
TYC 3148-2098-1,8.753
TYC 3148-2098-1,8.379
TYC 3148-1578-1,1.135
TYC 3148-1578-1,1.032
TYC 3148-1460-1,7.891
TYC 3148-1460-1,7.813
TYC 3148-1322-1,16.479
TYC 3148-1322-1,16.274
TYC 3148-1176-1,1.173
TYC 3148-1176-1,1.153
TYC 3148-1019-1,2.844
TYC 3148-1019-1,2.864
TYC 3147-971-1,11.629
TYC 3147-971-1,11.954
TYC 3147-704-1,5.823
TYC 3147-704-1,5.79
TYC 3147-672-1,2.935
TYC 3147-672-1,2.985
TYC 3147-598-1,4.794
TYC 3147-598-1,4.711
TYC 3147-1825-1,10.83
TYC 3147-1825-1,10.695
TYC 3147-1542-1,15.641
TYC 3147-1542-1,15.909
TYC 3147-1507-1,7.454
TYC 3147-1507-1,6.698
TYC 3146-913-1,4.429
TYC 3146-913-1,4.48
TYC 3146-820-1,10.249
TYC 3146-820-1,10.238
TYC 3146-74-1,10.529
TYC 3146-74-1,10.37
TYC 3146-672-1,6.381
TYC 3146-672-1,6.417
TYC 3146-617-1,5.351
TYC 3146-617-1,5.193
TYC 3146-3-1,15.336
TYC 3146-3-1,15.39
TYC 3146-279-1,-1
TYC 3146-279-1,-1
TYC 3146-278-1,6.709
TYC 3146-278-1,6.67
TYC 3146-249-1,-1
TYC 3146-249-1,-1
TYC 3146-1453-1,11.149
TYC 3146-1453-1,11.349
TYC 3146-1411-1,16.587
TYC 3146-1411-1,16.558
TYC 3146-1361-1,-1
TYC 3146-1361-1,-1
TYC 3146-1361-1,-1
TYC 3146-136-1,-1
TYC 3146-136-1,-1
TYC 3146-136-1,-1
TYC 3146-1302-1,2.011
TYC 3146-1302-1,2.032
TYC 3146-11-1,2.664
TYC 3146-11-1,2.669
TYC 3145-804-1,11.026
TYC 3145-804-1,10.735
TYC 3145-75-1,20.656
TYC 3145-75-1,19.953
TYC 3145-740-1,5.138
TYC 3145-740-1,5.111
TYC 3145-387-1,3.257
TYC 3145-387-1,3.265
TYC 3145-352-1,1.763
TYC 3145-352-1,1.766
TYC 3145-250-1,11.549
TYC 3145-250-1,11.885
TYC 3145-242-1,4.916
TYC 3145-242-1,4.984
TYC 3145-22-1,-1
TYC 3145-22-1,-1
TYC 3145-2-1,15.422
TYC 3145-2-1,15.651
TYC 3145-2096-1,5.413
TYC 3145-2096-1,5.459
TYC 3145-1986-1,8.296
TYC 3145-1986-1,8.355
TYC 3145-1789-1,1.08
TYC 3145-1789-1,1.075
TYC 3145-1112-1,11.184
TYC 3145-1112-1,11.491
TYC 3145-1034-1,15.088
TYC 3145-1034-1,15.466
TYC 3144-255-1,13.052
TYC 3144-255-1,12.48
TYC 3144-2192-1,-1
TYC 3144-2192-1,-1
TYC 3144-2125-1,1.208
TYC 3144-2125-1,1.217
TYC 3144-1758-1,1.429
TYC 3144-1758-1,1.418
TYC 3144-1710-1,15.185
TYC 3144-1710-1,14.934
TYC 3144-1547-1,-1
TYC 3144-1547-1,-1
TYC 3144-1467-1,1.266
TYC 3144-1467-1,1.278
TYC 3144-1418-1,15.911
TYC 3144-1418-1,15.781
TYC 3144-1379-1,4.589
TYC 3144-1379-1,4.56
TYC 3144-1378-1,12.288
TYC 3144-1378-1,12.271
TYC 3144-1314-1,12.911
TYC 3144-1314-1,12.296
TYC 3144-1294-1,1.038
TYC 3144-1294-1,1.071
TYC 3144-1282-1,9.917
TYC 3144-1282-1,9.867
TYC 3144-1259-1,3.327
TYC 3144-1259-1,3.32
TYC 3144-123-1,6.883
TYC 3144-123-1,6.65
TYC 3144-1022-1,4.288
TYC 3144-1022-1,4.275
TYC 3143-95-1,5.538
TYC 3143-95-1,5.348
TYC 3143-892-1,8.904
TYC 3143-892-1,8.915
TYC 3143-794-1,12.6
TYC 3143-794-1,12.644
TYC 3143-706-1,8.895
TYC 3143-706-1,8.825
TYC 3143-632-1,3.853
TYC 3143-632-1,3.857
TYC 3143-53-1,4.081
TYC 3143-53-1,4.072
TYC 3143-435-1,2.838
TYC 3143-435-1,2.732
TYC 3143-338-1,7.946
TYC 3143-338-1,8.217
TYC 3143-208-1,10.48
TYC 3143-208-1,10.563
TYC 3143-2078-1,23.694
TYC 3143-2078-1,23.87
TYC 3143-1978-1,9.74
TYC 3143-1978-1,9.462
TYC 3143-192-1,6.262
TYC 3143-192-1,6.204
TYC 3143-1843-1,12.504
TYC 3143-1843-1,12.238
TYC 3143-1691-1,2.336
TYC 3143-1691-1,2.34
TYC 3143-1491-1,1.633
TYC 3143-1491-1,0.958166
TYC 3143-1484-1,15.142
TYC 3143-1484-1,15.164
TYC 3143-1342-1,-1
TYC 3143-1342-1,-1
TYC 3143-1250-1,6.448
TYC 3143-1250-1,6.532
TYC 3143-1211-1,3.451
TYC 3143-1211-1,3.479
TYC 3143-1195-1,5.482
TYC 3143-1195-1,5.387
TYC 3143-1194-1,6.246
TYC 3143-1194-1,6.271
TYC 3143-1159-1,4.389
TYC 3143-1159-1,4.538
TYC 3142-897-1,1.346
TYC 3142-897-1,1.359
TYC 3142-723-1,4.404
TYC 3142-723-1,4.265
TYC 3142-712-1,-1
TYC 3142-712-1,-1
TYC 3142-712-1,-1
TYC 3142-65-1,7.695
TYC 3142-65-1,7.91
TYC 3142-575-1,5.037
TYC 3142-575-1,5.079
TYC 3142-529-1,3.887
TYC 3142-529-1,3.941
TYC 3142-358-1,9.121
TYC 3142-358-1,9.124
TYC 3142-281-1,-1
TYC 3142-281-1,-1
TYC 3142-25-1,-1
TYC 3142-25-1,-1
TYC 3142-221-1,2.667
TYC 3142-221-1,2.78878
TYC 3142-207-1,13.583
TYC 3142-207-1,13.619
TYC 3142-1754-1,8.384
TYC 3142-1754-1,8.235
TYC 3142-1671-1,21.933
TYC 3142-1671-1,21.648
TYC 3142-1554-1,11.126
TYC 3142-1554-1,11.239
TYC 3142-1540-1,8.012
TYC 3142-1540-1,8.089
TYC 3142-1383-1,12.536
TYC 3142-1383-1,12.688
TYC 3142-124-1,6.67
TYC 3142-124-1,6.752
TYC 3142-1238-1,-1
TYC 3142-1238-1,-1
TYC 3142-1065-1,8.96
TYC 3142-1065-1,8.952
TYC 3141-754-1,2.713
TYC 3141-754-1,2.71
TYC 3141-674-1,9.227
TYC 3141-674-1,9.281
TYC 3141-591-1,-1
TYC 3141-591-1,-1
TYC 3141-546-1,13.816
TYC 3141-546-1,13.729
TYC 3141-490-1,1.915
TYC 3141-490-1,1.925
TYC 3141-392-1,-1
TYC 3141-392-1,-1
TYC 3141-386-1,1.519
TYC 3141-386-1,1.522
TYC 3141-3455-1,6.96
TYC 3141-3455-1,6.937
TYC 3141-3436-1,-1
TYC 3141-3436-1,-1
TYC 3141-3304-1,1.518
TYC 3141-3304-1,1.338
TYC 3141-2872-1,19.148
TYC 3141-2872-1,18.96
TYC 3141-2692-1,4.771
TYC 3141-2692-1,4.769
TYC 3141-266-1,10.94
TYC 3141-266-1,10.988
TYC 3141-1818-1,2.475
TYC 3141-1818-1,2.412
TYC 3141-1810-1,9.121
TYC 3141-1810-1,9.12
TYC 3141-1491-1,7.339
TYC 3141-1491-1,7.296
TYC 3141-144-1,2.252
TYC 3141-144-1,2.251
TYC 3141-1152-1,2.126
TYC 3141-1152-1,2.135
TYC 3140-965-2,12.778
TYC 3140-965-2,12.209
TYC 3140-925-1,1.425
TYC 3140-925-1,1.0232
TYC 3140-504-1,-1
TYC 3140-504-1,-1
TYC 3140-442-1,1.334
TYC 3140-442-1,1.329
TYC 3140-3123-1,8.139
TYC 3140-3123-1,8.063
TYC 3140-3036-1,14.54
TYC 3140-3036-1,14.515
TYC 3140-27-1,14.655
TYC 3140-27-1,14.61
TYC 3140-2425-1,17.481
TYC 3140-2425-1,17.374
TYC 3140-2372-1,1.31
TYC 3140-2372-1,1.312
TYC 3140-1963-1,12.411
TYC 3140-1963-1,12.433
TYC 3140-1960-1,5.867
TYC 3140-1960-1,5.869
TYC 3140-1745-1,6.888
TYC 3140-1745-1,6.765
TYC 3140-1706-1,18.825
TYC 3140-1706-1,18.896
TYC 3140-1520-1,-1
TYC 3140-1520-1,-1
TYC 3140-1476-1,1.849
TYC 3140-1476-1,1.874
TYC 3140-1426-1,1.188
TYC 3140-1426-1,1.111
TYC 3140-1417-1,11.824
TYC 3140-1417-1,11.36
TYC 3139-910-1,6.152
TYC 3139-910-1,6.129
TYC 3139-841-1,-1
TYC 3139-841-1,-1
TYC 3139-841-1,-1
TYC 3139-799-1,-1
TYC 3139-799-1,-1
TYC 3139-647-1,3.601
TYC 3139-647-1,3.624
TYC 3139-56-1,11.62
TYC 3139-56-1,11.892
TYC 3139-2233-1,15.861
TYC 3139-2233-1,15.775
TYC 3139-1762-1,1.599
TYC 3139-1762-1,1.611
TYC 3139-167-1,1.266
TYC 3139-167-1,1.267
TYC 3139-1563-1,2.862
TYC 3139-1563-1,2.879
TYC 3139-1479-1,1.083
TYC 3139-1479-1,0.703314
TYC 3139-1461-1,-1
TYC 3139-1461-1,-1
TYC 3139-1251-1,4.057
TYC 3139-1251-1,4.054
TYC 3139-1126-1,1.698
TYC 3139-1126-1,1.702
TYC 3138-941-1,2.294
TYC 3138-941-1,2.281
TYC 3138-812-1,3.288
TYC 3138-812-1,3.123
TYC 3138-699-1,14.246
TYC 3138-699-1,14.372
TYC 3138-657-1,3.655
TYC 3138-657-1,3.699
TYC 3138-509-1,13.833
TYC 3138-509-1,13.502
TYC 3138-446-1,6.296
TYC 3138-446-1,6.266
TYC 3138-446-1,6.30517
TYC 3138-326-1,-1
TYC 3138-326-1,-1
TYC 3138-273-1,8.469
TYC 3138-273-1,8.265
TYC 3138-1924-1,24.071
TYC 3138-1924-1,23.9349
TYC 3138-1711-1,8.748
TYC 3138-1711-1,8.974
TYC 3138-161-1,-1
TYC 3138-161-1,-1
TYC 3138-1576-1,15.883
TYC 3138-1576-1,16.256
TYC 3138-1437-1,3.583
TYC 3138-1437-1,3.562
TYC 3138-1388-1,-1
TYC 3138-1388-1,-1
TYC 3138-1388-1,-1
TYC 3138-1247-1,9.623
TYC 3138-1247-1,9.425
TYC 3138-1034-1,9.886
TYC 3138-1034-1,9.846
TYC 3136-564-1,9.912
TYC 3136-564-1,9.743
TYC 3136-1175-1,2.745
TYC 3136-1175-1,2.754
TYC 3136-1018-1,4.804
TYC 3136-1018-1,4.828
TYC 3135-990-1,-1
TYC 3135-990-1,-1
TYC 3135-975-1,8.457
TYC 3135-975-1,8.084
TYC 3135-87-1,4.813
TYC 3135-87-1,4.786
TYC 3135-709-1,7.001
TYC 3135-709-1,7.004
TYC 3135-475-1,1.939
TYC 3135-475-1,1.978
TYC 3135-329-1,13.258
TYC 3135-329-1,13.255
TYC 3135-287-1,24.491
TYC 3135-287-1,23.672
TYC 3135-241-1,20.609
TYC 3135-241-1,20.551
TYC 3134-975-1,-1
TYC 3134-975-1,-1
TYC 3134-95-1,-1
TYC 3134-95-1,-1
TYC 3134-87-1,2.274
TYC 3134-87-1,2.27
TYC 3134-829-1,13.598
TYC 3134-829-1,14.007
TYC 3134-788-1,9.2
TYC 3134-788-1,9.211
TYC 3134-381-1,18.736
TYC 3134-381-1,18.722
TYC 3134-251-1,10.137
TYC 3134-251-1,10.247
TYC 3134-217-1,11.756
TYC 3134-217-1,11.542
TYC 3134-190-1,1.411
TYC 3134-190-1,1.414
TYC 3134-1817-1,2.123
TYC 3134-1817-1,2.129
TYC 3134-1528-1,4.824
TYC 3134-1528-1,4.859
TYC 3134-1513-1,5.804
TYC 3134-1513-1,5.81
TYC 3134-1081-1,-1
TYC 3134-1081-1,-1
TYC 3134-1081-1,-1
TYC 3134-106-1,5.165
TYC 3134-106-1,5.152
TYC 3133-970-1,5.083
TYC 3133-970-1,5.078
TYC 3133-335-1,10.525
TYC 3133-335-1,10.554
TYC 3133-2681-1,1.607
TYC 3133-2681-1,1.582
TYC 3133-2493-1,2.654
TYC 3133-2493-1,2.661
TYC 3133-2443-1,14.549
TYC 3133-2443-1,14.397
TYC 3133-2310-1,3.787
TYC 3133-2310-1,3.765
TYC 3133-223-1,6.962
TYC 3133-223-1,6.992
TYC 3133-2085-1,15.425
TYC 3133-2085-1,15.497
TYC 3133-1306-1,5.224
TYC 3133-1306-1,5.158
TYC 3132-861-1,5.847
TYC 3132-861-1,5.972
TYC 3132-679-1,6.771
TYC 3132-679-1,7.55
TYC 3132-67-1,11.591
TYC 3132-67-1,11.931
TYC 3132-2148-1,11.113
TYC 3132-2148-1,11.167
TYC 3132-2102-1,5.601
TYC 3132-2102-1,5.612
TYC 3132-2028-1,5.164
TYC 3132-2028-1,4.755
TYC 3132-1704-1,18.463
TYC 3132-1704-1,18.758
TYC 3132-1587-1,1.649
TYC 3132-1587-1,1.675
TYC 3132-1038-1,8.614
TYC 3132-1038-1,8.251
TYC 3131-374-1,6.291
TYC 3131-374-1,6.207
TYC 3131-336-1,9.467
TYC 3131-336-1,9.451
TYC 3131-1606-1,8.059
TYC 3131-1606-1,8.045
TYC 3131-1281-1,-1
TYC 3131-1281-1,-1
TYC 3131-1133-1,14.205
TYC 3131-1133-1,13.822
TYC 3131-1002-1,4.567
TYC 3131-1002-1,4.573
TYC 3130-627-1,18.491
TYC 3130-627-1,18.567
TYC 3130-462-1,8.639
TYC 3130-462-1,8.802
TYC 3130-2413-1,7.734
TYC 3130-2413-1,7.775
TYC 3130-2155-1,20.089
TYC 3130-2155-1,20.221
TYC 3130-2110-1,7.675
TYC 3130-2110-1,7.708
TYC 3130-1904-1,1.981
TYC 3130-1904-1,1.994
TYC 3130-160-1,26.796
TYC 3130-160-1,26.441
TYC 3130-1452-1,2.81
TYC 3130-1452-1,2.859
TYC 3130-1347-1,4.164
TYC 3130-1347-1,4.261
TYC 3129-812-1,4.507
TYC 3129-812-1,4.483
TYC 3129-358-1,6.735
TYC 3129-358-1,6.416
TYC 3129-2518-1,20.448
TYC 3129-2518-1,20.836
TYC 3129-2429-1,10.553
TYC 3129-2429-1,10.44
TYC 3129-2364-1,3.994
TYC 3129-2364-1,3.979
